;;Economic prosperity;Business vitality;Demographic sustainability;Tertiary attainment;Unemployment;Old-age dependency;Population Growth;productivity;gdp per capita;Net migration rate;Net migration + 1;HHI;Rate of indebtedness (per cent);Household disposable monetary income;rnd per gdp;Tertiary attainment;Unempl+S2oyment;Old-age dependency;Population Growth;productivity;gdp per capita;Net migration rate;HHI;Rate of indebtedness (per cent);Household disposable monetary income;rnd per gdp
02;2012;108.912115216431;99.8721387023502;107.281333475967;0.164775150553594;0.053606462289097;0.250818875070372;0.0047039;46.0619491554627;33863.1;0.000522459354794684;1.00052245935479;0.0846803084357296;117;45515.5687722105;0.0456874720962048;91.7460593247188;97.1338233345068;77.6308106884034;120.360150632842;82.372824750261;88.1690164534358;123.853039106656;123.853039106654;128.285242711411;122.060378366369;101.516631627767
02;2013;108.560745755774;103.161173812391;109.631328609784;0.167250679578661;0.0608350322799864;0.254455487597689;0.00453243;46.8165102803903;33902.3;0.00114891267414203;1.00114891267414;0.0809364899926357;116.9;44929.9048128156;0.0410049789801487;98.9834420870449;111.622257413501;80.4843975277321;117.92323890897;85.8480329796419;88.35790502811;130.48634939265;130.486349392646;112.405067452499;121.857753128987;97.3268707902327
02;2014;114.757880244633;105.723623728801;106.099183485219;0.168791580728753;0.0665207044264636;0.257102966841187;0.00375747;48.6062777930605;34387.2;0.000992120154423819;1.00099212015442;0.08378184852229;116.4;44812.7842294805;0.0385649599578464;103.488374693045;123.018216253608;82.5618286177615;106.90959740007;94.0909898233404;90.6944374224855;128.826124437825;128.826124437822;124.474240360363;120.844626942078;96.4890059609986
02;2015;116.247425410924;107.837230403995;103.640141121825;0.170181500791655;0.0683901054766478;0.260984603318835;0.00284278;48.3201446465041;34417.8;0.00123544504483232;1.00123544504483;0.0838384789599451;117.3;45250.6210175103;0.0298680181233033;107.551903499368;126.765111409487;85.6076815054344;93.9101293607174;92.7731744300454;90.8418861567975;131.402612499324;131.402612499322;124.714449998896;122.668254078515;99.6212311872441
02;2016;119.92715106495;112.58905243039;105.104458542879;0.172102207371363;0.0646482021604776;0.264062345571273;0.00291381;50.3486257166569;36103;0.00132690419162936;1.00132690419163;0.0870667504778789;117.5;45681.3196834429;0.0271892834808643;113.167223922076;119.265105240268;88.0227325234984;94.9195994706291;102.115550912554;98.9621674333525;132.371043634511;132.371043634507;138.4078270329;123.073504553279;102.702391252425
02;2017;116.9670917949;124.069100721136;107.940692174983;0.174488200185481;0.0521293677526864;0.266979569876716;0.00178675;52.9656672451043;38440.6;0.00342700192808111;1.00342700192808;0.0879175176125877;116.7;46331.9152444499;0.0244850961729154;120.142841290756;94.1732395888697;90.3118278898177;78.901953657914;114.168602621473;110.226094274128;154.608294977216;154.608294977213;142.016530662378;121.452502654223;107.356663995103
02;2018;112.697321561171;124.716559910172;98.4100101115104;0.177954875026641;0.044828263495075;0.269335244534897;0.00086865;54.0546567559616;39544.4;0.00178443819449958;1.0017844381945;0.0873769005839139;114;47007.338974998;0.0248028584363401;130.277908374979;79.539422959358;92.1602849777891;65.854023094631;119.184054895408;115.544849598755;137.215722262111;137.215722262108;139.723392441658;115.981621244911;112.188554108191
02;2019;115.011561449636;125.981620791085;100.439421380583;0.179934535122178;0.044909573768987;0.270212646112058;0.00133619;54.0290609670094;40404.6;0.00166687180942169;1.00166687180942;0.0882092692114579;114.7;47096.147552139;0.0246442749311915;136.065583536782;79.7023955175546;92.848766792826;72.4986472701646;119.066170878507;119.689797352192;135.970850078758;135.970850078756;143.254055022212;117.399997906584;112.823878670295
02;2020;124.92480040966;129.86323461367;104.426649335677;0.181336634794548;0.0626896799562944;0.27022681620181;0.00153856;54.9221145353209;39752;0.00252387292974909;1.00252387292975;0.0886075753364736;117.4;46850.0936084304;0.0249572392298954;140.164720285784;115.33958195097;92.8598858167322;75.3747062050209;123.179220182726;116.545188070754;145.045355985278;145.045355985274;144.943552301017;122.870879315897;111.063642000897
02;2021;115.090842172701;132.872714604333;107.991743643433;0.182267201955832;0.0456381585887229;0.27021967952974;0.00261087;56.2555205299473;41181;0.00209523927715279;1.00209523927715;0.0870099930152108;114.8;47928.5129815274;0.0259215610467808;142.885298660775;81.1627193637654;92.8542857938143;90.6142513769128;129.320357504207;123.430947591403;140.506693759572;140.506693759568;138.167078591671;117.602623143966;118.778508492783
02;2022;117.444307232336;133.817154508562;107.87828842133;0.183082870129148;0.0433204892424732;0.268628222263869;0.00283495;60.0618087925367;44629.6;0.0018802760484135;1.00188027604841;0.0876489135698784;112.2;45990.962173726;0.0250615336754626;145.269961784316;76.5173469619811;91.6054968521468;93.7988503101668;146.850606355574;140.048323576643;138.230518101675;138.230518101673;140.877191418685;112.334366972036;104.917531792684
04;2011;88.5433457767189;81.766988049248;107.134104967459;0.157157947998686;0.0503857045210429;0.285412468597704;0.00483529;43.5547877307225;33724.6;-0.0022591898873512;0.997740810112649;0.0748423832171982;100.9;44236.5104359264;0.0143454654445654;69.4766333112108;90.6783644172279;104.775804133031;122.227450051979;70.825837067215;87.5016422801609;94.3990607173674;94.3990607173645;86.5556612616118;89.4377151478748;92.3664211012016
04;2012;91.0726258600275;85.2614876309522;108.591773590297;0.159184471889532;0.0546115749508745;0.288315683711667;0.0047039;45.0086090124198;34671.2;-0.00188499737700837;0.998115002622992;0.0742031206321015;100.8;43872.4259350935;0.0139125186200302;75.4013180660782;99.1484000157147;107.05390672953;120.360150632842;77.5215592761861;92.0629158716557;98.3612634085194;98.3612634085169;83.8440976422468;89.2350899104928;89.7618097730276
04;2013;92.9334402944736;85.8854847296311;108.013702279334;0.162137729564118;0.05973120290707;0.29159764156825;0.00453243;44.6162697477378;34143.3;-0.00206184648818112;0.997938153511819;0.0743295014844924;100.4;43528.7639499863;0.0128601714120081;84.0353740477769;109.40981994328;109.629202193765;117.92323890897;75.7146007723763;89.5191842754693;96.4886657352668;96.4886657352642;84.3801679981799;88.4245889609651;87.303298363107
04;2014;98.7949786555547;88.8657970468931;104.484117810223;0.163574914167593;0.0667327431099682;0.293656214980601;0.00375747;46.9298222704197;35164;-0.00217427215458316;0.997825727845417;0.0752935430744505;100.6;43284.7945554464;0.013890055894819;88.2370840540611;123.443211583531;111.244529081947;106.90959740007;86.3699029080399;94.4375150961313;95.2982269486524;95.2982269486488;88.4693485068273;88.8298394357289;85.5579742768228
04;2015;101.011074632179;88.4066111947042;98.2526527725109;0.164345591302359;0.069874460097687;0.298819951829277;0.00284278;47.8932801287266;36178;-0.00309476715241055;0.996905232847589;0.0743169725178733;101.5;43455.2823138842;0.0114552957110909;90.4902127202943;129.740246754912;115.296423916068;93.9101293607174;90.8072063513775;99.3235613899996;85.5514050407469;85.5514050407442;84.3270238116367;90.6534665721665;86.7776206664008
04;2016;96.7856254453094;85.3255286236897;95.3292760205768;0.165639938666907;0.0683458104085866;0.303260575448724;0.00291381;46.9749505708953;34955.6;-0.00434743393163164;0.995652566068368;0.0723477433117558;101.7;43648.8973246368;0.0109404465328596;94.2743280385905;126.676329510102;118.780904328452;94.9195994706291;86.5777458991635;93.4333217552613;72.2873242626492;72.2873242626464;75.9741334689439;91.0587170469304;88.1627162943582
04;2017;91.2135602590918;90.6509879405113;92.5982614769735;0.167555966932549;0.0517427562863547;0.30820152632964;0.00178675;48.6230460006954;36167.8;-0.00397462771894482;0.996025372281055;0.0741347930348241;100.5;44230.7085603077;0.00948401110491772;99.8759710819434;93.3983429286463;122.65798287384;78.901953657914;94.168217514033;99.2744118118956;76.2348478991661;76.2348478991626;83.5542720974783;88.627214198347;92.3249152669061
04;2018;87.9788938875044;91.7033086044457;86.7857301014887;0.170127707845433;0.0463352605386417;0.312362778103044;0.00086865;49.004961483869;36858.4;-0.00469756293911007;0.99530243706089;0.0740015981234651;98.1;44592.2743353169;0.0109454663536448;107.394636047533;82.5599411739527;125.923245039254;65.854023094631;95.9271682288348;102.602127364702;68.5799221705806;68.5799221705777;82.9892985101829;83.7642085011801;94.9115079708374
04;2019;87.8359333271505;93.1592246744165;90.3054050741832;0.171938436554219;0.0486731379641249;0.31459917324869;0.00133619;48.3608135364864;36564.9;-0.00449361482246992;0.99550638517753;0.0737164922419572;96.8;44779.1692172;0.0117090179757395;112.688428449686;87.2458172195016;127.678105560471;72.4986472701646;92.960479151263;101.18787234769;70.7394623919138;70.7394623919109;81.7799633261961;81.1300804152147;96.2485287048062
04;2020;97.2607308444488;98.4334891378052;94.6536812970582;0.173533999331526;0.0600094700486501;0.314967319047796;0.00153856;50.1054847890668;37034.6;-0.00356055260519181;0.996439447394808;0.0766183693378821;97;44571.8916968164;0.0104539503945395;117.353168157344;109.967558907171;127.966983190241;75.3747062050209;100.995740569102;103.451162233518;80.6193544959124;80.6193544959092;94.0888713471277;81.5353308899786;94.7656933288652
04;2021;87.8068789491754;105.773116629878;103.438526819597;0.175409859016898;0.0443203083801177;0.316602965265236;0.00261087;52.1766956478581;39248;-0.00263205790527392;0.997367942094726;0.0739877084086738;94.1;45201.4257491273;0.00923889057723966;122.837375538466;78.5213136780723;129.250446436552;90.6142513769128;110.53491345181;114.116620682086;90.4508826453254;90.4508826453228;82.9303824306415;75.659199005902;99.2692948839142
04;2022;89.2840552697467;108.222537402489;103.558421982658;0.176918082764072;0.0444918045126931;0.317798603662094;0.00283495;56.0102983358773;42468.6;-0.00298744801369992;0.9970125519863;0.0741250929016889;88.9;44012.6064170929;0.00843030609414636;127.246773464723;78.8650483883613;130.188643169979;93.7988503101668;128.190961675684;129.635359039119;86.6877724678283;86.6877724678257;83.5131269894654;65.1226866620404;90.7646420017248
05;2011;86.0560454910599;93.924288632649;110.000187032195;0.164948924270958;0.0449523483421789;0.257490155795241;0.00483529;40.034783988631;29420.3;0.000622039605090453;1.00062203960509;0.0709254454766732;119.8;45851.7312831006;0.0163908377405837;92.2540989776026;79.7881298446384;82.8656490812621;122.227450051979;54.6141007772721;66.7610021788817;124.907461963345;124.907461963342;69.9411649276554;127.733885013064;103.921492812379
05;2012;90.7261227643107;93.9753248939528;101.766777622484;0.166317133217835;0.0477967994893772;0.260394820826115;0.0047039;44.9214943809082;32010.2;-0.00174956688246558;0.998250433117534;0.0717119663112952;118.4;45685.389892172;0.0152397397616006;96.2541538132023;85.4893464046281;85.1448894024395;120.360150632842;77.120343954687;79.240658289818;99.7952928321705;99.795292832168;73.2773546730803;124.897131689717;102.731508975754
05;2013;95.3293770933434;96.5241465622909;103.1365915093;0.168605148135696;0.0553792148437723;0.26358409172503;0.00453243;45.24799574475;31740.2;-0.00136766943429773;0.998632330565702;0.0732544192848071;117.4;45400.0324554719;0.0142015819388019;102.943325929055;100.687003086401;87.64745501696;117.92323890897;78.624079290424;77.9396400458886;103.839080601969;103.839080601966;79.8199859251866;122.870879315897;100.690100427718
05;2014;97.4215361761506;95.5571601117663;97.8444193538295;0.169826062161392;0.0590419161676647;0.266712289706302;0.00375747;45.5918729671424;31335.8;-0.00205873966353008;0.99794126033647;0.074147106011589;117;45161.8929963625;0.0130124623190712;106.512753729892;108.028262387915;90.1020977712037;106.90959740007;80.2078409151294;75.9910038316476;96.5215628902152;96.5215628902121;83.6065001186704;122.060378366369;98.986482911832
05;2015;100.268161199291;93.7203605031676;91.6247491002447;0.170596989296549;0.0605117051113273;0.272731955812489;0.00284278;45.7697556964237;31491.3;-0.00303932230553489;0.996960677694465;0.0758648156825199;117.2;45156.686770635;0.0129047618940902;108.766613289807;110.97420332051;94.8256254631796;93.9101293607174;81.0270979696489;76.7402939684292;86.138492476837;86.1384924768334;90.8925186670932;122.465628841133;98.9492382763812
05;2016;101.066245755144;93.0156989800627;88.6893037094081;0.172481456545882;0.0591894395820026;0.278689845265017;0.00291381;46.6451642978314;32119.7;-0.00440784665757476;0.995592153342425;0.0769105262045274;116.4;45454.5756792179;0.0121824641051237;114.275985487988;108.323947878467;99.5006780854207;94.9195994706291;85.0588815789294;79.7682934665227;71.6476335721745;71.6476335721714;95.3281147335104;120.844626942078;101.080295281162
05;2017;96.159280413962;97.3678395050074;84.9130609981022;0.174305233904585;0.0481183418249189;0.28526516905975;0.00178675;48.6372331103196;33124.4;-0.00445229272811487;0.995547707271885;0.0776630328035401;113.7;45926.0089482557;0.0106095763223039;119.607926533534;86.1338231044419;104.660220737828;78.901953657914;94.2335576945542;84.6095269097667;71.1770085985646;71.1770085985615;98.5200261088746;115.373745532765;104.45286519338
05;2018;92.0775568136991;98.0066528904093;82.5527098081365;0.176536495413272;0.0423484512499708;0.289722462127401;0.00086865;47.1196096076729;33256;-0.00421908919026167;0.995780910809738;0.0778239343771099;110.7;46003.2060296781;0.0113355583164936;126.131176076435;74.5690628069685;108.15778137739;65.854023094631;87.243987848896;85.2436528390301;73.6463249523889;73.6463249523854;99.2025231974915;109.294988411306;105.005122683921
05;2019;90.9108277768509;112.601993303342;98.5003895986683;0.178657305835893;0.0408892789235045;0.293660962410414;0.00133619;48.9406854991906;34667.5;-0.00062015503875969;0.99937984496124;0.0776727441499716;106.8;46798.01144624;0.0110875925188241;132.331514121115;71.6444010704776;111.248254307864;72.4986472701646;95.6311386249675;92.0450871031278;111.754267217977;111.754267217974;98.5612187803879;101.39260415341;110.691053249312
05;2020;100.316650595204;117.459712116752;104.047077440677;0.180194281761316;0.0540811481032027;0.294605955081869;0.00153856;50.5552963381057;35522.7;0.000609695328209548;1.00060969532821;0.0790509247240173;107.4;46026.2157948385;0.0121465061442355;136.824971057442;98.0852499838401;111.989773683456;75.3747062050209;103.067393540942;96.165941926122;124.776752433555;124.776752433552;104.407054893152;102.608355577702;105.169731435072
05;2021;98.1767080333021;122.449696025465;107.798881619262;0.182923748479846;0.0450435630651008;0.296804591893686;0.00261087;53.4689979729282;37967;0.0000704999030626333;1.00007049990306;0.0801031166831718;104.1;46623.1187325063;0.0119768318474987;144.80475848025;79.9709541794313;113.715005894349;90.6142513769128;116.486743630397;107.944011902554;119.067387586523;119.067387586521;108.870143307126;95.9217227440973;109.439894404693
05;2022;93.5352289298307;114.205545515115;101.333949707586;0.184172186602335;0.0406341978447183;0.299067460200428;0.00283495;53.4226403426791;38841.6;-0.00222960179783764;0.997770398202162;0.0786791498406058;100.2;44937.6010945297;0.0112071389476554;148.454654908866;71.1331346098291;115.490639446383;93.7988503101668;116.273238835604;112.158347295668;94.712359366208;94.7123593662053;102.830095327625;88.0193384862011;97.3819289497844
06;2011;99.5390971788899;108.963301609941;111.823669476739;0.165557444643225;0.0525742970103505;0.237869566797646;0.00483529;48.64620969195;35958.7;0.00259267186547183;1.00259267186547;0.076814701563882;111;45551.1688379299;0.060281020722744;94.033150973427;95.0650243025276;67.4697128568676;122.227450051979;94.2749002569039;98.2668454607635;145.773845521371;145.773845521368;94.9216548288164;109.902864123452;101.771309688064
06;2012;95.9630238144725;110.936863705498;113.018119270413;0.167599187184122;0.0585263503845645;0.239373875264025;0.0047039;48.9069797985232;35345.6;0.00299595596044937;1.00299595596045;0.0710875196397541;111.5;45055.4680448319;0.0528811450991015;100.002328519303;106.994898822058;68.6501176455831;120.360150632842;95.4759035824151;95.312570329826;150.044089532815;150.044089532812;70.628635795644;110.915990310362;98.2251331874605
06;2013;102.946231950887;113.287151219682;111.788433519927;0.170273093568124;0.0705984181465453;0.241018753419888;0.00453243;50.2967622112273;34972.6;0.00275580759090683;1.00275580759091;0.0725832076143471;111.1;44737.5790974614;0.0527413123637653;107.81968140658;131.191297029041;69.9408250340141;117.92323890897;101.876688247994;93.515237718768;147.501236616798;147.501236616795;76.9729036949055;110.105489360834;95.9509986073606
06;2014;105.643483025856;115.303669119232;109.767167653754;0.171958414729632;0.0763708191301734;0.242144433284034;0.00375747;50.3086143687266;34596.1;0.00313985400074344;1.00313985400074;0.0727790686289943;111.2;44600.2810351141;0.0475790815943828;112.746836046971;142.761089011996;70.8241265189803;106.90959740007;101.931274568329;91.7010400563998;151.567779042213;151.56777904221;77.8036884368106;110.308114598216;94.9687868194163
06;2015;108.528295464897;115.152346248962;103.994740660389;0.172916404430738;0.078013877525332;0.244270800553842;0.00284278;50.3977340142231;34608.1;0.00257450122726414;1.00257450122726;0.074184003309725;112.3;44903.5919494487;0.0438498304664806;115.547586140814;146.054318969815;72.4926500724587;93.9101293607174;102.341724186256;91.7588630894633;145.581442547991;145.581442547989;83.7630075908903;112.536992209417;97.1386321207882
06;2016;107.959595676698;121.091393816879;107.345620177539;0.17440515047631;0.0739286454200398;0.247546135774624;0.00291381;52.8326217888505;35947.5;0.00318582133601229;1.00318582133601;0.073722151366047;113;45143.5382076263;0.0365480009756468;119.900039640083;137.866168875189;75.0627488691282;94.9195994706291;113.555848201479;98.2128772965709;152.054512192859;152.054512192857;81.8039676639395;113.955368871091;98.855175233095
06;2017;100.466567054314;126.275850761226;104.784771336481;0.176339064380469;0.05607262221168;0.252542613443042;0.00178675;54.3611577769013;37247;0.00360272430507084;1.00360272430507;0.0736173543745938;113;45650.9026356137;0.0344776084423173;125.553972602315;102.076819737894;78.9833983225675;78.901953657914;120.595676611787;104.474629918742;156.46896202896;156.468962028958;81.3594496895295;113.955368871091;102.484791801845
06;2018;96.3320323129239;133.255918634762;104.126354757545;0.179915064378263;0.0445264462154937;0.253763050105058;0.00086865;54.8689387640296;38781.9;0.00455799262757257;1.00455799262757;0.0741472190205759;111.5;46351.4920743298;0.0351041469440521;136.00865945108;78.9344817656465;79.94105382499;65.854023094631;122.934313743883;111.870677706177;166.583987353013;166.583987353009;83.6069794695108;110.915990310362;107.496713991075
06;2019;99.078961516626;132.925340244424;102.589758045849;0.182019804875046;0.0470192662809307;0.253789394312446;0.00133619;55.6577979820008;39863.9;0.00349316754893512;1.00349316754894;0.0735662194105234;113.1;46374.7304930332;0.035581718650472;142.162015940274;83.9309138724668;79.9617256680666;72.4986472701646;126.567485339332;117.084387854072;155.308901199316;155.308901199313;81.1425502314924;114.157994108473;107.662958498779
06;2020;110.384857633394;140.128166181379;107.251765677356;0.183906726951413;0.0622432351793624;0.25298937366597;0.00153856;58.4765656186799;40148.2;0.00460168460673384;1.00460168460673;0.0749914258845402;116.7;46175.5243985064;0.0367576185361646;147.67856499749;114.444759637754;79.3339633285748;75.3747062050209;139.549607216655;118.454311879068;167.046627498472;167.046627498468;87.1878563625287;121.452502654223;106.237865012902
06;2021;105.547463343163;148.016974636695;116.83716633902;0.185655136327961;0.044919408961132;0.25187969924812;0.00261087;59.4076316328916;41910.2;0.00596043816045409;1.00596043816045;0.0773783735687482;115.1;47261.3874771498;0.0402276078766567;152.790162460166;79.7221084805925;78.4632210399942;90.6142513769128;143.837726717904;126.94466056723;181.434026600154;181.434026600151;97.312585468717;118.210498856112;114.005982768561
06;2022;104.800975804374;149.309465828992;119.544566748816;0.187006613838561;0.041624192043494;0.250267050393207;0.00283495;61.2457023681496;44133.8;0.00654625462996859;1.00654625462997;0.0764698110053344;113.5;45381.3384525887;0.0401509300987429;156.741301768105;73.1174089138238;77.1978034255877;93.7988503101668;152.303148980369;137.659268593902;187.637046510694;187.637046510691;93.4587306517686;114.968495058001;100.556366056804
07;2011;83.8629100217001;88.3540631493102;115.419392570741;0.158952962654967;0.0576042592645695;0.272092067406494;0.00483529;41.7067330397135;29281.5;0.00107533048490236;1.0010753304849;0.0702497960035372;104.7;43440.2559093498;0.0106744096993535;74.7244845785314;105.146724643249;94.3235161182135;122.227450051979;62.3144326781313;66.0921824297802;129.707211542031;129.707211542027;67.0752588453817;97.137474168389;86.670123798551
07;2012;87.8655842559583;87.8723256464833;111.676831242614;0.160766194278841;0.0620945762113192;0.27480274745469;0.0047039;43.8963182981117;30547;-9.54640267681131E-06;0.999990453597323;0.0707515880748303;104.1;42626.0093485723;0.0109536587495412;80.0255944285242;114.146798123726;96.4505397846226;120.360150632842;72.398790932934;72.1901031249383;118.219803310379;118.219803310376;69.2037130310717;95.9217227440973;80.8451139140987
07;2013;89.7220299346804;85.8847354088448;106.666844300129;0.163520450801079;0.0702227740502853;0.280212984408204;0.00453243;44.252777547756;29858.5;-0.00159977077911225;0.998400229220888;0.0702556610954657;102.4;42513.3479758169;0.0114034036209798;88.0778565814708;130.438382589161;100.695858979952;117.92323890897;74.0405003675699;68.8725066029183;101.381435011464;101.381435011462;67.1001368380379;92.4770937086041;80.039149674877
07;2014;94.9575848142874;88.167949637322;102.879571007887;0.165353011834858;0.0806713278681464;0.284658712953259;0.00375747;46.570164190191;30513.9;-0.00196210739905915;0.998037892600941;0.0693200175146776;102.8;42085.4590085841;0.0111509225881867;93.4354773172712;151.380724352705;104.184345139008;106.90959740007;84.713460932853;72.0306079254047;97.5447704845844;97.5447704845818;63.1314123209079;93.2875946581319;76.9780898145819
07;2015;98.8261707046035;90.9615009964988;100.519925941266;0.165447788035008;0.0791655676777365;0.289994005514926;0.00284278;48.1326506469432;30755.5;-0.00179834552211965;0.99820165447788;0.073452986571055;102.7;42360.4025013512;0.0116632793097863;93.7125621869294;148.362685199038;108.370856768602;93.9101293607174;91.9096516898613;73.1947783244171;99.278791694478;99.2787916944748;80.6622498742091;93.08496942075;78.9449984147296
07;2016;97.362837641099;97.376467236325;107.351310990809;0.166746574357302;0.0740744292193658;0.294504588299596;0.00291381;48.9848692851159;31679.5;-0.000292462147726946;0.999707537852273;0.0739067814351963;101.7;42638.9209409768;0.0118804028755035;97.5096551095882;138.158367604534;111.910232925768;94.9195994706291;95.8346315579855;77.6471518703089;115.22410057603;115.224100576027;82.5871140426229;91.0587170469304;80.9374817016991
07;2017;93.9532477222342;97.4069938209681;99.1637174884865;0.16850919018688;0.0659270937475967;0.300877682073368;0.00178675;49.9635441261302;32139.8;-0.0015717526724602;0.99842824732754;0.0749738268686988;99.7;43199.1187526898;0.011904368243057;102.662786134275;121.828425022398;116.911089184727;78.901953657914;100.342018367381;79.8651470469041;101.678109622819;101.678109622816;87.1132065203438;87.0062122992914;84.9450611594017
07;2018;91.0275376978534;99.6576536721095;96.5217310484882;0.171244105422529;0.0588589833842831;0.30578030222668;0.00086865;49.7140705891822;32759.5;-0.00145134381901116;0.998548656180989;0.0757583654880018;97.8;43322.2589767737;0.0115688207888444;110.658502679093;107.661604864193;120.758090272313;65.854023094631;99.1930425455776;82.8512248460266;102.953079778521;102.953079778518;90.4409882921599;83.1563327890343;85.8259896852495
