Region,Year,Labour_Index,Structure_Index
13,2018,69.55541836078885,167.9465544648462
13,2019,77.65180400828339,168.6627988324068
13,2020,60.43406398794041,171.00194019335612
13,2021,89.54719768169109,175.1684235609598
13,2022,105.52332637005921,179.2757399685746
14,2010,79.79975004310538,87.47848981433077
14,2011,87.24884179645835,90.7032631297696
14,2012,83.91907249514591,91.1200851489754
14,2013,77.52909792621963,90.89906942053764
14,2014,71.52543093363535,94.41540371272663
14,2015,65.9565724184541,97.35952660589767
14,2016,71.05368729645325,99.01519269965672
14,2017,84.55933423095743,100.58218920434324
14,2018,97.79332734660703,98.8085991786451
14,2019,101.72989553873579,102.46466818661335
14,2020,89.75058411444004,99.95453454677356
14,2021,119.36067322463776,101.57717688762789
14,2022,128.7302104840966,105.88838916604955
15,2010,143.09054308911885,110.9850883888371
15,2011,149.8848243560937,105.84479655242647
15,2012,148.94346655241475,109.39759375809311
15,2013,141.3311761588441,109.12873568320214
15,2014,133.28709036523588,116.78870282769817
15,2015,128.1292403500596,120.82675465786474
15,2016,125.02459693400382,117.82306192048573
15,2017,140.3241774373993,118.8965655794415
15,2018,151.54314407902532,120.23731336888126
15,2019,151.6122709178483,117.11528946025611
15,2020,123.97793170114129,118.70857817081242
15,2021,164.50676181020077,120.30687971032701
15,2022,188.61145943344917,127.2067671613124
16,2010,119.46155654893364,87.53013441560968
16,2011,123.26284335534312,84.65547993283363
16,2012,121.13924150759937,88.11937647309135
16,2013,115.88117558346156,84.72538609009733
16,2014,107.64170101070442,89.16057698591095
16,2015,104.75516014840336,101.59591426026655
16,2016,104.73533941789537,93.9678196619719
16,2017,122.74185908715674,95.89968310669276
16,2018,135.98314408426882,92.51656919705997
16,2019,131.80011355260413,91.51735942368677
16,2020,127.34569169927363,95.3582850789652
16,2021,146.6513453152969,100.5004549594948
16,2022,155.52924625384873,97.59628889633933
17,2010,98.50740514170906,108.83600684712628
17,2011,104.6874406737988,111.25864026640879
17,2012,96.7951256384584,112.76709348143721
17,2013,86.63752061993186,113.7012985376493
17,2014,77.6776707767204,111.08955727643497
17,2015,76.5879025047072,114.7581060872983
17,2016,85.1199598355553,111.49564943151131
17,2017,103.10999689281645,113.60963742376255
17,2018,117.14722257301557,112.46467631783317
17,2019,119.04438827896331,114.94076830322415
17,2020,110.38535708159797,115.4523245039601
17,2021,134.35458734570622,118.8090815219568
17,2022,143.9567824106351,118.4698392325411
18,2010,59.56074140529686,71.08056228550828
18,2011,69.25267648118731,66.75630655229635
18,2012,65.62404315279899,67.41799417451888
18,2013,43.150572309472395,43.52964171858799
18,2014,37.22147425494447,52.41557887267202
18,2015,43.35421086471109,60.68380552389446
18,2016,59.97328912330978,63.565562786807696
18,2017,66.97984188572288,70.01281076651355
18,2018,87.29261061692279,75.52372302971115
18,2019,91.67036524031508,72.68295942850753
18,2020,94.08269427335757,75.95111857885861
18,2021,109.80029611949058,79.11011049315142
18,2022,123.60758241475725,95.17537660913659
19,2010,76.96562913754364,94.03709353453411
19,2011,81.40644654833858,91.67948338613834
19,2012,80.54590699235068,90.57685459444883
19,2013,69.38854070706483,91.05145143097772
19,2014,67.24194612023726,91.97832945959507
19,2015,68.9325338290567,95.4836635372151
19,2016,79.33392908864003,94.28860704854281
19,2017,99.10697951278905,93.34902664284928
19,2018,109.53764724917664,93.43995102635955
19,2019,117.21171073247505,91.71518643466696
19,2020,93.57756768627813,90.81384680835312
19,2021,125.53550424957798,86.96599248412507
19,2022,156.22392284518673,88.71106316445267
21,2010,190.46274570097785,74.31346075510734
21,2011,197.18845604343323,72.50004850392018
21,2012,181.6990827133663,36.918910472788
21,2013,182.01736491636913,21.92954894915221
21,2014,182.2990218904963,44.012353483908115
21,2015,184.83359905755674,40.17988417031202
21,2016,186.05813529871944,52.14383360814334
21,2017,187.22845666220357,69.33892143199513
21,2018,192.78854724450736,74.68441165796732
21,2019,186.2125396107728,78.69917363861522
21,2020,134.58985114440588,126.77028886543746
21,2021,170.8916709644192,122.53385428037133
21,2022,200.39085317484188,100.82317885339893
