region,municipality,year,Median of debt for All debts,Median of debt for Consumption debts and other debts,Median of debt for Debts charged on business activities and a source of income,Median of debt for Housing loan debts,Median of debt for Study loan debts,Mean of debt for All debts,Mean of debt for Consumption debts and other debts,Mean of debt for Debts charged on business activities and a source of income,Mean of debt for Housing loan debts,Mean of debt for Study loan debts,"B2N Operating surplus, net","B3N Mixed income, net","D11R Wages and salaries received, income","D12R Employer's social security contributions, income","D4OMR  Property income, (incl. holding gains and losses), income","D4K Property income, expenditure",B5N Net national income,"D62R Social benefits other than social transfers in kind, income","D7R Other current transfers, income","D5K Income, property and other direct taxes excl. capital taxes, expenditure",D61K Employer's social security contributions,"D7K Other current transfers, expenditure","B6N Disposable income, net"
01,018,2003,59388.0,11716.0,40324.0,61190.0,4344.0,80012.0,20022.0,78676.0,75452.0,6172.0,,,,,,,,,,,,,
01,018,2004,58848.0,12650.0,39612.0,65961.0,4353.0,83471.0,21301.0,75242.0,81801.0,6150.0,,,,,,,,,,,,,
01,018,2005,69631.0,14614.0,43714.0,79899.0,4612.0,105231.0,31828.0,79489.0,101007.0,6593.0,,,,,,,,,,,,,
01,018,2006,81678.0,16863.0,39098.0,88128.0,4851.0,110952.0,31722.0,71991.0,111023.0,6657.0,,,,,,,,,,,,,
01,018,2007,84166.0,16356.0,41275.0,97776.0,3894.0,118083.0,31443.0,80796.0,120730.0,5695.0,,,,,,,,,,,,,
01,018,2008,90015.0,15326.0,49057.0,109020.0,3655.0,122077.0,30972.0,89419.0,126219.0,5287.0,,,,,,,,,,,,,
01,018,2009,98408.0,15590.0,53905.0,117239.0,4665.0,127648.0,32463.0,90780.0,130709.0,5360.0,,,,,,,,,,,,,
01,018,2010,104831.0,15576.0,51777.0,126027.0,4358.0,131248.0,35109.0,86968.0,132647.0,5729.0,,,,,,,,,,,,,
01,018,2011,112515.0,14659.0,46984.0,127557.0,3902.0,133835.0,35162.0,95830.0,135242.0,6080.0,,,,,,,,,,,,,
01,018,2012,119719.0,17799.0,64275.0,129480.0,4041.0,142515.0,42444.0,110263.0,137712.0,5442.0,,,,,,,,,,,,,
01,018,2013,116757.0,17860.0,51190.0,122629.0,3797.0,140949.0,44837.0,102606.0,134046.0,5875.0,,,,,,,,,,,,,
01,018,2014,117875.0,17718.0,54311.0,127136.0,4075.0,138092.0,42832.0,118693.0,133389.0,6019.0,,,,,,,,,,,,,
01,018,2015,117740.0,17003.0,52686.0,130476.0,52686.0,140036.0,43003.0,123126.0,135242.0,123126.0,,,,,,,,,,,,,
01,018,2016,118452.0,17822.0,67121.0,127133.0,67121.0,137925.0,43156.0,134950.0,131542.0,134950.0,,,,,,,,,,,,,
01,018,2017,115019.0,18911.0,68410.0,121872.0,68410.0,138603.0,44867.0,132701.0,130483.0,132701.0,,,,,,,,,,,,,
01,018,2018,111510.0,18200.0,81355.0,120539.0,81355.0,135323.0,42596.0,148350.0,125013.0,148350.0,,,,,,,,,,,,,
01,018,2019,106838.0,19583.0,78409.0,116546.0,78409.0,131281.0,40348.0,141745.0,122609.0,141745.0,,,,,,,,,,,,,
01,018,2020,107872.0,19593.0,84709.0,113979.0,84709.0,134135.0,42702.0,166835.0,123536.0,166835.0,,,,,,,,,,,,,
01,018,2021,109348.0,19374.0,75603.0,113528.0,75603.0,133605.0,40405.0,182222.0,122099.0,182222.0,,,,,,,,,,,,,
01,018,2022,98436.0,17525.0,68935.0,105082.0,68935.0,120945.0,33425.0,155554.0,114166.0,155554.0,,,,,,,,,,,,,
01,018,2023,90695.0,18591.0,59104.0,96683.0,59104.0,110358.0,31371.0,108774.0,107160.0,108774.0,,,,,,,,,,,,,
01,018,2024,86416.0,18397.0,59996.0,93159.0,59996.0,105896.0,30785.0,108064.0,103760.0,108064.0,,,,,,,,,,,,,
01,049,2003,32609.0,8496.0,41866.0,83364.0,5231.0,77205.0,19655.0,95215.0,107400.0,7042.0,,,,,,,,,,,,,
01,049,2004,36862.0,9103.0,44273.0,94259.0,5198.0,87105.0,21378.0,111619.0,119779.0,7075.0,,,,,,,,,,,,,
01,049,2005,42621.0,9737.0,48709.0,107619.0,5197.0,98073.0,23463.0,135322.0,132745.0,7107.0,,,,,,,,,,,,,
01,049,2006,46566.0,9925.0,47151.0,117296.0,5440.0,105358.0,26638.0,114659.0,143436.0,7247.0,,,,,,,,,,,,,
01,049,2007,47517.0,8943.0,50083.0,124921.0,5547.0,109632.0,26683.0,123238.0,151528.0,7355.0,,,,,,,,,,,,,
01,049,2008,40885.0,6446.0,54741.0,127461.0,5467.0,105296.0,22918.0,126477.0,154015.0,7461.0,,,,,,,,,,,,,
01,049,2009,42391.0,5759.0,63205.0,133010.0,5418.0,109500.0,23097.0,135650.0,160032.0,7528.0,,,,,,,,,,,,,
01,049,2010,47593.0,5662.0,63907.0,136016.0,5565.0,115774.0,24086.0,132452.0,165094.0,7761.0,,,,,,,,,,,,,
01,049,2011,46027.0,5178.0,60847.0,137844.0,5515.0,115653.0,23742.0,128572.0,166561.0,7715.0,,,,,,,,,,,,,
01,049,2012,77335.0,12249.0,64991.0,139535.0,5539.0,134794.0,35775.0,136455.0,168105.0,7759.0,,,,,,,,,,,,,
01,049,2013,84009.0,13695.0,71647.0,139484.0,5735.0,137668.0,38954.0,143694.0,167783.0,7867.0,,,,,,,,,,,,,
01,049,2014,83222.0,13997.0,73309.0,140413.0,5933.0,137498.0,39279.0,146229.0,168731.0,8078.0,,,,,,,,,,,,,
01,049,2015,83438.0,12059.0,75905.0,143512.0,75905.0,140583.0,34281.0,150647.0,173032.0,150647.0,,,,,,,,,,,,,
01,049,2016,87423.0,13843.0,79487.0,146473.0,79487.0,146211.0,38235.0,153591.0,176795.0,153591.0,,,,,,,,,,,,,
01,049,2017,83270.0,14169.0,82239.0,150433.0,82239.0,146759.0,38284.0,153094.0,180807.0,153094.0,,,,,,,,,,,,,
01,049,2018,82799.0,14790.0,84326.0,152478.0,84326.0,147690.0,36246.0,167922.0,183513.0,167922.0,,,,,,,,,,,,,
01,049,2019,80667.0,15845.0,84948.0,157971.0,84948.0,149078.0,37008.0,159243.0,187820.0,159243.0,,,,,,,,,,,,,
01,049,2020,84543.0,17009.0,85096.0,166851.0,85096.0,156734.0,40535.0,151168.0,197555.0,151168.0,,,,,,,,,,,,,
01,049,2021,87207.0,17540.0,88337.0,174755.0,88337.0,163051.0,41227.0,156219.0,205997.0,156219.0,,,,,,,,,,,,,
01,049,2022,79525.0,17057.0,86905.0,169445.0,86905.0,154691.0,37797.0,152402.0,199594.0,152402.0,,,,,,,,,,,,,
01,049,2023,72493.0,16572.0,84569.0,160862.0,84569.0,143922.0,33522.0,145155.0,188593.0,145155.0,,,,,,,,,,,,,
01,049,2024,67705.0,17027.0,90712.0,159862.0,90712.0,141015.0,31159.0,149148.0,187415.0,149148.0,,,,,,,,,,,,,
01,078,2003,29675.0,7824.0,23556.0,55831.0,4189.0,54623.0,16368.0,48116.0,69907.0,5938.0,,,,,,,,,,,,,
01,078,2004,33107.0,9024.0,26553.0,63452.0,4573.0,62715.0,17538.0,62786.0,79571.0,6041.0,,,,,,,,,,,,,
01,078,2005,37657.0,8912.0,30879.0,69678.0,4631.0,70812.0,18271.0,88823.0,86947.0,5901.0,,,,,,,,,,,,,
01,078,2006,40167.0,9542.0,20239.0,75613.0,4584.0,77048.0,22611.0,83145.0,92678.0,5856.0,,,,,,,,,,,,,
01,078,2007,46627.0,9143.0,23625.0,77896.0,4225.0,84339.0,22747.0,111501.0,99188.0,5490.0,,,,,,,,,,,,,
01,078,2008,49373.0,8363.0,34232.0,81319.0,3782.0,87232.0,21856.0,115977.0,103355.0,5309.0,,,,,,,,,,,,,
01,078,2009,50879.0,8733.0,41862.0,82095.0,3727.0,90253.0,23085.0,100821.0,106099.0,5063.0,,,,,,,,,,,,,
01,078,2010,52963.0,8087.0,44923.0,85803.0,4444.0,92105.0,21010.0,146782.0,108995.0,6104.0,,,,,,,,,,,,,
01,078,2011,51553.0,7493.0,33034.0,85290.0,4055.0,89966.0,20642.0,123084.0,107037.0,6255.0,,,,,,,,,,,,,
01,078,2012,63781.0,10711.0,57109.0,86335.0,4369.0,97666.0,26627.0,128354.0,105670.0,6283.0,,,,,,,,,,,,,
01,078,2013,65906.0,10810.0,64055.0,84388.0,4072.0,97273.0,27122.0,128164.0,104033.0,6078.0,,,,,,,,,,,,,
01,078,2014,66828.0,11598.0,65424.0,81631.0,3763.0,95480.0,27675.0,112245.0,100965.0,5900.0,,,,,,,,,,,,,
01,078,2015,66734.0,10928.0,61461.0,81495.0,61461.0,94863.0,26924.0,107010.0,100254.0,107010.0,,,,,,,,,,,,,
01,078,2016,68113.0,12908.0,55534.0,82127.0,55534.0,96689.0,29635.0,113666.0,98922.0,113666.0,,,,,,,,,,,,,
01,078,2017,67562.0,13801.0,54349.0,80964.0,54349.0,96546.0,33218.0,107983.0,98021.0,107983.0,,,,,,,,,,,,,
01,078,2018,66075.0,14198.0,58036.0,78937.0,58036.0,97071.0,36108.0,104843.0,96528.0,104843.0,,,,,,,,,,,,,
01,078,2019,66635.0,15962.0,59243.0,77006.0,59243.0,98003.0,38141.0,109673.0,95898.0,109673.0,,,,,,,,,,,,,
01,078,2020,65996.0,16843.0,50770.0,78894.0,50770.0,102853.0,44651.0,111496.0,98377.0,111496.0,,,,,,,,,,,,,
01,078,2021,66593.0,16984.0,57450.0,79664.0,57450.0,102520.0,43048.0,123617.0,98764.0,123617.0,,,,,,,,,,,,,
01,078,2022,62141.0,16601.0,60196.0,75859.0,60196.0,96531.0,39079.0,134370.0,93272.0,134370.0,,,,,,,,,,,,,
01,078,2023,58480.0,15865.0,58334.0,71853.0,58334.0,89689.0,34317.0,124752.0,87565.0,124752.0,,,,,,,,,,,,,
01,078,2024,55000.0,16143.0,74361.0,69798.0,74361.0,86139.0,29564.0,126251.0,87857.0,126251.0,,,,,,,,,,,,,
01,091,2003,17977.0,6481.0,40685.0,71345.0,5930.0,55329.0,16356.0,103619.0,92948.0,7891.0,,,,,,,,,,,,,
01,091,2004,19203.0,6704.0,43426.0,82643.0,5885.0,62209.0,17761.0,111431.0,104542.0,7930.0,,,,,,,,,,,,,
01,091,2005,21294.0,7052.0,46865.0,92427.0,5930.0,70471.0,19961.0,127955.0,115153.0,7954.0,,,,,,,,,,,,,
01,091,2006,22705.0,7212.0,44941.0,101327.0,6045.0,75445.0,22477.0,110386.0,124467.0,8122.0,,,,,,,,,,,,,
01,091,2007,22665.0,6510.0,50080.0,107725.0,6121.0,78736.0,22403.0,123196.0,131867.0,8280.0,,,,,,,,,,,,,
01,091,2008,19781.0,4683.0,56355.0,110046.0,6071.0,75571.0,19458.0,129681.0,134503.0,8311.0,,,,,,,,,,,,,
01,091,2009,19953.0,4293.0,63177.0,115569.0,6176.0,78899.0,19501.0,144053.0,140165.0,8522.0,,,,,,,,,,,,,
01,091,2010,21216.0,4338.0,65717.0,119125.0,6289.0,83919.0,20007.0,149974.0,145166.0,8664.0,,,,,,,,,,,,,
01,091,2011,20234.0,3854.0,63588.0,119779.0,6347.0,83672.0,19072.0,149533.0,146838.0,8670.0,,,,,,,,,,,,,
01,091,2012,34281.0,9066.0,68459.0,121938.0,6454.0,99960.0,29975.0,146614.0,149510.0,8707.0,,,,,,,,,,,,,
01,091,2013,39863.0,11050.0,71171.0,122990.0,6669.0,104522.0,34173.0,161811.0,150809.0,8874.0,,,,,,,,,,,,,
01,091,2014,39127.0,11259.0,74778.0,124467.0,6861.0,105433.0,35614.0,161152.0,152845.0,9203.0,,,,,,,,,,,,,
01,091,2015,39757.0,10431.0,78217.0,127887.0,78217.0,109068.0,28329.0,163840.0,157948.0,163840.0,,,,,,,,,,,,,
01,091,2016,43357.0,11937.0,81949.0,131667.0,81949.0,115118.0,31407.0,161276.0,163232.0,161276.0,,,,,,,,,,,,,
01,091,2017,41423.0,12469.0,84694.0,135198.0,84694.0,116962.0,31703.0,163876.0,168684.0,163876.0,,,,,,,,,,,,,
01,091,2018,42085.0,13669.0,87233.0,137849.0,87233.0,120053.0,32299.0,166798.0,172597.0,166798.0,,,,,,,,,,,,,
01,091,2019,42648.0,14647.0,90810.0,143785.0,90810.0,124189.0,33033.0,169502.0,180103.0,169502.0,,,,,,,,,,,,,
01,091,2020,44641.0,16014.0,89574.0,153507.0,89574.0,131630.0,35952.0,170088.0,191420.0,170088.0,,,,,,,,,,,,,
01,091,2021,45799.0,16555.0,91638.0,161120.0,91638.0,138795.0,37557.0,178049.0,200845.0,178049.0,,,,,,,,,,,,,
01,091,2022,42409.0,16047.0,89112.0,156274.0,89112.0,132171.0,35043.0,170454.0,194236.0,170454.0,,,,,,,,,,,,,
01,091,2023,40060.0,15554.0,91369.0,148862.0,91369.0,122748.0,30683.0,164917.0,182115.0,164917.0,,,,,,,,,,,,,
01,091,2024,40226.0,15946.0,95000.0,147840.0,95000.0,120798.0,28142.0,163195.0,180737.0,163195.0,,,,,,,,,,,,,
01,092,2003,27257.0,8281.0,35095.0,70328.0,4745.0,59511.0,16292.0,56515.0,86159.0,6592.0,,,,,,,,,,,,,
01,092,2004,30055.0,8940.0,35302.0,80173.0,4771.0,66713.0,17189.0,68686.0,96648.0,6512.0,,,,,,,,,,,,,
01,092,2005,35286.0,9574.0,36680.0,90246.0,4755.0,75458.0,18738.0,73678.0,107722.0,6505.0,,,,,,,,,,,,,
01,092,2006,39208.0,10051.0,34829.0,99783.0,4846.0,83093.0,20936.0,66787.0,117689.0,6525.0,,,,,,,,,,,,,
01,092,2007,40686.0,9437.0,37695.0,108293.0,4833.0,88055.0,21311.0,75932.0,125741.0,6626.0,,,,,,,,,,,,,
01,092,2008,38960.0,8197.0,45102.0,111885.0,4834.0,87620.0,19816.0,83587.0,128723.0,6606.0,,,,,,,,,,,,,
01,092,2009,39463.0,7517.0,52226.0,116694.0,4800.0,89974.0,19308.0,102250.0,133043.0,6660.0,,,,,,,,,,,,,
01,092,2010,44626.0,7243.0,55568.0,119451.0,4776.0,94831.0,19861.0,98863.0,136330.0,6709.0,,,,,,,,,,,,,
01,092,2011,43838.0,6530.0,52897.0,120376.0,4728.0,94520.0,19015.0,103661.0,136705.0,6672.0,,,,,,,,,,,,,
01,092,2012,62714.0,10643.0,56332.0,122388.0,4820.0,105349.0,24280.0,96370.0,137809.0,6705.0,,,,,,,,,,,,,
01,092,2013,71087.0,11918.0,62399.0,122028.0,4833.0,108405.0,26470.0,100274.0,137557.0,6732.0,,,,,,,,,,,,,
01,092,2014,69719.0,11896.0,63914.0,121058.0,4931.0,107156.0,26665.0,99817.0,136880.0,6801.0,,,,,,,,,,,,,
01,092,2015,67896.0,10724.0,68437.0,122632.0,68437.0,108397.0,24216.0,105713.0,139450.0,105713.0,,,,,,,,,,,,,
01,092,2016,70327.0,12184.0,70315.0,123076.0,70315.0,111171.0,26281.0,103394.0,141085.0,103394.0,,,,,,,,,,,,,
01,092,2017,66869.0,12616.0,71118.0,124561.0,71118.0,110541.0,26038.0,114014.0,142550.0,114014.0,,,,,,,,,,,,,
01,092,2018,65062.0,13068.0,75708.0,125315.0,75708.0,111049.0,26292.0,114570.0,144021.0,114570.0,,,,,,,,,,,,,
01,092,2019,62453.0,14099.0,71895.0,128736.0,71895.0,111757.0,26655.0,111442.0,147352.0,111442.0,,,,,,,,,,,,,
01,092,2020,61820.0,15052.0,72683.0,133132.0,72683.0,114882.0,28382.0,108279.0,153053.0,108279.0,,,,,,,,,,,,,
01,092,2021,60722.0,15165.0,72937.0,135461.0,72937.0,116287.0,28837.0,111416.0,155862.0,111416.0,,,,,,,,,,,,,
01,092,2022,56425.0,14778.0,69672.0,130343.0,69672.0,111098.0,27548.0,107398.0,150625.0,107398.0,,,,,,,,,,,,,
01,092,2023,51799.0,14552.0,68570.0,123225.0,68570.0,104026.0,25531.0,104699.0,142084.0,104699.0,,,,,,,,,,,,,
01,092,2024,50255.0,15131.0,73705.0,122721.0,73705.0,102284.0,25041.0,109574.0,140698.0,109574.0,,,,,,,,,,,,,
01,106,2003,30672.0,8193.0,35217.0,66605.0,4821.0,60529.0,16006.0,72478.0,79176.0,6390.0,,,,,,,,,,,,,
01,106,2004,34108.0,8708.0,35309.0,73906.0,4739.0,68039.0,16655.0,87858.0,88773.0,6398.0,,,,,,,,,,,,,
01,106,2005,40964.0,9373.0,35518.0,84252.0,4742.0,76964.0,19175.0,87026.0,99732.0,6276.0,,,,,,,,,,,,,
01,106,2006,47144.0,9920.0,33907.0,91067.0,4917.0,84126.0,21116.0,84925.0,107984.0,6424.0,,,,,,,,,,,,,
01,106,2007,50998.0,9696.0,35389.0,97605.0,4740.0,88994.0,21668.0,73576.0,115390.0,6338.0,,,,,,,,,,,,,
01,106,2008,52736.0,9010.0,38729.0,100266.0,4649.0,91255.0,20991.0,75583.0,118338.0,6364.0,,,,,,,,,,,,,
01,106,2009,53498.0,8545.0,45413.0,101867.0,4531.0,93220.0,21474.0,80430.0,119967.0,6285.0,,,,,,,,,,,,,
01,106,2010,57336.0,7986.0,49149.0,104444.0,4591.0,96675.0,21214.0,85705.0,123395.0,6300.0,,,,,,,,,,,,,
01,106,2011,56880.0,7209.0,44363.0,104401.0,4322.0,95644.0,20440.0,75719.0,124011.0,6175.0,,,,,,,,,,,,,
01,106,2012,70405.0,10758.0,48760.0,104066.0,4505.0,102839.0,24517.0,86506.0,124313.0,6189.0,,,,,,,,,,,,,
01,106,2013,74043.0,11883.0,50735.0,104455.0,4528.0,103978.0,26700.0,86668.0,122929.0,6112.0,,,,,,,,,,,,,
01,106,2014,71334.0,12057.0,52585.0,103465.0,4817.0,103047.0,28962.0,87154.0,121432.0,6336.0,,,,,,,,,,,,,
01,106,2015,71262.0,10961.0,58103.0,105129.0,58103.0,104373.0,25723.0,100562.0,122800.0,100562.0,,,,,,,,,,,,,
01,106,2016,74622.0,12548.0,59934.0,106593.0,59934.0,108256.0,29472.0,108315.0,124145.0,108315.0,,,,,,,,,,,,,
01,106,2017,72595.0,12939.0,63127.0,106496.0,63127.0,107721.0,28611.0,135484.0,124184.0,135484.0,,,,,,,,,,,,,
01,106,2018,71699.0,13515.0,62375.0,104343.0,62375.0,107014.0,29245.0,119626.0,122095.0,119626.0,,,,,,,,,,,,,
01,106,2019,69165.0,14113.0,64429.0,103471.0,64429.0,105780.0,29170.0,120173.0,121484.0,120173.0,,,,,,,,,,,,,
01,106,2020,68349.0,15701.0,64327.0,103856.0,64327.0,107952.0,31154.0,119738.0,124052.0,119738.0,,,,,,,,,,,,,
01,106,2021,65553.0,15903.0,60729.0,104684.0,60729.0,108182.0,31908.0,112948.0,125700.0,112948.0,,,,,,,,,,,,,
01,106,2022,61964.0,15290.0,56590.0,99427.0,56590.0,103466.0,30412.0,107755.0,120756.0,107755.0,,,,,,,,,,,,,
01,106,2023,58286.0,15099.0,56997.0,94674.0,56997.0,97662.0,28485.0,102299.0,114505.0,102299.0,,,,,,,,,,,,,
01,106,2024,55902.0,15561.0,60595.0,94000.0,60595.0,95825.0,27262.0,104532.0,112839.0,104532.0,,,,,,,,,,,,,
01,149,2003,56764.0,10893.0,47594.0,71448.0,4708.0,81787.0,21109.0,77967.0,87106.0,6414.0,,,,,,,,,,,,,
01,149,2004,67423.0,12960.0,51379.0,83493.0,4650.0,95541.0,23497.0,86120.0,100893.0,6316.0,,,,,,,,,,,,,
01,149,2005,73659.0,13628.0,54280.0,87837.0,4725.0,106691.0,26729.0,85670.0,110942.0,6505.0,,,,,,,,,,,,,
01,149,2006,80611.0,13956.0,46475.0,98621.0,4656.0,115289.0,30586.0,75099.0,121947.0,7110.0,,,,,,,,,,,,,
01,149,2007,82009.0,13102.0,42363.0,102525.0,4913.0,122719.0,30747.0,73548.0,131418.0,7140.0,,,,,,,,,,,,,
01,149,2008,85452.0,12785.0,46671.0,105832.0,4505.0,125114.0,29922.0,81761.0,135044.0,7144.0,,,,,,,,,,,,,
01,149,2009,91789.0,14129.0,52296.0,111420.0,4960.0,128711.0,32299.0,82583.0,138698.0,7386.0,,,,,,,,,,,,,
01,149,2010,91906.0,12137.0,51972.0,115687.0,5674.0,131478.0,33058.0,81605.0,142551.0,7590.0,,,,,,,,,,,,,
01,149,2011,92082.0,11916.0,43575.0,117013.0,4902.0,131833.0,35289.0,71138.0,141428.0,6932.0,,,,,,,,,,,,,
01,149,2012,107392.0,15800.0,46225.0,113337.0,5358.0,141269.0,42739.0,79984.0,138886.0,7393.0,,,,,,,,,,,,,
01,149,2013,106578.0,16470.0,46025.0,111022.0,5378.0,138272.0,44734.0,81589.0,134457.0,7025.0,,,,,,,,,,,,,
01,149,2014,105826.0,18313.0,58206.0,109756.0,5028.0,136395.0,46895.0,86253.0,131793.0,6502.0,,,,,,,,,,,,,
01,149,2015,103916.0,17081.0,53321.0,109670.0,53321.0,135108.0,43979.0,89273.0,132190.0,89273.0,,,,,,,,,,,,,
01,149,2016,107247.0,19973.0,53202.0,112759.0,53202.0,139067.0,49554.0,91451.0,132461.0,91451.0,,,,,,,,,,,,,
01,149,2017,103322.0,20641.0,58973.0,109113.0,58973.0,136912.0,48772.0,92383.0,130177.0,92383.0,,,,,,,,,,,,,
01,149,2018,103342.0,19765.0,67747.0,107747.0,67747.0,135900.0,49819.0,101409.0,128873.0,101409.0,,,,,,,,,,,,,
01,149,2019,102460.0,22001.0,71350.0,105394.0,71350.0,136934.0,51634.0,109313.0,128051.0,109313.0,,,,,,,,,,,,,
01,149,2020,101165.0,24792.0,63278.0,105498.0,63278.0,139706.0,54216.0,110192.0,129623.0,110192.0,,,,,,,,,,,,,
01,149,2021,102073.0,24468.0,65471.0,105188.0,65471.0,143559.0,56034.0,130162.0,131192.0,130162.0,,,,,,,,,,,,,
01,149,2022,100282.0,24218.0,82115.0,102742.0,82115.0,139762.0,52817.0,130511.0,127399.0,130511.0,,,,,,,,,,,,,
01,149,2023,93819.0,22171.0,74388.0,95231.0,74388.0,131570.0,49366.0,120823.0,120243.0,120823.0,,,,,,,,,,,,,
01,149,2024,91330.0,21810.0,76726.0,95363.0,76726.0,130972.0,39577.0,135242.0,121746.0,135242.0,,,,,,,,,,,,,
01,186,2003,39101.0,8792.0,36023.0,78922.0,4869.0,69329.0,16648.0,60399.0,90960.0,6661.0,,,,,,,,,,,,,
01,186,2004,43869.0,8922.0,36639.0,87472.0,4911.0,77867.0,17597.0,77372.0,101075.0,6599.0,,,,,,,,,,,,,
01,186,2005,50691.0,9657.0,45279.0,96974.0,4748.0,87264.0,19248.0,84216.0,111361.0,6467.0,,,,,,,,,,,,,
01,186,2006,57194.0,10140.0,39878.0,105762.0,4777.0,94596.0,22621.0,66900.0,120000.0,6519.0,,,,,,,,,,,,,
01,186,2007,60705.0,9997.0,46238.0,113564.0,4674.0,99929.0,22916.0,74375.0,128788.0,6406.0,,,,,,,,,,,,,
01,186,2008,61558.0,9142.0,48133.0,116832.0,4592.0,100563.0,21821.0,83462.0,130382.0,6337.0,,,,,,,,,,,,,
01,186,2009,62346.0,8610.0,48472.0,123305.0,4475.0,103023.0,21920.0,83306.0,134711.0,6311.0,,,,,,,,,,,,,
01,186,2010,70481.0,8486.0,52213.0,125810.0,4410.0,107481.0,21907.0,101907.0,137813.0,6239.0,,,,,,,,,,,,,
01,186,2011,70820.0,7750.0,53206.0,124849.0,4350.0,107134.0,21556.0,93544.0,138316.0,6134.0,,,,,,,,,,,,,
01,186,2012,84965.0,11330.0,55323.0,122366.0,4610.0,114221.0,26058.0,92706.0,137403.0,6263.0,,,,,,,,,,,,,
01,186,2013,90127.0,12176.0,56935.0,126105.0,4641.0,116161.0,27356.0,92424.0,137238.0,6261.0,,,,,,,,,,,,,
01,186,2014,86126.0,12141.0,56752.0,123772.0,4829.0,112847.0,26856.0,98540.0,135357.0,6426.0,,,,,,,,,,,,,
01,186,2015,84285.0,11260.0,61258.0,124934.0,61258.0,113650.0,25963.0,94611.0,136052.0,94611.0,,,,,,,,,,,,,
01,186,2016,89000.0,12961.0,72625.0,124128.0,72625.0,118376.0,29009.0,107334.0,137152.0,107334.0,,,,,,,,,,,,,
01,186,2017,85510.0,13238.0,75385.0,126292.0,75385.0,117646.0,28686.0,110443.0,139807.0,110443.0,,,,,,,,,,,,,
01,186,2018,83596.0,13875.0,81439.0,126928.0,81439.0,116780.0,28081.0,115793.0,140294.0,115793.0,,,,,,,,,,,,,
01,186,2019,84128.0,14725.0,75828.0,127925.0,75828.0,118329.0,28726.0,115077.0,140999.0,115077.0,,,,,,,,,,,,,
01,186,2020,84998.0,15989.0,72729.0,133086.0,72729.0,121550.0,30463.0,112615.0,146386.0,112615.0,,,,,,,,,,,,,
01,186,2021,84737.0,16526.0,71429.0,135409.0,71429.0,123478.0,30678.0,112421.0,149118.0,112421.0,,,,,,,,,,,,,
01,186,2022,80086.0,15678.0,67123.0,129072.0,67123.0,117706.0,29142.0,107757.0,142861.0,107757.0,,,,,,,,,,,,,
01,186,2023,73434.0,15333.0,63552.0,121795.0,63552.0,110482.0,27244.0,101360.0,135104.0,101360.0,,,,,,,,,,,,,
01,186,2024,69947.0,15967.0,67251.0,119866.0,67251.0,107864.0,26561.0,104422.0,132383.0,104422.0,,,,,,,,,,,,,
01,224,2003,33829.0,9030.0,34731.0,63070.0,3928.0,59880.0,16739.0,64041.0,73984.0,5916.0,,,,,,,,,,,,,
01,224,2004,36894.0,9597.0,33879.0,69962.0,3655.0,66653.0,18359.0,60158.0,82052.0,5499.0,,,,,,,,,,,,,
01,224,2005,47013.0,10383.0,44059.0,79603.0,3411.0,76599.0,21410.0,62253.0,91852.0,5180.0,,,,,,,,,,,,,
01,224,2006,53279.0,11281.0,40532.0,87073.0,4358.0,84282.0,23678.0,59442.0,102675.0,5920.0,,,,,,,,,,,,,
01,224,2007,59263.0,11253.0,39015.0,93230.0,3829.0,91090.0,24915.0,65894.0,108735.0,5495.0,,,,,,,,,,,,,
01,224,2008,62104.0,10722.0,36337.0,95688.0,3874.0,92400.0,24332.0,67892.0,112023.0,5340.0,,,,,,,,,,,,,
01,224,2009,63139.0,10534.0,40435.0,101087.0,3614.0,95108.0,24357.0,74804.0,115044.0,5802.0,,,,,,,,,,,,,
01,224,2010,69590.0,10191.0,38959.0,103118.0,4043.0,99642.0,25942.0,76600.0,115586.0,6051.0,,,,,,,,,,,,,
01,224,2011,72380.0,10110.0,39780.0,102034.0,3551.0,99950.0,25523.0,76029.0,115673.0,5517.0,,,,,,,,,,,,,
01,224,2012,78992.0,12154.0,37571.0,100145.0,3445.0,102962.0,28557.0,81840.0,113131.0,5720.0,,,,,,,,,,,,,
01,224,2013,81487.0,14586.0,49031.0,100083.0,3550.0,103817.0,31155.0,78652.0,110808.0,5637.0,,,,,,,,,,,,,
01,224,2014,80095.0,13877.0,49067.0,98383.0,4061.0,102597.0,29704.0,79946.0,108805.0,6049.0,,,,,,,,,,,,,
01,224,2015,78732.0,12630.0,48746.0,97299.0,48746.0,101911.0,28403.0,79638.0,109043.0,79638.0,,,,,,,,,,,,,
01,224,2016,76360.0,13777.0,50819.0,94006.0,50819.0,102208.0,30642.0,92719.0,106098.0,92719.0,,,,,,,,,,,,,
01,224,2017,74365.0,14946.0,47315.0,91003.0,47315.0,99582.0,31842.0,94312.0,102213.0,94312.0,,,,,,,,,,,,,
01,224,2018,75616.0,14561.0,65455.0,89379.0,65455.0,98630.0,30806.0,106319.0,100566.0,106319.0,,,,,,,,,,,,,
01,224,2019,67356.0,14442.0,69983.0,85276.0,69983.0,92827.0,29681.0,106521.0,96303.0,106521.0,,,,,,,,,,,,,
01,224,2020,67798.0,15493.0,69603.0,83451.0,69603.0,95916.0,34069.0,109213.0,97190.0,109213.0,,,,,,,,,,,,,
