region,municipality,year,Median of debt for All debts,Median of debt for Consumption debts and other debts,Median of debt for Debts charged on business activities and a source of income,Median of debt for Housing loan debts,Median of debt for Study loan debts,Mean of debt for All debts,Mean of debt for Consumption debts and other debts,Mean of debt for Debts charged on business activities and a source of income,Mean of debt for Housing loan debts,Mean of debt for Study loan debts,"B2N Operating surplus, net","B3N Mixed income, net","D11R Wages and salaries received, income","D12R Employer's social security contributions, income","D4OMR  Property income, (incl. holding gains and losses), income","D4K Property income, expenditure",B5N Net national income,"D62R Social benefits other than social transfers in kind, income","D7R Other current transfers, income","D5K Income, property and other direct taxes excl. capital taxes, expenditure",D61K Employer's social security contributions,"D7K Other current transfers, expenditure","B6N Disposable income, net"
11,297,2013,50347.0,12264.0,46177.0,99545.0,5563.0,92629.0,31219.0,117632.0,115851.0,7512.0,,,,,,,,,,,,,
11,297,2014,48246.0,11969.0,51179.0,98826.0,5771.0,91536.0,31485.0,118894.0,115533.0,7661.0,,,,,,,,,,,,,
11,297,2015,47838.0,10450.0,53150.0,99409.0,53150.0,93002.0,26274.0,122072.0,116981.0,122072.0,,,,,,,,,,,,,
11,297,2016,48623.0,11552.0,57704.0,99611.0,57704.0,94414.0,28932.0,99651.0,118357.0,99651.0,,,,,,,,,,,,,
11,297,2017,47927.0,12503.0,58786.0,100306.0,58786.0,95671.0,30326.0,106786.0,119181.0,106786.0,,,,,,,,,,,,,
11,297,2018,46383.0,13064.0,62275.0,99563.0,62275.0,95174.0,29775.0,108753.0,119692.0,108753.0,,,,,,,,,,,,,
11,297,2019,45615.0,14014.0,63772.0,99365.0,63772.0,95203.0,29965.0,115967.0,119520.0,115967.0,,,,,,,,,,,,,
11,297,2020,45440.0,15030.0,62684.0,103008.0,62684.0,96412.0,30727.0,113101.0,122352.0,113101.0,,,,,,,,,,,,,
11,297,2021,44115.0,15545.0,63097.0,104372.0,63097.0,96190.0,30267.0,117448.0,123543.0,117448.0,,,,,,,,,,,,,
11,297,2022,40781.0,14835.0,57756.0,99984.0,57756.0,90165.0,28248.0,110319.0,117621.0,110319.0,,,,,,,,,,,,,
11,297,2023,38866.0,14601.0,51259.0,95598.0,51259.0,85487.0,26393.0,96185.0,111699.0,96185.0,,,,,,,,,,,,,
11,297,2024,38942.0,15042.0,58377.0,94412.0,58377.0,84322.0,24103.0,113107.0,110518.0,113107.0,,,,,,,,,,,,,
11,402,2003,32214.0,9625.0,39009.0,41328.0,3860.0,57914.0,18394.0,76359.0,56414.0,5518.0,,,,,,,,,,,,,
11,402,2004,33983.0,10081.0,41652.0,44362.0,4180.0,62179.0,19900.0,77560.0,60539.0,5655.0,,,,,,,,,,,,,
11,402,2005,36633.0,10729.0,39213.0,50452.0,4364.0,68887.0,23869.0,81229.0,67824.0,5785.0,,,,,,,,,,,,,
11,402,2006,37565.0,11214.0,36547.0,53780.0,4340.0,72594.0,27449.0,76438.0,72749.0,5808.0,,,,,,,,,,,,,
11,402,2007,41298.0,11636.0,34985.0,58064.0,4232.0,78009.0,30088.0,77372.0,78328.0,5898.0,,,,,,,,,,,,,
11,402,2008,40525.0,11542.0,34568.0,60617.0,4158.0,79437.0,31592.0,68398.0,80782.0,5670.0,,,,,,,,,,,,,
11,402,2009,43456.0,11267.0,38171.0,65902.0,3617.0,83931.0,32331.0,82381.0,85574.0,5381.0,,,,,,,,,,,,,
11,402,2010,45098.0,11377.0,43297.0,67147.0,3860.0,88051.0,33942.0,93052.0,88001.0,5685.0,,,,,,,,,,,,,
11,402,2011,45068.0,10687.0,43435.0,68157.0,3575.0,88880.0,35037.0,94418.0,88105.0,5433.0,,,,,,,,,,,,,
11,402,2012,52648.0,13120.0,42155.0,66962.0,3480.0,92268.0,40526.0,92955.0,87708.0,5225.0,,,,,,,,,,,,,
11,402,2013,53416.0,14068.0,43135.0,68436.0,3486.0,93768.0,43136.0,90806.0,88429.0,5274.0,,,,,,,,,,,,,
11,402,2014,54833.0,13839.0,43349.0,67359.0,4106.0,94044.0,42703.0,98282.0,86588.0,5662.0,,,,,,,,,,,,,
11,402,2015,55052.0,12234.0,44607.0,67822.0,44607.0,93043.0,40068.0,92624.0,85191.0,92624.0,,,,,,,,,,,,,
11,402,2016,56838.0,13629.0,46482.0,66731.0,46482.0,94536.0,41437.0,105392.0,84522.0,105392.0,,,,,,,,,,,,,
11,402,2017,56745.0,13338.0,45727.0,66238.0,45727.0,93536.0,42421.0,99920.0,82887.0,99920.0,,,,,,,,,,,,,
11,402,2018,53648.0,14686.0,58831.0,63185.0,58831.0,90263.0,41383.0,96124.0,79860.0,96124.0,,,,,,,,,,,,,
11,402,2019,51793.0,14935.0,62300.0,62934.0,62300.0,89374.0,37957.0,116787.0,79128.0,116787.0,,,,,,,,,,,,,
11,402,2020,48904.0,16048.0,64525.0,63684.0,64525.0,87413.0,37423.0,128963.0,78301.0,128963.0,,,,,,,,,,,,,
11,402,2021,48618.0,15845.0,58524.0,61331.0,58524.0,85659.0,36565.0,120671.0,76250.0,120671.0,,,,,,,,,,,,,
11,402,2022,44469.0,14824.0,47418.0,55674.0,47418.0,77122.0,33391.0,100558.0,70358.0,100558.0,,,,,,,,,,,,,
11,402,2023,41397.0,13993.0,44109.0,52329.0,44109.0,68909.0,28552.0,89607.0,65496.0,89607.0,,,,,,,,,,,,,
11,402,2024,38498.0,14800.0,48710.0,49169.0,48710.0,67635.0,27642.0,88281.0,64600.0,88281.0,,,,,,,,,,,,,
11,420,2003,29596.0,9794.0,27301.0,45523.0,4749.0,53747.0,17627.0,49479.0,59299.0,6205.0,,,,,,,,,,,,,
11,420,2004,33036.0,10316.0,27710.0,51814.0,4935.0,58752.0,19564.0,50759.0,64950.0,6264.0,,,,,,,,,,,,,
11,420,2005,37083.0,11404.0,28552.0,57172.0,5014.0,66217.0,22843.0,56743.0,72917.0,6328.0,,,,,,,,,,,,,
11,420,2006,43797.0,11574.0,25072.0,64156.0,4746.0,73885.0,25731.0,56315.0,81899.0,6291.0,,,,,,,,,,,,,
11,420,2007,44889.0,11732.0,27629.0,66929.0,4749.0,78106.0,26333.0,61581.0,86863.0,6295.0,,,,,,,,,,,,,
11,420,2008,47029.0,11205.0,29655.0,68683.0,4304.0,80421.0,26832.0,61741.0,89332.0,6016.0,,,,,,,,,,,,,
11,420,2009,49705.0,11306.0,32769.0,69191.0,4250.0,84213.0,28325.0,66953.0,90976.0,5946.0,,,,,,,,,,,,,
11,420,2010,51767.0,10292.0,33474.0,69403.0,4322.0,84889.0,27187.0,74138.0,91183.0,6017.0,,,,,,,,,,,,,
11,420,2011,52287.0,9896.0,31588.0,72529.0,4587.0,85047.0,27259.0,74295.0,91909.0,6193.0,,,,,,,,,,,,,
11,420,2012,56038.0,14102.0,32524.0,70728.0,4070.0,88888.0,32240.0,69269.0,91518.0,5892.0,,,,,,,,,,,,,
11,420,2013,56281.0,15384.0,33307.0,68313.0,3978.0,88516.0,32688.0,70594.0,90055.0,6000.0,,,,,,,,,,,,,
11,420,2014,56445.0,15035.0,33049.0,69516.0,4385.0,88977.0,33607.0,71408.0,89082.0,5950.0,,,,,,,,,,,,,
11,420,2015,58285.0,13643.0,35584.0,68310.0,35584.0,89436.0,32203.0,73122.0,88784.0,73122.0,,,,,,,,,,,,,
11,420,2016,57317.0,15634.0,43253.0,64528.0,43253.0,88918.0,33303.0,80896.0,86221.0,80896.0,,,,,,,,,,,,,
11,420,2017,56541.0,14657.0,42506.0,64924.0,42506.0,88694.0,32445.0,77823.0,87511.0,77823.0,,,,,,,,,,,,,
11,420,2018,55059.0,14699.0,47067.0,64353.0,47067.0,88857.0,31729.0,82768.0,87269.0,82768.0,,,,,,,,,,,,,
11,420,2019,54906.0,16061.0,44672.0,64591.0,44672.0,89735.0,32179.0,94086.0,86746.0,94086.0,,,,,,,,,,,,,
11,420,2020,53668.0,16308.0,42366.0,64802.0,42366.0,88657.0,31599.0,89911.0,86940.0,89911.0,,,,,,,,,,,,,
11,420,2021,52600.0,16505.0,42502.0,65519.0,42502.0,88656.0,32138.0,86098.0,87653.0,86098.0,,,,,,,,,,,,,
11,420,2022,48038.0,15522.0,38661.0,61881.0,38661.0,81789.0,29187.0,75051.0,83066.0,75051.0,,,,,,,,,,,,,
11,420,2023,45465.0,14464.0,33788.0,55742.0,33788.0,74463.0,26529.0,67980.0,76292.0,67980.0,,,,,,,,,,,,,
11,420,2024,44266.0,15467.0,36850.0,54946.0,36850.0,72689.0,26383.0,63514.0,75268.0,63514.0,,,,,,,,,,,,,
11,595,2003,28632.0,9522.0,30242.0,31490.0,4282.0,56610.0,20475.0,65326.0,48578.0,6452.0,,,,,,,,,,,,,
11,595,2004,29515.0,10124.0,30233.0,36246.0,3489.0,62788.0,23763.0,72324.0,54410.0,6149.0,,,,,,,,,,,,,
11,595,2005,30386.0,10696.0,29675.0,40527.0,3930.0,67730.0,26048.0,83610.0,57605.0,6140.0,,,,,,,,,,,,,
11,595,2006,33358.0,11391.0,27399.0,43009.0,4429.0,70571.0,32388.0,74669.0,60681.0,5959.0,,,,,,,,,,,,,
11,595,2007,33664.0,12764.0,28087.0,46241.0,4335.0,73119.0,31921.0,83282.0,63526.0,5912.0,,,,,,,,,,,,,
11,595,2008,36395.0,12880.0,37589.0,45970.0,4441.0,75636.0,33363.0,97034.0,66459.0,6248.0,,,,,,,,,,,,,
11,595,2009,33869.0,12217.0,40475.0,45875.0,4466.0,77365.0,33802.0,101452.0,69196.0,5993.0,,,,,,,,,,,,,
11,595,2010,35305.0,11300.0,41754.0,49575.0,3959.0,80443.0,35791.0,95689.0,74140.0,5429.0,,,,,,,,,,,,,
11,595,2011,35519.0,10772.0,37505.0,49047.0,4508.0,81905.0,39136.0,80856.0,74613.0,5743.0,,,,,,,,,,,,,
11,595,2012,41000.0,13794.0,34456.0,49643.0,4612.0,85873.0,45957.0,80627.0,74420.0,5341.0,,,,,,,,,,,,,
11,595,2013,41172.0,13287.0,30027.0,53249.0,4046.0,89447.0,48621.0,73122.0,76742.0,5445.0,,,,,,,,,,,,,
11,595,2014,41430.0,14807.0,29483.0,49724.0,3950.0,90370.0,51412.0,80682.0,73001.0,5528.0,,,,,,,,,,,,,
11,595,2015,40325.0,14069.0,31106.0,48632.0,31106.0,90406.0,49376.0,84508.0,71189.0,84508.0,,,,,,,,,,,,,
11,595,2016,41817.0,15832.0,46423.0,47792.0,46423.0,90275.0,46968.0,100954.0,72294.0,100954.0,,,,,,,,,,,,,
11,595,2017,41500.0,15203.0,47773.0,48922.0,47773.0,89080.0,49165.0,89407.0,69444.0,89407.0,,,,,,,,,,,,,
11,595,2018,43280.0,17069.0,47858.0,48276.0,47858.0,86657.0,50407.0,86370.0,64857.0,86370.0,,,,,,,,,,,,,
11,595,2019,41370.0,17772.0,43224.0,44991.0,43224.0,89704.0,55923.0,90321.0,64464.0,90321.0,,,,,,,,,,,,,
11,595,2020,42586.0,20227.0,46111.0,42907.0,46111.0,90759.0,56234.0,99937.0,62800.0,99937.0,,,,,,,,,,,,,
11,595,2021,41954.0,20230.0,50115.0,42107.0,50115.0,86144.0,50505.0,116351.0,61097.0,116351.0,,,,,,,,,,,,,
11,595,2022,37037.0,16145.0,39984.0,37846.0,39984.0,72361.0,38799.0,89180.0,56535.0,89180.0,,,,,,,,,,,,,
11,595,2023,33348.0,14060.0,32439.0,39568.0,32439.0,65650.0,34084.0,81875.0,54350.0,81875.0,,,,,,,,,,,,,
11,595,2024,32302.0,13730.0,44892.0,37202.0,44892.0,61807.0,31019.0,94410.0,51563.0,94410.0,,,,,,,,,,,,,
11,686,2003,23533.0,8219.0,36056.0,29289.0,4575.0,44283.0,15797.0,54840.0,40963.0,5605.0,,,,,,,,,,,,,
11,686,2004,24107.0,7262.0,32563.0,36091.0,4463.0,47698.0,16043.0,54373.0,49526.0,5342.0,,,,,,,,,,,,,
11,686,2005,25395.0,8511.0,27902.0,36579.0,4588.0,52341.0,17360.0,60928.0,53491.0,5828.0,,,,,,,,,,,,,
11,686,2006,25977.0,9330.0,28321.0,40757.0,4265.0,55068.0,22974.0,54424.0,56090.0,6028.0,,,,,,,,,,,,,
11,686,2007,27846.0,9946.0,27309.0,45925.0,4260.0,61187.0,26209.0,60496.0,62122.0,6152.0,,,,,,,,,,,,,
11,686,2008,33177.0,9572.0,31946.0,44790.0,4544.0,66036.0,25825.0,74319.0,66786.0,6364.0,,,,,,,,,,,,,
11,686,2009,33412.0,10319.0,31446.0,51989.0,4413.0,70820.0,29003.0,78420.0,71452.0,5748.0,,,,,,,,,,,,,
11,686,2010,33367.0,10280.0,33051.0,51932.0,4200.0,74108.0,32013.0,72754.0,75546.0,5404.0,,,,,,,,,,,,,
11,686,2011,32337.0,10376.0,36028.0,53506.0,3548.0,74728.0,35581.0,76610.0,73828.0,5027.0,,,,,,,,,,,,,
11,686,2012,36795.0,13936.0,42326.0,51993.0,3451.0,81750.0,41125.0,84259.0,78134.0,5230.0,,,,,,,,,,,,,
11,686,2013,43487.0,13696.0,38858.0,54191.0,4087.0,84781.0,42825.0,84736.0,76864.0,5417.0,,,,,,,,,,,,,
11,686,2014,43050.0,14936.0,47985.0,56003.0,4405.0,86337.0,43486.0,90854.0,78060.0,6027.0,,,,,,,,,,,,,
11,686,2015,44060.0,13209.0,49990.0,57974.0,49990.0,90205.0,41323.0,98364.0,78173.0,98364.0,,,,,,,,,,,,,
11,686,2016,48911.0,16375.0,46585.0,61221.0,46585.0,91685.0,45453.0,93211.0,79666.0,93211.0,,,,,,,,,,,,,
11,686,2017,48301.0,16546.0,50052.0,57861.0,50052.0,91141.0,45318.0,98091.0,76188.0,98091.0,,,,,,,,,,,,,
11,686,2018,45702.0,15565.0,54972.0,57229.0,54972.0,86685.0,44932.0,95129.0,72218.0,95129.0,,,,,,,,,,,,,
11,686,2019,45187.0,16227.0,55994.0,52539.0,55994.0,82979.0,40801.0,102570.0,71536.0,102570.0,,,,,,,,,,,,,
11,686,2020,43025.0,17162.0,56122.0,53538.0,56122.0,84879.0,44883.0,98585.0,71230.0,98585.0,,,,,,,,,,,,,
11,686,2021,42908.0,17043.0,47825.0,47672.0,47825.0,82265.0,42446.0,94461.0,67489.0,94461.0,,,,,,,,,,,,,
11,686,2022,39122.0,16533.0,52637.0,47707.0,52637.0,73029.0,37744.0,90697.0,61459.0,90697.0,,,,,,,,,,,,,
11,686,2023,34111.0,13897.0,45104.0,42650.0,45104.0,63458.0,31298.0,77876.0,55307.0,77876.0,,,,,,,,,,,,,
11,686,2024,31876.0,12840.0,36160.0,40010.0,36160.0,56271.0,25522.0,69145.0,52148.0,69145.0,,,,,,,,,,,,,
11,687,2003,20404.0,7549.0,29695.0,23268.0,3418.0,36737.0,16792.0,57425.0,31274.0,5084.0,,,,,,,,,,,,,
11,687,2004,22611.0,10308.0,29079.0,25717.0,4228.0,40391.0,22073.0,43977.0,35863.0,5115.0,,,,,,,,,,,,,
11,687,2005,21670.0,9799.0,21468.0,24786.0,3978.0,40276.0,21376.0,49916.0,34713.0,5494.0,,,,,,,,,,,,,
11,687,2006,18094.0,9749.0,22318.0,24488.0,4838.0,39309.0,21498.0,51230.0,36043.0,5992.0,,,,,,,,,,,,,
11,687,2007,20535.0,9668.0,25039.0,29237.0,4711.0,42449.0,22640.0,57807.0,39416.0,5382.0,,,,,,,,,,,,,
11,687,2008,20232.0,9252.0,24016.0,29951.0,3915.0,42866.0,22248.0,65486.0,41795.0,5909.0,,,,,,,,,,,,,
11,687,2009,17437.0,8731.0,20771.0,29290.0,3604.0,39074.0,20035.0,61964.0,41702.0,5273.0,,,,,,,,,,,,,
11,687,2010,17857.0,9159.0,30098.0,28629.0,2836.0,43273.0,24294.0,69860.0,43445.0,5239.0,,,,,,,,,,,,,
11,687,2011,18034.0,9632.0,28898.0,29051.0,2836.0,43172.0,23231.0,67079.0,45406.0,5157.0,,,,,,,,,,,,,
11,687,2012,20103.0,8974.0,19702.0,33415.0,3077.0,47769.0,25679.0,61298.0,48201.0,4616.0,,,,,,,,,,,,,
11,687,2013,23374.0,11279.0,22236.0,31040.0,3987.0,47239.0,25419.0,55147.0,47317.0,5917.0,,,,,,,,,,,,,
11,687,2014,22586.0,11627.0,26991.0,25333.0,3909.0,49708.0,30653.0,59825.0,44165.0,6014.0,,,,,,,,,,,,,
11,687,2015,20471.0,9715.0,23217.0,27659.0,23217.0,50145.0,28546.0,72782.0,44440.0,72782.0,,,,,,,,,,,,,
11,687,2016,20297.0,10476.0,23330.0,23512.0,23330.0,50269.0,31224.0,63757.0,42727.0,63757.0,,,,,,,,,,,,,
11,687,2017,20556.0,11331.0,41602.0,25712.0,41602.0,50523.0,29694.0,67442.0,45255.0,67442.0,,,,,,,,,,,,,
11,687,2018,19861.0,11810.0,35574.0,23812.0,35574.0,47849.0,27216.0,80846.0,44142.0,80846.0,,,,,,,,,,,,,
11,687,2019,20113.0,12771.0,52203.0,24184.0,52203.0,46946.0,25974.0,95732.0,43190.0,95732.0,,,,,,,,,,,,,
11,687,2020,23522.0,15386.0,70683.0,29741.0,70683.0,47901.0,26131.0,94031.0,45918.0,94031.0,,,,,,,,,,,,,
11,687,2021,22801.0,15090.0,66596.0,28278.0,66596.0,48587.0,26739.0,100029.0,45905.0,100029.0,,,,,,,,,,,,,
11,687,2022,18066.0,12927.0,49604.0,26901.0,49604.0,42853.0,25818.0,80560.0,42049.0,80560.0,,,,,,,,,,,,,
11,687,2023,19096.0,12797.0,36143.0,25503.0,36143.0,43089.0,25271.0,67358.0,42935.0,67358.0,,,,,,,,,,,,,
11,687,2024,19769.0,14365.0,31441.0,24249.0,31441.0,43275.0,25289.0,66858.0,45900.0,66858.0,,,,,,,,,,,,,
11,749,2003,43903.0,10296.0,29035.0,59333.0,4601.0,64428.0,17625.0,66982.0,69533.0,6350.0,,,,,,,,,,,,,
11,749,2004,47949.0,11055.0,33265.0,63750.0,4780.0,71229.0,19522.0,75418.0,76447.0,6571.0,,,,,,,,,,,,,
11,749,2005,53290.0,11723.0,31916.0,69792.0,4783.0,79813.0,22163.0,76233.0,85858.0,6361.0,,,,,,,,,,,,,
11,749,2006,57412.0,11776.0,29645.0,77686.0,4721.0,86360.0,24339.0,65937.0,95381.0,6274.0,,,,,,,,,,,,,
11,749,2007,60909.0,11709.0,33363.0,86167.0,4591.0,92980.0,24161.0,73857.0,103064.0,6558.0,,,,,,,,,,,,,
11,749,2008,64951.0,11290.0,30489.0,91639.0,4316.0,96134.0,24588.0,72857.0,105997.0,6286.0,,,,,,,,,,,,,
11,749,2009,70069.0,10710.0,40267.0,96963.0,4638.0,101148.0,25660.0,79276.0,110892.0,6383.0,,,,,,,,,,,,,
11,749,2010,78722.0,11472.0,44536.0,100479.0,4554.0,105242.0,26349.0,77027.0,113980.0,6372.0,,,,,,,,,,,,,
11,749,2011,80020.0,10506.0,50099.0,102770.0,4340.0,106481.0,25981.0,76667.0,115733.0,6250.0,,,,,,,,,,,,,
11,749,2012,86046.0,12931.0,51988.0,101770.0,4266.0,109901.0,30603.0,81364.0,114423.0,6266.0,,,,,,,,,,,,,
11,749,2013,89677.0,13569.0,48849.0,103829.0,3960.0,112478.0,32600.0,83524.0,115766.0,6044.0,,,,,,,,,,,,,
11,749,2014,89475.0,13368.0,52932.0,101574.0,3997.0,113513.0,34099.0,88172.0,114905.0,5916.0,,,,,,,,,,,,,
11,749,2015,88242.0,12443.0,51759.0,103987.0,51759.0,113032.0,32024.0,85352.0,115377.0,85352.0,,,,,,,,,,,,,
11,749,2016,88793.0,14007.0,52512.0,102412.0,52512.0,113973.0,34061.0,82354.0,114860.0,82354.0,,,,,,,,,,,,,
11,749,2017,88712.0,14791.0,54441.0,100484.0,54441.0,114776.0,35227.0,89620.0,114136.0,89620.0,,,,,,,,,,,,,
11,749,2018,89537.0,14830.0,51895.0,101216.0,51895.0,114839.0,34449.0,90455.0,114529.0,90455.0,,,,,,,,,,,,,
11,749,2019,90461.0,15560.0,61655.0,101304.0,61655.0,115848.0,33877.0,103926.0,115128.0,103926.0,,,,,,,,,,,,,
11,749,2020,90018.0,16951.0,55941.0,100419.0,55941.0,116753.0,35109.0,106964.0,115232.0,106964.0,,,,,,,,,,,,,
11,749,2021,87163.0,16649.0,54843.0,100393.0,54843.0,114645.0,33438.0,102504.0,115150.0,102504.0,,,,,,,,,,,,,
11,749,2022,82690.0,15510.0,52189.0,95272.0,52189.0,108560.0,31779.0,90143.0,109453.0,90143.0,,,,,,,,,,,,,
11,749,2023,76625.0,14964.0,48872.0,88978.0,48872.0,101302.0,27972.0,80780.0,102857.0,80780.0,,,,,,,,,,,,,
11,749,2024,74621.0,15326.0,52104.0,87198.0,52104.0,99682.0,26568.0,85580.0,102630.0,85580.0,,,,,,,,,,,,,
11,762,2003,31146.0,9926.0,37596.0,36274.0,3343.0,51529.0,17413.0,62898.0,47515.0,4912.0,,,,,,,,,,,,,
11,762,2004,30491.0,9833.0,35315.0,39478.0,3666.0,53070.0,17579.0,65029.0,50570.0,5316.0,,,,,,,,,,,,,
11,762,2005,30223.0,10718.0,33275.0,40148.0,4545.0,56596.0,22197.0,62407.0,52618.0,5833.0,,,,,,,,,,,,,
11,762,2006,30077.0,12620.0,32645.0,40083.0,4059.0,61020.0,27579.0,57466.0,57243.0,6096.0,,,,,,,,,,,,,
11,762,2007,32571.0,12102.0,30813.0,46237.0,3634.0,62259.0,28333.0,57874.0,59750.0,5861.0,,,,,,,,,,,,,
11,762,2008,31166.0,11253.0,25764.0,49613.0,3882.0,65190.0,29864.0,55406.0,66016.0,6097.0,,,,,,,,,,,,,
11,762,2009,32957.0,11648.0,32609.0,50617.0,3690.0,69773.0,31367.0,66444.0,69802.0,5618.0,,,,,,,,,,,,,
11,762,2010,35206.0,11555.0,28906.0,53349.0,4228.0,72226.0,32678.0,66244.0,72510.0,5862.0,,,,,,,,,,,,,
11,762,2011,35100.0,11655.0,29315.0,50396.0,4754.0,70778.0,32696.0,62800.0,70534.0,6576.0,,,,,,,,,,,,,
11,762,2012,40013.0,13170.0,34587.0,55342.0,4394.0,76352.0,35391.0,68306.0,73075.0,5659.0,,,,,,,,,,,,,
11,762,2013,40582.0,14023.0,34439.0,51687.0,4140.0,77507.0,35833.0,73604.0,71902.0,5232.0,,,,,,,,,,,,,
11,762,2014,39639.0,13546.0,32375.0,51240.0,4044.0,76669.0,38543.0,64236.0,70443.0,5173.0,,,,,,,,,,,,,
11,762,2015,40112.0,13509.0,27915.0,54104.0,27915.0,80198.0,38162.0,65385.0,72971.0,65385.0,,,,,,,,,,,,,
11,762,2016,46234.0,16425.0,23930.0,55366.0,23930.0,80863.0,43768.0,58716.0,69735.0,58716.0,,,,,,,,,,,,,
11,762,2017,44240.0,15601.0,33089.0,54140.0,33089.0,79373.0,43260.0,64448.0,67059.0,64448.0,,,,,,,,,,,,,
11,762,2018,45605.0,16396.0,40825.0,51301.0,40825.0,79249.0,44102.0,73100.0,64869.0,73100.0,,,,,,,,,,,,,
11,762,2019,45694.0,15809.0,47003.0,47383.0,47003.0,78607.0,43431.0,86205.0,61373.0,86205.0,,,,,,,,,,,,,
11,762,2020,42642.0,15833.0,63375.0,46086.0,63375.0,76021.0,40406.0,94481.0,61204.0,94481.0,,,,,,,,,,,,,
11,762,2021,41479.0,15340.0,56724.0,44295.0,56724.0,74414.0,37113.0,106362.0,59356.0,106362.0,,,,,,,,,,,,,
11,762,2022,35202.0,13690.0,60777.0,41215.0,60777.0,66548.0,31367.0,112862.0,56042.0,112862.0,,,,,,,,,,,,,
11,762,2023,33129.0,13475.0,51129.0,39186.0,51129.0,57374.0,26595.0,84555.0,52436.0,84555.0,,,,,,,,,,,,,
11,762,2024,31164.0,13025.0,51626.0,37835.0,51626.0,53931.0,23721.0,84289.0,49701.0,84289.0,,,,,,,,,,,,,
11,778,2003,24634.0,8276.0,26913.0,37810.0,4533.0,44616.0,16250.0,46196.0,47441.0,6427.0,,,,,,,,,,,,,
11,778,2004,24031.0,8109.0,27277.0,41807.0,4545.0,46630.0,15871.0,50347.0,52644.0,6289.0,,,,,,,,,,,,,
11,778,2005,28651.0,10166.0,27695.0,43884.0,4605.0,52266.0,20064.0,47109.0,56360.0,6548.0,,,,,,,,,,,,,
11,778,2006,31357.0,10128.0,27024.0,47567.0,4291.0,58180.0,21931.0,46346.0,63775.0,6132.0,,,,,,,,,,,,,
11,778,2007,33319.0,8781.0,26184.0,51091.0,4471.0,61073.0,22104.0,43892.0,69020.0,5654.0,,,,,,,,,,,,,
11,778,2008,36455.0,9863.0,24600.0,53821.0,4582.0,63655.0,23365.0,48500.0,71290.0,5978.0,,,,,,,,,,,,,
11,778,2009,38152.0,9440.0,27416.0,55579.0,4777.0,66762.0,24392.0,51385.0,74806.0,6223.0,,,,,,,,,,,,,
11,778,2010,41268.0,9707.0,24766.0,58998.0,4424.0,70525.0,24951.0,47843.0,78315.0,6133.0,,,,,,,,,,,,,
11,778,2011,38788.0,9734.0,24233.0,59137.0,3923.0,69743.0,24260.0,55810.0,78738.0,5519.0,,,,,,,,,,,,,
11,778,2012,44972.0,11987.0,25487.0,59439.0,3817.0,75059.0,31379.0,57389.0,78256.0,5350.0,,,,,,,,,,,,,
11,778,2013,47288.0,12507.0,34129.0,57339.0,3783.0,76731.0,31856.0,66723.0,77856.0,5488.0,,,,,,,,,,,,,
11,778,2014,47778.0,12198.0,36987.0,60760.0,3680.0,76557.0,30444.0,70148.0,78999.0,5259.0,,,,,,,,,,,,,
11,778,2015,46061.0,10982.0,36767.0,61499.0,36767.0,76285.0,28092.0,68031.0,79930.0,68031.0,,,,,,,,,,,,,
11,778,2016,48341.0,11969.0,39845.0,60524.0,39845.0,76643.0,28277.0,76128.0,77957.0,76128.0,,,,,,,,,,,,,
11,778,2017,45500.0,11700.0,37083.0,58217.0,37083.0,75330.0,29133.0,76353.0,76405.0,76353.0,,,,,,,,,,,,,
11,778,2018,42843.0,12198.0,42354.0,55866.0,42354.0,74819.0,29873.0,82026.0,74381.0,82026.0,,,,,,,,,,,,,
11,778,2019,45367.0,13367.0,47393.0,58183.0,47393.0,75336.0,30025.0,84140.0,75109.0,84140.0,,,,,,,,,,,,,
11,778,2020,43894.0,13320.0,48250.0,58197.0,48250.0,75040.0,30160.0,84254.0,75520.0,84254.0,,,,,,,,,,,,,
11,778,2021,42208.0,14530.0,45687.0,57096.0,45687.0,73299.0,30174.0,80137.0,74164.0,80137.0,,,,,,,,,,,,,
11,778,2022,40535.0,13591.0,45261.0,53720.0,45261.0,67645.0,28164.0,72697.0,68088.0,72697.0,,,,,,,,,,,,,
11,778,2023,37961.0,13836.0,33282.0,49059.0,33282.0,61817.0,26380.0,60635.0,61868.0,60635.0,,,,,,,,,,,,,
11,778,2024,37428.0,13440.0,36093.0,49765.0,36093.0,61696.0,24660.0,67381.0,63090.0,67381.0,,,,,,,,,,,,,
11,844,2003,21987.0,9658.0,23140.0,27900.0,4338.0,41573.0,16079.0,47363.0,39189.0,6011.0,,,,,,,,,,,,,
11,844,2004,22339.0,8537.0,24821.0,28031.0,4886.0,43486.0,15741.0,49840.0,41267.0,6556.0,,,,,,,,,,,,,
11,844,2005,23212.0,8380.0,22236.0,29402.0,4488.0,46481.0,17008.0,48884.0,46206.0,6093.0,,,,,,,,,,,,,
11,844,2006,21191.0,9998.0,17385.0,33486.0,4762.0,47315.0,19798.0,40762.0,48619.0,6281.0,,,,,,,,,,,,,
11,844,2007,25483.0,12064.0,13796.0,35436.0,5034.0,59210.0,29553.0,38585.0,57021.0,5614.0,,,,,,,,,,,,,
11,844,2008,23624.0,11356.0,20865.0,33699.0,3864.0,59031.0,28433.0,38027.0,59103.0,5113.0,,,,,,,,,,,,,
