Municipality,Year,"A Agriculture, forestry and fishing Stock Of Enterprises (unit)",B Mining and quarrying Stock Of Enterprises (unit),C Manufacturing Stock Of Enterprises (unit),"D Electricity,  gas, steam and air conditioning supply Stock Of Enterprises (unit)","E Water supply: sewerage, waste management and remediation activities Stock Of Enterprises (unit)",F Construction Stock Of Enterprises (unit),G Wholesale and retail trade: repair of motor vehicles and motorcycles Stock Of Enterprises (unit),H Transportation and storage Stock Of Enterprises (unit),I Accommodation and food service activities Stock Of Enterprises (unit),J Information and communication Stock Of Enterprises (unit),K Financial and insurance activities Stock Of Enterprises (unit),L Real estate activities Stock Of Enterprises (unit),"M Professional, scientific and technical activities Stock of Enterprises (unit)",N Administrative and support service activities Stock Of Enterprises (unit),O Public administration and defence: compulsory social security Stock Of Enterprises (unit),P Education Stock Of Enterprises (unit),Q Human health and social work activities Stock Of Enterprises (unit),"R Arts, entertainment and recreation Stock Of Enterprises (unit)",S Other service activities Stock Of Enterprises (unit),T Activities of households as employers: undifferentiated goods- and services-producing activities of households for own use Stock Of Enterprises (unit),U Activities of extraterritorial organisations and bodies Stock Of Enterprises (unit),X Industry unknown Stock Of Enterprises (unit),Region
753,2009.0,36.0,1.0,76.0,,2.0,309.0,231.0,146.0,41.0,39.0,7.0,53.0,213.0,71.0,,23.0,39.0,34.0,54.0,,,,01
753,2010.0,38.0,1.0,75.0,,2.0,318.0,242.0,147.0,40.0,41.0,8.0,58.0,229.0,73.0,,27.0,45.0,32.0,54.0,,,,01
753,2011.0,39.0,1.0,74.0,,2.0,324.0,238.0,156.0,39.0,45.0,8.0,63.0,239.0,80.0,,27.0,45.0,35.0,64.0,,,,01
753,2012.0,41.0,1.0,76.0,,2.0,325.0,248.0,143.0,43.0,45.0,8.0,68.0,255.0,83.0,,29.0,43.0,41.0,66.0,,,,01
755,2005.0,24.0,,30.0,1.0,1.0,86.0,58.0,29.0,7.0,13.0,2.0,20.0,57.0,22.0,,5.0,10.0,10.0,9.0,,,,01
755,2006.0,27.0,,31.0,1.0,,102.0,62.0,30.0,7.0,13.0,3.0,18.0,59.0,27.0,,7.0,12.0,14.0,12.0,,,,01
755,2007.0,26.0,,33.0,1.0,,105.0,72.0,29.0,7.0,16.0,3.0,20.0,62.0,28.0,,6.0,17.0,14.0,13.0,,,,01
755,2008.0,25.0,,32.0,1.0,,104.0,77.0,28.0,9.0,18.0,3.0,19.0,69.0,32.0,,10.0,22.0,16.0,16.0,,,,01
755,2009.0,27.0,,32.0,1.0,,102.0,84.0,27.0,10.0,19.0,2.0,17.0,70.0,36.0,,11.0,21.0,16.0,21.0,,,,01
755,2010.0,26.0,1.0,33.0,1.0,,107.0,82.0,27.0,9.0,20.0,3.0,20.0,74.0,38.0,,12.0,17.0,20.0,21.0,,,,01
755,2011.0,29.0,1.0,33.0,1.0,,109.0,84.0,26.0,11.0,22.0,3.0,24.0,80.0,37.0,,13.0,18.0,22.0,22.0,,,,01
755,2012.0,28.0,1.0,34.0,1.0,,104.0,85.0,29.0,12.0,23.0,3.0,23.0,77.0,39.0,,13.0,19.0,21.0,24.0,,,,01
758,2005.0,57.0,8.0,56.0,1.0,9.0,69.0,91.0,72.0,37.0,10.0,,38.0,38.0,40.0,,1.0,5.0,10.0,29.0,,,,19
758,2006.0,61.0,9.0,54.0,1.0,9.0,73.0,100.0,69.0,39.0,10.0,,41.0,37.0,46.0,,1.0,9.0,13.0,30.0,,,,19
758,2007.0,63.0,10.0,49.0,1.0,10.0,80.0,101.0,67.0,40.0,8.0,1.0,44.0,37.0,52.0,,1.0,9.0,16.0,30.0,,,,19
758,2008.0,70.0,8.0,50.0,1.0,11.0,78.0,99.0,68.0,37.0,9.0,2.0,46.0,40.0,55.0,,1.0,10.0,18.0,32.0,,,,19
758,2009.0,70.0,8.0,47.0,1.0,11.0,74.0,91.0,60.0,36.0,9.0,2.0,44.0,46.0,53.0,,1.0,12.0,17.0,33.0,,,,19
758,2010.0,73.0,13.0,45.0,1.0,12.0,75.0,87.0,60.0,34.0,8.0,3.0,44.0,47.0,59.0,,2.0,12.0,15.0,31.0,,,,19
758,2011.0,71.0,14.0,43.0,1.0,12.0,76.0,87.0,58.0,35.0,8.0,4.0,44.0,49.0,62.0,,2.0,11.0,16.0,29.0,,,,19
758,2012.0,73.0,14.0,46.0,2.0,11.0,84.0,86.0,56.0,36.0,7.0,4.0,42.0,52.0,63.0,,2.0,12.0,15.0,32.0,,1.0,,19
759,2005.0,18.0,5.0,29.0,1.0,1.0,27.0,33.0,26.0,6.0,2.0,1.0,3.0,14.0,5.0,,1.0,3.0,,8.0,,,,14
759,2006.0,21.0,4.0,29.0,1.0,1.0,28.0,38.0,23.0,7.0,2.0,1.0,3.0,15.0,7.0,,1.0,2.0,,11.0,,,,14
759,2007.0,21.0,5.0,30.0,1.0,,27.0,40.0,25.0,7.0,2.0,1.0,2.0,16.0,8.0,,1.0,2.0,,12.0,,,,14
759,2008.0,21.0,5.0,35.0,1.0,,29.0,31.0,24.0,7.0,2.0,1.0,2.0,16.0,7.0,,1.0,3.0,,11.0,,,,14
759,2009.0,23.0,4.0,32.0,1.0,,31.0,28.0,26.0,7.0,2.0,,3.0,16.0,7.0,,1.0,3.0,,11.0,,,,14
759,2010.0,25.0,4.0,34.0,1.0,,32.0,30.0,25.0,7.0,2.0,,4.0,15.0,7.0,,1.0,2.0,1.0,10.0,,,,14
759,2011.0,25.0,5.0,34.0,1.0,,29.0,31.0,23.0,7.0,2.0,,5.0,13.0,7.0,,1.0,2.0,1.0,10.0,,,,14
759,2012.0,26.0,5.0,34.0,1.0,,31.0,33.0,25.0,8.0,2.0,,6.0,14.0,6.0,,1.0,2.0,2.0,11.0,,,,14
761,2005.0,60.0,3.0,80.0,2.0,4.0,132.0,123.0,74.0,25.0,11.0,8.0,29.0,38.0,29.0,,6.0,12.0,5.0,35.0,,,,02
761,2006.0,61.0,3.0,83.0,3.0,5.0,134.0,115.0,74.0,26.0,12.0,7.0,27.0,40.0,34.0,,5.0,14.0,6.0,38.0,,,,02
761,2007.0,62.0,3.0,85.0,3.0,6.0,147.0,115.0,72.0,27.0,9.0,7.0,29.0,43.0,35.0,,5.0,16.0,7.0,36.0,,,,02
761,2008.0,65.0,3.0,89.0,3.0,5.0,160.0,118.0,77.0,28.0,10.0,7.0,30.0,45.0,35.0,,5.0,15.0,8.0,41.0,,,,02
761,2009.0,66.0,3.0,94.0,2.0,5.0,157.0,114.0,79.0,30.0,11.0,9.0,31.0,49.0,35.0,,5.0,17.0,9.0,44.0,,,,02
761,2010.0,65.0,3.0,96.0,2.0,4.0,158.0,114.0,80.0,32.0,11.0,9.0,32.0,52.0,34.0,,5.0,16.0,9.0,48.0,,,,02
761,2011.0,69.0,3.0,102.0,3.0,4.0,160.0,123.0,79.0,28.0,12.0,10.0,32.0,55.0,36.0,,7.0,17.0,7.0,47.0,,,,02
761,2012.0,75.0,4.0,101.0,3.0,4.0,170.0,125.0,79.0,28.0,12.0,10.0,33.0,58.0,42.0,,7.0,16.0,8.0,51.0,,,,02
762,2005.0,28.0,4.0,19.0,1.0,9.0,33.0,33.0,28.0,10.0,3.0,2.0,7.0,16.0,13.0,,1.0,7.0,1.0,12.0,,,,11
762,2006.0,27.0,4.0,17.0,1.0,9.0,38.0,25.0,29.0,10.0,3.0,2.0,7.0,16.0,13.0,,1.0,5.0,1.0,13.0,,,,11
762,2007.0,26.0,4.0,20.0,1.0,9.0,42.0,27.0,28.0,10.0,1.0,1.0,7.0,16.0,14.0,,1.0,6.0,1.0,14.0,,,,11
762,2008.0,24.0,4.0,20.0,1.0,9.0,47.0,31.0,27.0,10.0,1.0,1.0,6.0,20.0,13.0,,,7.0,1.0,12.0,,,,11
762,2009.0,25.0,4.0,18.0,1.0,9.0,44.0,28.0,28.0,9.0,1.0,1.0,6.0,19.0,14.0,,,8.0,2.0,11.0,,,,11
762,2010.0,26.0,4.0,16.0,1.0,9.0,41.0,31.0,29.0,9.0,1.0,1.0,5.0,20.0,12.0,,,7.0,2.0,11.0,,,,11
762,2011.0,27.0,5.0,16.0,1.0,9.0,44.0,30.0,30.0,7.0,1.0,2.0,6.0,19.0,11.0,,,7.0,2.0,12.0,,,,11
762,2012.0,29.0,5.0,19.0,1.0,10.0,40.0,32.0,27.0,6.0,1.0,2.0,6.0,18.0,11.0,,,7.0,2.0,12.0,,,,11
765,2005.0,43.0,12.0,58.0,1.0,6.0,86.0,96.0,57.0,39.0,3.0,5.0,45.0,38.0,31.0,,5.0,14.0,18.0,19.0,,,,18
765,2006.0,43.0,12.0,56.0,1.0,7.0,91.0,96.0,61.0,40.0,4.0,5.0,45.0,42.0,33.0,,5.0,18.0,19.0,19.0,,,,18
765,2007.0,46.0,14.0,53.0,1.0,7.0,102.0,98.0,59.0,41.0,5.0,7.0,46.0,51.0,35.0,,4.0,18.0,20.0,19.0,,,,18
765,2008.0,48.0,14.0,57.0,2.0,10.0,103.0,98.0,64.0,42.0,5.0,8.0,52.0,51.0,41.0,,5.0,15.0,21.0,23.0,,,,18
765,2009.0,53.0,15.0,59.0,2.0,10.0,99.0,100.0,64.0,39.0,4.0,8.0,54.0,48.0,43.0,,5.0,16.0,20.0,25.0,,,,18
765,2010.0,56.0,15.0,57.0,3.0,11.0,106.0,101.0,59.0,41.0,3.0,8.0,51.0,57.0,45.0,,5.0,15.0,22.0,24.0,,,,18
765,2011.0,55.0,14.0,57.0,3.0,11.0,109.0,102.0,58.0,38.0,4.0,8.0,49.0,55.0,43.0,,5.0,15.0,23.0,29.0,,,,18
765,2012.0,59.0,13.0,55.0,3.0,10.0,109.0,101.0,56.0,38.0,3.0,7.0,58.0,56.0,44.0,,5.0,16.0,21.0,29.0,,,,18
766,2005.0,2.0,,1.0,,,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,21
766,2006.0,3.0,,1.0,,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,21
766,2007.0,3.0,,1.0,,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,21
766,2008.0,2.0,,1.0,,,2.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,21
766,2009.0,2.0,,,,,2.0,2.0,1.0,,,1.0,,,,,,,,,,,,21
766,2010.0,2.0,,,,,2.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,21
766,2011.0,2.0,,,,,2.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,21
766,2012.0,2.0,,,,,2.0,3.0,1.0,1.0,,1.0,,,,,,,,,,,,21
768,2005.0,29.0,2.0,22.0,3.0,2.0,27.0,32.0,20.0,11.0,2.0,1.0,7.0,16.0,16.0,,1.0,2.0,3.0,7.0,,,,10
768,2006.0,30.0,2.0,24.0,3.0,1.0,28.0,29.0,22.0,14.0,3.0,1.0,8.0,16.0,16.0,,,2.0,3.0,7.0,,,,10
768,2007.0,30.0,2.0,25.0,3.0,1.0,27.0,27.0,22.0,15.0,3.0,1.0,9.0,16.0,16.0,,,2.0,4.0,7.0,,,,10
768,2008.0,30.0,2.0,26.0,3.0,1.0,28.0,28.0,20.0,15.0,3.0,1.0,7.0,17.0,17.0,,,2.0,3.0,7.0,,,,10
768,2009.0,31.0,2.0,25.0,3.0,1.0,31.0,28.0,19.0,15.0,3.0,1.0,8.0,15.0,17.0,,,2.0,3.0,8.0,,,,10
768,2010.0,29.0,2.0,25.0,3.0,1.0,30.0,27.0,18.0,14.0,3.0,1.0,9.0,15.0,19.0,,,2.0,3.0,8.0,,,,10
768,2011.0,29.0,2.0,26.0,3.0,1.0,32.0,27.0,19.0,14.0,3.0,1.0,9.0,15.0,18.0,,,3.0,4.0,7.0,,,,10
768,2012.0,29.0,2.0,27.0,3.0,1.0,34.0,26.0,18.0,16.0,3.0,2.0,9.0,14.0,17.0,,,3.0,3.0,9.0,,,,10
771,2005.0,5.0,,3.0,,4.0,19.0,15.0,3.0,7.0,,,1.0,6.0,4.0,,1.0,1.0,1.0,,,,,21
771,2006.0,5.0,,3.0,,4.0,23.0,14.0,3.0,6.0,,,1.0,7.0,4.0,,1.0,1.0,1.0,1.0,,,,21
771,2007.0,4.0,,4.0,,4.0,22.0,13.0,2.0,6.0,,,1.0,7.0,6.0,,1.0,1.0,2.0,,,,,21
771,2008.0,5.0,,4.0,,4.0,22.0,11.0,2.0,6.0,,,1.0,7.0,6.0,,1.0,2.0,2.0,,,,,21
771,2009.0,5.0,,4.0,,4.0,21.0,10.0,3.0,6.0,,,1.0,9.0,6.0,,1.0,2.0,1.0,1.0,,,,21
771,2010.0,5.0,,4.0,,4.0,20.0,8.0,3.0,5.0,,,1.0,9.0,6.0,,1.0,3.0,1.0,1.0,,,,21
771,2011.0,5.0,,4.0,,4.0,19.0,9.0,4.0,5.0,,,1.0,8.0,7.0,,1.0,3.0,1.0,1.0,,,,21
771,2012.0,6.0,,4.0,,4.0,21.0,10.0,4.0,7.0,1.0,,1.0,9.0,7.0,,1.0,3.0,1.0,1.0,,,,21
777,2005.0,39.0,,45.0,,3.0,40.0,58.0,65.0,18.0,,3.0,22.0,20.0,15.0,,2.0,10.0,4.0,27.0,,,,18
777,2006.0,37.0,,45.0,,3.0,41.0,61.0,64.0,22.0,1.0,3.0,24.0,19.0,14.0,,2.0,10.0,4.0,30.0,,,,18
777,2007.0,40.0,,38.0,1.0,3.0,46.0,60.0,60.0,20.0,1.0,3.0,24.0,25.0,19.0,,2.0,13.0,4.0,26.0,,,,18
777,2008.0,42.0,1.0,38.0,1.0,3.0,48.0,60.0,62.0,20.0,1.0,2.0,23.0,23.0,24.0,,2.0,13.0,6.0,29.0,,,,18
777,2009.0,42.0,1.0,38.0,1.0,4.0,50.0,59.0,64.0,17.0,1.0,2.0,22.0,20.0,25.0,,2.0,12.0,7.0,31.0,,,,18
777,2010.0,44.0,1.0,40.0,2.0,4.0,45.0,58.0,63.0,22.0,1.0,2.0,22.0,18.0,26.0,,3.0,10.0,6.0,28.0,,,,18
777,2011.0,45.0,1.0,35.0,2.0,4.0,48.0,60.0,61.0,24.0,1.0,2.0,20.0,17.0,28.0,,4.0,11.0,5.0,26.0,,,,18
777,2012.0,43.0,1.0,30.0,1.0,4.0,50.0,60.0,66.0,25.0,,2.0,21.0,21.0,25.0,,4.0,9.0,6.0,27.0,,,,18
778,2005.0,82.0,1.0,53.0,,6.0,45.0,90.0,38.0,24.0,3.0,6.0,20.0,26.0,17.0,,2.0,9.0,4.0,26.0,,,,11
778,2006.0,82.0,1.0,53.0,,6.0,50.0,92.0,38.0,23.0,5.0,6.0,22.0,29.0,20.0,,3.0,11.0,4.0,25.0,,,,11
778,2007.0,84.0,1.0,54.0,,8.0,54.0,102.0,35.0,23.0,5.0,6.0,23.0,31.0,21.0,,3.0,12.0,5.0,28.0,,,,11
778,2008.0,81.0,1.0,53.0,1.0,8.0,57.0,106.0,36.0,21.0,7.0,6.0,26.0,32.0,23.0,,3.0,11.0,5.0,28.0,,,,11
778,2009.0,79.0,2.0,54.0,1.0,8.0,61.0,109.0,35.0,20.0,6.0,7.0,25.0,31.0,24.0,,2.0,11.0,5.0,32.0,,,,11
778,2010.0,77.0,2.0,58.0,1.0,9.0,67.0,102.0,35.0,21.0,7.0,6.0,28.0,31.0,22.0,,3.0,11.0,5.0,33.0,,,,11
778,2011.0,70.0,2.0,54.0,1.0,9.0,69.0,104.0,33.0,20.0,5.0,5.0,32.0,31.0,19.0,,4.0,11.0,5.0,33.0,,,,11
778,2012.0,69.0,2.0,53.0,1.0,9.0,72.0,100.0,33.0,21.0,6.0,5.0,31.0,29.0,20.0,,4.0,12.0,6.0,36.0,,,,11
781,2005.0,24.0,,41.0,3.0,4.0,45.0,49.0,30.0,13.0,3.0,4.0,10.0,17.0,14.0,,1.0,2.0,3.0,17.0,,,,07
781,2006.0,23.0,,39.0,3.0,4.0,47.0,49.0,28.0,14.0,4.0,4.0,10.0,17.0,14.0,,1.0,2.0,4.0,14.0,,,,07
781,2007.0,24.0,,39.0,3.0,4.0,51.0,51.0,26.0,17.0,5.0,3.0,11.0,18.0,12.0,,1.0,3.0,4.0,13.0,,,,07
781,2008.0,23.0,,39.0,3.0,4.0,51.0,52.0,29.0,19.0,5.0,3.0,10.0,16.0,15.0,,1.0,5.0,4.0,15.0,,,,07
781,2009.0,22.0,,39.0,3.0,4.0,51.0,52.0,29.0,18.0,5.0,2.0,13.0,15.0,17.0,,1.0,6.0,4.0,18.0,,,,07
781,2010.0,23.0,,39.0,3.0,4.0,49.0,51.0,29.0,15.0,5.0,3.0,15.0,16.0,17.0,,1.0,7.0,3.0,18.0,,,,07
781,2011.0,25.0,,40.0,3.0,4.0,51.0,52.0,26.0,16.0,5.0,3.0,15.0,17.0,17.0,,1.0,7.0,4.0,15.0,,,,07
781,2012.0,25.0,,38.0,3.0,4.0,50.0,51.0,24.0,17.0,5.0,3.0,13.0,16.0,16.0,,1.0,8.0,4.0,16.0,,,,07
783,2005.0,19.0,6.0,26.0,4.0,1.0,52.0,68.0,36.0,13.0,4.0,3.0,13.0,32.0,11.0,,4.0,3.0,4.0,20.0,,,,04
783,2006.0,20.0,6.0,32.0,4.0,1.0,52.0,71.0,36.0,15.0,4.0,3.0,13.0,31.0,12.0,,4.0,3.0,4.0,20.0,,,,04
783,2007.0,21.0,6.0,35.0,4.0,1.0,57.0,72.0,40.0,14.0,4.0,3.0,10.0,32.0,11.0,,5.0,3.0,5.0,21.0,,,,04
783,2008.0,19.0,6.0,37.0,4.0,1.0,60.0,72.0,42.0,11.0,4.0,3.0,10.0,33.0,14.0,,5.0,4.0,5.0,23.0,,,,04
783,2009.0,20.0,5.0,35.0,3.0,1.0,64.0,69.0,42.0,9.0,5.0,3.0,12.0,34.0,14.0,,6.0,5.0,6.0,29.0,,,,04
783,2010.0,19.0,5.0,35.0,3.0,1.0,67.0,65.0,43.0,8.0,5.0,2.0,14.0,36.0,16.0,,6.0,4.0,7.0,32.0,,,,04
783,2011.0,22.0,5.0,37.0,3.0,1.0,69.0,66.0,46.0,10.0,6.0,2.0,15.0,37.0,21.0,,6.0,5.0,7.0,33.0,,,,04
783,2012.0,24.0,5.0,33.0,3.0,1.0,73.0,62.0,46.0,10.0,6.0,3.0,16.0,36.0,18.0,,6.0,5.0,8.0,35.0,,,,04
831,2005.0,24.0,2.0,25.0,1.0,,59.0,30.0,25.0,11.0,2.0,3.0,14.0,18.0,12.0,,2.0,2.0,1.0,8.0,,,,09
831,2006.0,24.0,2.0,26.0,1.0,,61.0,31.0,26.0,14.0,1.0,2.0,15.0,22.0,15.0,,2.0,4.0,3.0,7.0,,,,09
831,2007.0,25.0,2.0,26.0,1.0,,62.0,31.0,27.0,14.0,1.0,2.0,16.0,24.0,11.0,,2.0,6.0,2.0,7.0,,,,09
831,2008.0,22.0,2.0,25.0,1.0,,67.0,34.0,27.0,12.0,2.0,2.0,17.0,29.0,12.0,,4.0,6.0,1.0,6.0,,,,09
831,2009.0,23.0,2.0,25.0,1.0,,70.0,41.0,26.0,12.0,4.0,3.0,15.0,29.0,11.0,,4.0,7.0,2.0,6.0,,,,09
831,2010.0,22.0,2.0,28.0,1.0,,80.0,43.0,29.0,13.0,4.0,2.0,15.0,29.0,13.0,,5.0,7.0,2.0,7.0,,,,09
831,2011.0,18.0,2.0,28.0,1.0,,76.0,46.0,26.0,15.0,3.0,2.0,16.0,33.0,16.0,,5.0,6.0,2.0,9.0,,,,09
831,2012.0,18.0,2.0,27.0,1.0,,75.0,45.0,27.0,14.0,3.0,2.0,16.0,36.0,17.0,,5.0,7.0,5.0,9.0,,,,09
832,2005.0,17.0,,15.0,1.0,5.0,25.0,36.0,28.0,12.0,,1.0,4.0,7.0,18.0,,2.0,4.0,6.0,9.0,,,,17
832,2006.0,17.0,,16.0,1.0,5.0,29.0,38.0,28.0,14.0,,1.0,1.0,8.0,19.0,,2.0,4.0,6.0,10.0,,,,17
832,2007.0,14.0,,16.0,1.0,5.0,30.0,35.0,27.0,13.0,,1.0,1.0,10.0,18.0,,2.0,3.0,8.0,10.0,,,,17
832,2008.0,12.0,,16.0,1.0,5.0,31.0,29.0,27.0,15.0,,1.0,1.0,9.0,16.0,,2.0,3.0,7.0,11.0,,,,17
832,2009.0,10.0,,16.0,1.0,6.0,31.0,30.0,26.0,16.0,,1.0,1.0,8.0,18.0,,2.0,3.0,7.0,14.0,,,,17
832,2010.0,11.0,,15.0,1.0,6.0,29.0,35.0,28.0,14.0,,1.0,2.0,8.0,18.0,,1.0,5.0,7.0,14.0,,,,17
832,2011.0,12.0,,14.0,1.0,6.0,29.0,36.0,25.0,15.0,,2.0,2.0,10.0,19.0,,1.0,4.0,7.0,15.0,,,,17
832,2012.0,12.0,,14.0,1.0,6.0,30.0,36.0,24.0,14.0,,3.0,2.0,11.0,19.0,,1.0,5.0,8.0,14.0,,,,17
833,2005.0,9.0,1.0,21.0,,2.0,29.0,14.0,13.0,7.0,1.0,1.0,7.0,10.0,4.0,,1.0,1.0,,7.0,,,,02
833,2006.0,10.0,1.0,22.0,,2.0,28.0,16.0,14.0,8.0,1.0,1.0,7.0,13.0,4.0,,1.0,1.0,,8.0,,,,02
833,2007.0,10.0,1.0,22.0,,2.0,32.0,16.0,15.0,8.0,2.0,1.0,7.0,12.0,5.0,,1.0,1.0,,7.0,,,,02
833,2008.0,13.0,1.0,22.0,,3.0,31.0,16.0,15.0,7.0,2.0,1.0,8.0,12.0,5.0,,1.0,2.0,1.0,8.0,,,,02
833,2009.0,13.0,1.0,19.0,1.0,3.0,33.0,18.0,15.0,7.0,3.0,1.0,9.0,12.0,6.0,,1.0,2.0,1.0,9.0,,,,02
833,2010.0,14.0,1.0,20.0,1.0,3.0,31.0,19.0,16.0,8.0,5.0,1.0,10.0,11.0,6.0,,2.0,2.0,3.0,11.0,,,,02
833,2011.0,14.0,1.0,21.0,1.0,4.0,33.0,19.0,14.0,9.0,4.0,1.0,10.0,13.0,6.0,,2.0,1.0,3.0,10.0,,,,02
833,2012.0,14.0,1.0,22.0,1.0,5.0,34.0,19.0,14.0,9.0,4.0,1.0,10.0,12.0,6.0,,2.0,1.0,3.0,9.0,,,,02
834,2005.0,24.0,2.0,61.0,1.0,6.0,73.0,58.0,36.0,11.0,8.0,,22.0,24.0,20.0,,3.0,5.0,8.0,15.0,,,,05
834,2006.0,24.0,2.0,58.0,1.0,6.0,83.0,65.0,36.0,13.0,9.0,,21.0,28.0,23.0,,3.0,7.0,10.0,15.0,,,,05
834,2007.0,27.0,2.0,58.0,1.0,6.0,88.0,69.0,36.0,15.0,9.0,,21.0,31.0,24.0,,3.0,8.0,12.0,15.0,,,,05
834,2008.0,28.0,2.0,55.0,1.0,6.0,89.0,68.0,41.0,15.0,8.0,,20.0,31.0,26.0,,3.0,10.0,12.0,16.0,,,,05
834,2009.0,30.0,2.0,55.0,1.0,6.0,89.0,68.0,41.0,17.0,8.0,,21.0,31.0,22.0,,5.0,9.0,10.0,16.0,,,,05
834,2010.0,30.0,2.0,58.0,1.0,6.0,88.0,63.0,41.0,20.0,7.0,1.0,21.0,33.0,25.0,,4.0,6.0,11.0,17.0,,,,05
834,2011.0,31.0,2.0,58.0,1.0,6.0,91.0,61.0,42.0,19.0,8.0,1.0,22.0,34.0,27.0,,3.0,6.0,10.0,17.0,1.0,,,05
834,2012.0,33.0,2.0,57.0,1.0,6.0,96.0,63.0,42.0,17.0,9.0,,22.0,34.0,27.0,,5.0,7.0,10.0,18.0,1.0,,,05
837,2005.0,62.0,6.0,942.0,9.0,8.0,1162.0,2217.0,581.0,530.0,614.0,115.0,1066.0,1746.0,416.0,1.0,159.0,280.0,230.0,764.0,2.0,,,06
837,2006.0,71.0,6.0,927.0,10.0,10.0,1228.0,2251.0,608.0,540.0,646.0,121.0,1091.0,1874.0,441.0,,173.0,294.0,267.0,783.0,2.0,,,06
837,2007.0,76.0,6.0,939.0,10.0,12.0,1319.0,2262.0,623.0,541.0,706.0,124.0,1140.0,2006.0,472.0,,186.0,313.0,294.0,837.0,,,,06
837,2008.0,72.0,4.0,951.0,10.0,13.0,1355.0,2293.0,624.0,543.0,744.0,131.0,1148.0,2149.0,497.0,,195.0,340.0,323.0,894.0,1.0,,,06
837,2009.0,77.0,5.0,958.0,13.0,12.0,1369.0,2289.0,622.0,584.0,802.0,136.0,1160.0,2249.0,544.0,,204.0,359.0,340.0,940.0,1.0,,,06
837,2010.0,73.0,4.0,965.0,13.0,14.0,1357.0,2266.0,630.0,598.0,815.0,139.0,1178.0,2379.0,578.0,,233.0,390.0,349.0,998.0,,,,06
837,2011.0,75.0,3.0,961.0,14.0,13.0,1395.0,2287.0,615.0,608.0,875.0,145.0,1217.0,2495.0,617.0,,262.0,401.0,385.0,1094.0,,,,06
837,2012.0,78.0,4.0,965.0,16.0,14.0,1386.0,2321.0,607.0,629.0,967.0,148.0,1206.0,2596.0,628.0,,284.0,419.0,418.0,1177.0,,,,06
838,2005.0,7.0,1.0,29.0,,2.0,22.0,14.0,16.0,2.0,3.0,1.0,4.0,7.0,7.0,,,3.0,2.0,4.0,,,,
838,2006.0,8.0,1.0,30.0,,2.0,25.0,16.0,15.0,3.0,4.0,1.0,4.0,7.0,6.0,,,4.0,2.0,5.0,,,,
838,2007.0,8.0,1.0,31.0,,2.0,32.0,16.0,15.0,5.0,4.0,1.0,3.0,6.0,7.0,,,5.0,2.0,7.0,,,,
838,2008.0,9.0,1.0,31.0,,2.0,33.0,17.0,15.0,6.0,3.0,1.0,4.0,8.0,8.0,,1.0,6.0,2.0,8.0,,,,
838,2009.0,11.0,1.0,32.0,,1.0,32.0,18.0,15.0,6.0,3.0,1.0,4.0,8.0,11.0,,1.0,6.0,2.0,9.0,,,,
838,2010.0,11.0,1.0,33.0,,1.0,31.0,18.0,15.0,6.0,3.0,1.0,4.0,10.0,11.0,,1.0,5.0,2.0,11.0,,,,
838,2011.0,11.0,1.0,34.0,,1.0,33.0,18.0,13.0,6.0,3.0,1.0,4.0,9.0,11.0,,1.0,5.0,2.0,11.0,,,,
838,2012.0,11.0,,33.0,,1.0,31.0,20.0,13.0,6.0,3.0,1.0,4.0,8.0,11.0,,1.0,5.0,3.0,13.0,,,,
844,2005.0,12.0,3.0,10.0,,3.0,11.0,10.0,14.0,4.0,,1.0,3.0,7.0,3.0,,4.0,1.0,3.0,6.0,,,,11
844,2006.0,12.0,3.0,12.0,,3.0,12.0,8.0,14.0,3.0,1.0,1.0,3.0,7.0,3.0,,4.0,2.0,2.0,8.0,,,,11
844,2007.0,13.0,3.0,11.0,,3.0,13.0,9.0,13.0,3.0,1.0,1.0,2.0,7.0,4.0,,4.0,1.0,2.0,8.0,,,,11
844,2008.0,13.0,3.0,10.0,1.0,3.0,15.0,10.0,13.0,2.0,,1.0,3.0,7.0,4.0,,4.0,1.0,2.0,7.0,,,,11
844,2009.0,12.0,3.0,8.0,1.0,3.0,14.0,9.0,14.0,3.0,,1.0,3.0,8.0,4.0,,4.0,1.0,2.0,7.0,,,,11
844,2010.0,13.0,2.0,8.0,1.0,3.0,15.0,8.0,13.0,5.0,,1.0,3.0,9.0,4.0,,5.0,1.0,3.0,7.0,,,,11
844,2011.0,15.0,1.0,8.0,1.0,3.0,16.0,7.0,12.0,4.0,,1.0,4.0,9.0,6.0,,5.0,1.0,3.0,8.0,,,,11
844,2012.0,17.0,1.0,8.0,1.0,3.0,17.0,8.0,12.0,3.0,1.0,1.0,4.0,8.0,7.0,,5.0,3.0,3.0,7.0,,,,11
845,2005.0,18.0,8.0,27.0,3.0,1.0,29.0,20.0,27.0,11.0,1.0,2.0,8.0,15.0,4.0,,,2.0,,8.0,,,,19
