Region code,Region name,Year,GDP per capita (euro at current prices),Net disposable household income,Imports (euro),Exports (euro),"Gross value added (millions of euro), A Agriculture, forestry and fishing (01-03)","Gross value added (millions of euro), B Mining and quarrying (05-09)","Gross value added (millions of euro), C Manufacturing (10-33)","Gross value added (millions of euro), D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)","Gross value added (millions of euro), F Construction (41-43)","Gross value added (millions of euro), G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47)","Gross value added (millions of euro), H Transportation and storage (49-53)","Gross value added (millions of euro), I Accommodation and food service activities (55-56)","Gross value added (millions of euro), J Information and communication (58-63)","Gross value added (millions of euro), K Financial and insurance activities (64-66)","Gross value added (millions of euro), L Real estate activities","Gross value added (millions of euro), M Professional, scientific and technical activities (69-75)","Gross value added (millions of euro), N Administrative and support service activities (77-82)","Gross value added (millions of euro), O Public administration and defence; compulsory social security (84)","Gross value added (millions of euro), P Education (85)","Gross value added (millions of euro), Q Human health and social work activities (86-88)","Gross value added (millions of euro), R, S Other service activities (90-96)","Gross value added (millions of euro),  T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (97-98)",Mean household debt,Population with a higher university level degree,Population with a lowest level tertiary or lower university level degree,Total population aged 0 - 24 years,Total population aged 25 - 39 years,Total population aged 40 - 59 years,Total population aged 60+ years,Total (population),Total population employed in Primary production sector,Total population employed in Processing sector,Total population employed in Services sector
1,Uusimaa,2000,36270.1,21447,,,255.5,40.8,15598.9,964.9,2501.6,5985.4,3248.8,609.3,3475.9,2205.2,4110.6,2677.2,1070.4,2374,1808.3,2503.3,1123.2,12.4,,,,,,,,,,,
1,Uusimaa,2001,38454.8,21341,,,235.4,43.4,16651.9,1049.8,2766.6,6491.5,3325.1,736.1,4055.9,2341.5,4309,2818.8,1202.1,2481.2,1906.9,2767.8,1154.7,7.7,,,,,,,,,,,
1,Uusimaa,2002,38552.7,22305,,,246.1,39.1,15138.7,1145.8,2449.9,6530.9,3381.9,751.4,4565.4,2108.8,4661.6,2828.2,1253.7,2506.5,1981.8,2977.4,1256.3,8.9,,,,,,,,,,,
1,Uusimaa,2003,38643.2,23552,,,235.6,34.6,15059.6,1354.2,2567,6380.4,3269.9,767.4,4293.5,1982.5,4864.7,2929.8,1366.6,2635.8,2043.4,3056,1299.9,11.4,72939.88461538461,,,,,,,,,,
1,Uusimaa,2004,40312.2,24999,,,233.9,42.8,15142.6,1343.7,2754.4,6842.6,3266.5,851.3,4858.8,2246,4920.7,3105.6,1545.6,2852.3,2125.5,3181.5,1268.6,16.7,81832.23076923077,,,,,,,,,,
1,Uusimaa,2005,41705,26015,,,221.4,34.3,16235.7,1417.9,2926.1,6995.2,3437.1,891.1,4330.3,2525.2,5283.1,3258.3,1705.4,2870.7,2276.7,3337.5,1474.7,16.9,93132.61538,,,,,,,,,,
1,Uusimaa,2006,43989.1,26950,,,207.5,46.1,17569.9,1720,3063.1,7027.3,3363.3,946.9,4375.2,2741,5538.2,3543.1,1877,3588.1,2320.3,3527.1,1636,17.5,101449.23076923077,,,,,,,,,,
1,Uusimaa,2007,47355.2,29069,,,236.6,32.2,19158.1,1788.2,3477.2,7910.3,3792.8,1052.1,4948,3256.6,5664.3,3985,2053.4,3821.1,2426.6,3720.8,1699.9,17.1,107646.57692307692,,,,,,,,,,
1,Uusimaa,2008,48910.2,29959,,,253.7,22.8,18870.2,1774.6,3590,8583.1,3661.7,1148.5,5092.6,2973,6328.6,4334.6,2611.3,4180.6,2612,3906.9,1911,23.7,109173.76923076923,,,,,,,,,,
1,Uusimaa,2009,46620.1,31137,,,217.1,77.3,14534.3,2229.6,3510.4,7800.7,3108.9,1084.9,5069.1,3030.7,6592.7,4088.6,2323.4,4417.3,2773.7,4285.2,1950.5,25.5,112624.34615384616,,,,,,,,,,
1,Uusimaa,2010,47943.9,33234,,,225.1,75.2,15811.8,2370.2,3561.6,7841.1,3447.4,1089.9,5200.9,2846.9,6673.3,4242.7,2523,4781.2,2909.4,4390.3,2040.2,28.6,116941.15384615384,170085,268622,444063,326770,417818,314623,1503274,3192,111588,549909
1,Uusimaa,2011,48614,34636,,,201.9,65.5,14785.2,2207.8,3521.6,8706.4,3544,1136.1,5455.9,2974,7052.2,4591.6,2542.9,3957.9,3025.6,4479.7,2168.3,31.8,116862.46153846152,175624,273653,447164,331049,417755,323207,1519175,3062,113543,560193
1,Uusimaa,2012,48536.8,35093,,,198,70.5,11156.4,1956.6,3865.8,9294.5,3570.8,1178.1,5703.1,3137.1,7260.5,4886.2,2668.9,3991.2,3274,4897.1,2207.1,40.2,127215.3846153846,181894,278338,450804,336391,417782,332089,1537066,3186,112512,571369
1,Uusimaa,2013,49746.8,36204,,,199.5,48.4,13413,1875.4,3924.9,9242.9,3709.4,1039.9,6005.4,3056.5,7505.5,4836.7,2747.2,4251.5,3307.8,5022.9,2286.8,46,128090.84615384616,189729,284718,453236,343239,418122,340420,1555017,3153,109822,565767
1,Uusimaa,2014,49522.7,36825,,,210.9,64.4,14165.7,2235.6,3713.6,8223.4,3707.7,1094.9,6457.9,3561,7860.3,4833.4,2742,3923.9,3454.4,5041.3,2285.6,55.8,126919.6153846154,195740,288609,455413,347864,420295,348359,1571931,3028,106897,557266
1,Uusimaa,2015,51046.2,38178,33474000000,16912000000,217.5,7.7,15675.9,2091,3993.3,8411.8,3745.8,1160.8,6835.1,3535.4,8322,4952,2863.6,4107.7,3666.6,5283.8,2329.5,57.2,128305.80769230767,201058,291433,456475,352227,423623,356694,1589019,3113,106380,555828
1,Uusimaa,2016,51914,38637,34441000000,15850000000,219.8,47,15052.8,2250.4,4547.2,8250.4,3734.9,1220.7,7101,3910.6,8530.5,5048.4,3201.1,4159.3,3462.2,5414.6,2406.4,64.6,131136.65384615384,207805,295835,457391,357604,426846,364735,1606576,2858,108222,561703
1,Uusimaa,2017,53512.8,39634,36814000000,18255000000,214.5,70,17187,2300.8,4877.4,8617.2,3912.4,1334.6,7408.4,4035.8,8873.6,5282.7,3502.8,3851.6,3459.7,5453.5,2416.2,65.4,130340.84615384616,216261,300755,457418,363742,430520,372569,1624249,2930,111935,575589
1,Uusimaa,2018,54982,41960,38838000000,18717000000,234.3,70.7,15707.5,2491.9,5306.2,8723.5,3957,1431.5,7605.5,4230.2,9677,5614.7,3817.1,4005.8,3540.7,5623,2574.7,73.5,129762.34615384616,228132,309572,456472,369411,434450,379938,1640271,2784,115391,588057
1,Uusimaa,2019,56756.6,42957,38416000000,19361000000,244.7,50.6,16927.2,2726.2,5513.9,8751.4,4194.8,1523.3,8041.6,3797.1,10053.9,5659.8,4255.7,4185.6,3745,5895.5,2998.3,76.8,129520.42307692308,236407,314090,456320,376282,438771,388184,1659557,2689,113789,584836
1,Uusimaa,2020,55424.5,43850,33873000000,16571000000,231.6,51,17002,2792.9,5817.5,9233.4,2684.9,856.8,8344.9,3853.5,10116,5935.6,3786.5,4337,3787.1,6128.8,2814.1,77.5,131815.84615384616,245295,317265,455702,381118,442293,395390,1674503,2593,113751,578326
1,Uusimaa,2021,57622.9,47883,40962000000,19341000000,244.2,30,16853.4,3061.4,5554.5,9553.2,2884.8,844.9,9226.1,4446.4,10931.6,6357.2,3861.1,4398,3950.8,6591.8,2918.8,83.7,132178.3076923077,251638,319218,455843,382903,445284,402439,1686469,2711,121167,605067
1,Uusimaa,2022,60375.8,50355,52476000000,23877000000,270.3,25,21942.5,3531.8,5605.8,9552.8,3764.5,1289.4,8829,4958,9328.1,6638.9,4071.4,4603,4117.3,6960.2,3126,92.2,125340.92307692308,257566,320718,457295,387174,450489,409029,1703987,2688,124267,628072
1,Uusimaa,2023,,,45234000000,25849000000,284.8,,,,,,,,,,,,,,,,,,,269458,326742,461928,393410,456991,417127,1729456,2703,121485,637982
1,Uusimaa,2024,,,42750000000,22418000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Uusimaa,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Southwest Finland,2000,26094,5744,,,364.3,25.4,,,725.8,675.5,570.7,135.7,268.4,297.3,,307.1,224.1,447.1,517.3,774.7,200.4,4.9,,,,,,,,,,,
2,Southwest Finland,2001,26551.8,5876,,,348.7,28.7,,,737.1,767.2,690.9,155.8,347.1,326.3,,339.5,205.4,477,559.2,848.8,223.5,5.1,,,,,,,,,,,
2,Southwest Finland,2002,29570.2,6165,,,358.2,26.9,6858.2,247.3,767.4,808.1,695.8,154.8,401.2,281,1057.3,354.7,236.1,572.9,589.9,883.8,228.7,5.4,,,,,,,,,,,
2,Southwest Finland,2003,29065.6,6447,,,348.1,27.3,6097.3,265.7,694.5,843.4,727.4,170,353.2,246.7,1140.7,369.7,255.4,559.2,620.3,945.9,243,6.7,72501.55555555556,,,,,,,,,,
2,Southwest Finland,2004,30627.2,6780,,,342.9,29.3,6541.3,286.7,741.4,914.7,699.5,185.5,393.5,258.3,1248.6,387.6,248.3,563.1,656.2,1003.9,264.4,8.6,78301.37037037036,,,,,,,,,,
2,Southwest Finland,2005,31344.2,6968,,,327.6,30.3,6805.2,301.6,843.5,884.5,631.8,184.5,374.2,272.5,1244.9,425.7,318.1,588.5,690.4,1060.8,260.4,9.2,85237.48148148147,,,,,,,,,,
2,Southwest Finland,2006,32924.9,7426,,,234.4,31.2,7077.6,345.7,954.1,1026,694.8,195.1,411.7,292.6,1276.5,462.9,370.5,544.2,708.4,1137,281.1,9.4,93198.81481481482,,,,,,,,,,
2,Southwest Finland,2007,36024.5,7795,,,321.6,46.1,8378.3,340.2,1033.6,1065,741.3,213.1,441.7,322.8,1354.9,523.9,415.2,572.3,739,1211.5,282.4,9.8,97758.70370370372,,,,,,,,,,
2,Southwest Finland,2008,36529.7,8069,,,331.9,37.4,8413.6,348.1,1093.3,1167.4,729.6,224.4,405.9,280.6,1404.8,437.9,428.5,604.9,793.4,1312.8,329.9,10.1,101017.70370370372,,,,,,,,,,
2,Southwest Finland,2009,33380,8275,,,305.6,30.1,5910.4,185.7,974.8,1107.2,704.3,191.6,371.8,332.8,1454.9,710.2,363.7,621.4,793.9,1365.1,339.5,10.5,105135.44444444444,,,,,,,,,,
2,Southwest Finland,2010,31680,8674,,,318.1,25,4822.6,254.4,952.2,1108,703,190.7,354.8,322.1,1471.6,658.9,396.4,576.5,766.5,1411.6,363,11.8,108749.48148148147,31742,74454,128354,85478,124867,120671,459370,4705,44422,122440
2,Southwest Finland,2011,33911,9069,,,301.1,28.3,5052.5,262.2,962.2,1166.2,724.6,219.3,378.4,343.5,1611,643.6,444.5,757.8,804.9,1462.7,368.4,11.6,108504.66666666669,32689,75574,128546,85662,123607,123404,461219,4624,46264,125148
2,Southwest Finland,2012,33863.1,9186,,,290.7,22.8,4226.2,259.3,975.8,1111.3,671.7,239.7,373.8,334.1,1684.3,600.3,464.6,784.5,880.7,1552.6,368.4,13.6,114816.5925925926,33714,76827,128685,85983,122045,126252,462965,4561,44081,128377
2,Southwest Finland,2013,33902.3,9376,,,281.3,24.4,4158.7,338.4,957.4,1119.1,679.1,250.1,399.1,347.2,1680.4,634.5,450.9,779.1,899.7,1605.7,375.7,17,115635.51851851853,35092,78299,128492,87053,120570,128663,464778,4580,41286,124632
2,Southwest Finland,2014,34387.2,9500,,,305.2,31,4213.7,302,937.4,1249.8,663.6,243.8,401.6,390.5,1732.7,606.9,480,785.8,838.5,1619.6,378.6,24.1,114606.96296296296,36219,79383,128777,87566,119854,131362,467559,4318,40187,121709
2,Southwest Finland,2015,34417.8,9691,3431000000,4647000000,292.5,21.8,4407,267.3,961,1172,694.4,244.9,388.9,425.5,1837.2,577.6,483,632.7,850.3,1740.7,368.8,24.7,115761.14814814816,37127,80277,127780,87719,119078,133776,468353,4448,39710,122309
2,Southwest Finland,2016,36103,9803,3033000000,4000000000,333.9,16.8,4809.3,241.3,1080.5,1236.2,668.1,250.9,437.3,441.2,1936.3,623.7,490.3,625.6,838,1769.3,375.2,27.4,117739.18518518518,38159,81346,126829,88069,118376,135966,469240,4167,40748,122959
2,Southwest Finland,2017,38440.6,10052,4510000000,5763000000,342.6,21.6,5229.8,275.4,1180.9,1295.7,713.4,270.9,450.8,577.1,2013.3,718.1,562.8,625.3,856.9,1788.2,397.2,27.8,116988.29629629628,39489,82828,126192,88925,118537,137659,471313,4183,44394,125270
2,Southwest Finland,2018,39544.4,10380,5232000000,6370000000,350.2,26.6,5611.1,283.4,1251.6,1323.1,705.9,266.6,470.5,464.3,2136.5,744.4,584.2,650.7,897.9,1858.2,399.2,24.7,114640.62962962964,41283,84640,125026,89319,118731,139234,472310,4090,45658,130536
2,Southwest Finland,2019,40404.6,10716,5486000000,7450000000,397.7,35.5,5671.6,313.3,1317.8,1346.8,741.2,268,495.2,412.1,2127.9,823,615.3,592.1,966.3,1929.6,369.3,22.3,115111.25925925926,42610,85741,123700,90069,118551,140959,473279,3958,43009,130368
2,Southwest Finland,2020,39752,10777,4825000000,6916000000,435.8,30.5,5556.1,311.7,1301.3,1313.6,699.2,227.2,471.7,428.8,2110.4,784,630.3,603.8,979.2,1941.5,352.2,23.6,116956.74074074074,44282,86830,123019,90959,118490,143101,475569,4012,40243,129154
2,Southwest Finland,2021,41181,11540,5771000000,8039000000,422,33.8,5988.7,315.3,1259,1405.9,764.2,239.7,553.9,485.7,2121.6,796.6,595.7,638.2,1028.1,2075.4,373.5,18.8,115254.92592592593,45836,87651,122655,91590,118794,144672,477711,4055,45411,132911
2,Southwest Finland,2022,44629.6,11893,5798000000,8734000000,488,33.3,6272.5,333.5,1305,1409,845.1,312.8,664.7,661.2,2518.3,851.2,661.6,684.5,1078.7,2168.9,400.1,16.9,107602.5925925926,47370,88424,122383,92399,119186,145822,479790,3921,45950,136172
2,Southwest Finland,2023,,,4900000000,6987000000,508.6,,,,,,,,,,,,,,,,,,,49557,89614,123227,93713,119879,147657,484476,3900,44616,138113
2,Southwest Finland,2024,,,4737000000,6718000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Southwest Finland,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Satakunta,2000,23325.3,2776,,,214.1,15.1,2768,165.4,306.9,313.7,298.8,44.2,94.9,99.4,448.2,124.3,51.7,272.5,201.5,357.4,104.8,2.3,,,,,,,,,,,
4,Satakunta,2001,25814.2,2880,,,205.9,17.9,,,270.3,358,349,53.5,124.1,108.5,,149.9,62.2,286.3,215.9,385.4,116.3,2.5,,,,,,,,,,,
4,Satakunta,2002,26215.8,2990,,,205.1,18.1,2967.3,221,269.3,445.4,321.4,55.3,129,91.3,490.6,152.9,110.4,286.5,227.8,405.1,107.1,2.8,,,,,,,,,,,
4,Satakunta,2003,26399.7,3142,,,199.3,18.1,,,273,443.5,341.9,57.2,152.3,86.8,,131.6,79.4,308.8,239.5,428.7,109.9,3.6,57869.6875,,,,,,,,,,
4,Satakunta,2004,26385.4,3288,,,205.1,19,2733.3,195.2,314.9,408.9,342.4,64.7,148,84.7,554.7,123.9,81.6,313.4,251,453.5,118.9,5.1,61632.9375,,,,,,,,,,
4,Satakunta,2005,27884.1,3344,,,193.6,18.4,2890.8,173.5,381.7,427.8,343.3,73.7,152.8,87.7,564.3,127,99.6,338,263.5,488.9,121.4,5.1,66827.75,,,,,,,,,,
4,Satakunta,2006,29245.8,3496,,,157.9,21.6,3386.1,233.8,384.7,347.7,342.4,68.8,166.7,94.4,572.2,145.1,108.4,320.3,264,505.1,133.2,5.7,71530.125,,,,,,,,,,
4,Satakunta,2007,31059.4,3770,,,204.7,25.1,3347.3,230.6,438.1,395.2,366.3,76,175.5,101.1,613.5,179.2,119.3,326.9,276.3,540.2,150.1,6,75234.0625,,,,,,,,,,
4,Satakunta,2008,32021.8,3920,,,193.3,28.1,3324,188.2,480.9,426.1,395.2,80.7,108.4,109.3,643.4,189.2,183.7,349.8,294.7,587.5,148.1,5.7,77660.5,,,,,,,,,,
4,Satakunta,2009,29956.3,3936,,,190.5,31.9,2463.5,288.9,464,392.8,378.8,79.8,101.9,95.8,647.8,168.2,177.6,354.2,294.7,593.1,164.6,4.5,80787.25,,,,,,,,,,
4,Satakunta,2010,31847,4135,,,191.6,24.3,2843.6,310,425,434.1,397.1,82.9,112.6,95.3,667.1,192.1,167.2,344.5,391.1,605.4,167,5.1,83226.75,8763,34987,59702,35564,62265,66516,224047,2118,24278,46664
4,Satakunta,2011,33724.6,4295,,,178.9,19.7,3050,300.4,427.6,440.2,414.6,83.2,92.1,99.2,710.5,168.4,186.5,413.8,397.5,634.5,178.1,6,83270.375,9059,35323,59277,35600,61011,67663,223551,2047,24342,47391
4,Satakunta,2012,34671.2,4337,,,170.7,23.4,3218.9,294.7,523.7,430,381.1,87.7,115.9,88.7,728.4,197.7,201.9,434.2,282.2,684.7,176.7,8.5,88778.625,9340,35712,58951,35670,59551,68912,223084,2035,23906,47901
4,Satakunta,2013,34143.3,4430,,,153.3,20.7,2823,370.7,467.7,450.9,371.8,70.6,111.7,82.9,765.7,177.5,212.7,445.6,322.4,707.4,171.1,10.1,89668.375,9680,36296,58501,36081,58187,69961,222730,2095,23185,47875
4,Satakunta,2014,35164,4433,,,186.7,22.5,2999.8,355.7,427.1,454.5,360.3,77.5,111.2,106.7,796.5,175.5,184.6,485.1,357.5,724,179.3,13.5,89159.125,9932,36520,58097,36201,57069,70742,222109,1968,20773,47353
4,Satakunta,2015,36178,4468,1207000000,3348000000,193.8,25.2,3074.8,393.4,432.5,471.1,357.4,85.7,114.8,113.3,843.9,182.9,167.5,494.2,353.4,735.2,171.4,13.9,90052.3125,10159,36527,57089,36165,56205,71687,221146,2018,21118,46343
4,Satakunta,2016,34955.6,4485,1247000000,3098000000,215.9,22.2,2649.3,326.7,475.1,447.5,343.6,94,120.3,103.8,865.5,184.1,198.4,414.1,347.1,733.9,164.9,15.8,92158.5,10349,36587,56100,35940,55370,72206,219616,1869,20819,45744
4,Satakunta,2017,36167.8,4617,1747000000,4149000000,226.6,20.2,2904,331,458.8,461.7,347.7,91.2,106.4,107.2,911.8,198.7,206.8,404.7,355.7,753.1,167.2,16,92590.4375,10553,36781,54992,35827,54621,72774,218214,1947,21911,46468
4,Satakunta,2018,36858.4,4638,1694000000,4246000000,239.1,11.9,2965.9,389.2,546,477,339.8,90.2,119.5,91.6,844.3,212.8,221.8,398.4,333.8,755,168.8,12.5,90904.3125,11015,37038,53950,35252,53960,73285,216447,1897,22018,46826
4,Satakunta,2019,36564.9,4678,1735000000,3982000000,265.7,21.5,2825.5,366.6,517.8,462.7,332.8,91.4,119.2,91.8,863.2,216.4,212.6,411.4,313.8,764.3,150.6,10.6,89587.6875,11184,37111,52640,35023,53241,73688,214592,1920,21231,46098
4,Satakunta,2020,37034.6,4740,1842000000,3957000000,285.1,25.7,2630.5,377.6,529.5,455.4,325.3,75,125.8,84.6,993.3,223.7,207.5,409.7,316.5,763.9,145.9,9.7,89909.5,11437,37228,51537,34934,52635,74178,213284,1866,20129,45548
4,Satakunta,2021,39248,4825,2281000000,4859000000,272.6,21.7,2916.5,402.6,534.8,477.1,357.4,78.2,123.8,96.7,999.2,240,237,461.8,334.6,810.3,150.4,7.1,89279.0625,11723,37406,50686,34782,52119,74459,212046,1885,21851,46184
4,Satakunta,2022,42468.6,5149,2963000000,6587000000,305.2,16.6,3298.2,448.5,567.9,526.6,348.2,96.4,219.1,110.3,1011.7,244.6,226.3,484,350.2,839.7,147.6,8.1,81600,11973,37423,49854,34229,51533,74697,210313,1861,21746,47045
4,Satakunta,2023,,,2629000000,4152000000,319.7,,,,,,,,,,,,,,,,,,,12382,37597,49431,33911,51257,74894,209493,1815,21347,47038
4,Satakunta,2024,,,3332000000,5926000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Satakunta,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Kanta-Häme,2000,20656.4,1993,,,159,9.4,1239.4,93.7,201.2,212.1,116.1,37.3,74.5,75.6,324.7,84.8,59.2,270.1,161.9,252.9,81.1,1.6,,,,,,,,,,,
5,Kanta-Häme,2001,22253.3,2065,,,142.6,9.1,1406.3,139.5,209,245,120.7,45,84.7,85.2,342.5,91.9,67.4,274.9,168.7,272.4,84.2,1.8,,,,,,,,,,,
5,Kanta-Häme,2002,22360,2179,,,146.5,9.1,,,217.2,260.9,119.4,46.2,90.5,74,,99.1,71.1,278.1,183.1,290.9,85.3,1.9,,,,,,,,,,,
5,Kanta-Häme,2003,23708.2,2301,,,137.6,5.3,1383.2,119.6,228.8,271,131,50,85.6,71.1,396.9,108.7,82,296.8,194.9,312.8,97,2.7,64002.36363636364,,,,,,,,,,
5,Kanta-Häme,2004,25107.3,2429,,,134.1,6.4,1550.2,102.1,237.5,313,140,52.9,86.6,72.8,422.7,121.3,88.9,302.9,203.9,333.4,105.2,3.7,70008.36363636363,,,,,,,,,,
5,Kanta-Häme,2005,25497.5,2537,,,127.2,7.1,1478.6,104.2,278.2,318.2,136,49.5,130.8,76.9,435.1,122.1,68.4,319,206.7,359.1,100.6,4.1,77929.36363636363,,,,,,,,,,
5,Kanta-Häme,2006,26220.6,2657,,,122.1,6.8,1517.9,94.7,330.7,338.1,135.2,63.2,106.4,83.1,443.9,130.5,76.7,312.9,215.5,374.9,103.6,4.3,85265,,,,,,,,,,
5,Kanta-Häme,2007,27819.6,2824,,,142.8,11.4,1614.8,118.6,395.3,381.4,149.6,66.1,96.4,84.8,452.4,131.4,74.9,340.9,228,401.7,123.1,4.5,89251.54545454546,,,,,,,,,,
5,Kanta-Häme,2008,30068.9,2940,,,128,11.5,1683.7,148.8,469.1,438.4,181.1,50,98,99.9,544.4,152.3,95.4,328.3,244.2,447.4,120.8,5.2,92701.18181818182,,,,,,,,,,
5,Kanta-Häme,2009,26727.5,3028,,,129.8,10.6,1176.8,141.8,311.6,373.6,160.9,66.5,93.1,84.3,549.5,118.2,100.9,351.9,249.9,423.7,131.8,4.6,96841.63636363635,,,,,,,,,,
5,Kanta-Häme,2010,27403.4,3198,,,137.1,8.8,1154.6,144.4,305,384.4,163.2,71.3,96,83.2,562.4,129.5,117.4,312.9,318.5,436.6,136.6,5.2,99715.36363636365,8442,28310,48599,29031,48886,46596,173112,1126,6336,13413
5,Kanta-Häme,2011,29420.3,3325,,,131.9,9.8,1152.3,176.8,317.4,388.5,165.5,90,95,87,600.4,190.9,126.2,393.3,326.5,455.2,137.1,5.1,98210,8738,28645,48458,29067,48336,47906,173767,1062,6635,13457
5,Kanta-Häme,2012,32010.2,3395,,,123.7,8.6,1623.3,213.5,324,426.3,184.7,78.2,102.2,82.8,605.3,185.2,116.6,431.4,285.8,492.5,147,6.1,102287,9008,28924,48292,29054,47676,48970,173992,1084,6811,13891
5,Kanta-Häme,2013,31740.2,3476,,,130.2,9.5,1605.7,221.5,299.3,424.7,174.7,81.2,116.6,91.2,654.9,153,105,419,248.2,506,145.7,6.3,102823.45454545454,9340,29319,47970,29105,46973,49903,173951,1049,6327,13766
5,Kanta-Häme,2014,31335.8,3509,,,155.7,10.7,1263.5,192,304.8,440,161.8,76,122.7,96.4,686.7,200.8,120.3,449.5,252.5,512.6,142.1,8.1,101918.09090909093,9530,29504,47462,28981,46440,50935,173818,1007,5993,13258
5,Kanta-Häme,2015,31491.3,3542,722000000,1289000000,142.5,8.8,1345.7,186.3,316.5,444.2,174.4,78.5,96,94.7,714.1,237.5,115.9,346.9,277.1,536.1,138.1,8.3,101476.81818181818,9684,29526,46626,28793,45954,51818,173191,994,6099,13208
5,Kanta-Häme,2016,32119.7,3561,727000000,1367000000,155.3,8.2,1473.4,163.5,323,449.1,172.2,79.3,86.4,93.8,739.1,217.4,124.9,340.4,269.7,535.2,149.7,8.8,102713.27272727272,9824,29702,45590,28463,45560,52642,172255,939,6271,12803
5,Kanta-Häme,2017,33124.4,3669,807000000,1459000000,160.1,26.5,1562.6,166,348.3,503.7,165,72.8,83.6,92.7,742.6,228.3,129.6,357.5,233.8,535.4,147.7,8.9,101607.18181818182,10033,29811,44600,27929,45012,53514,171055,944,6607,12710
5,Kanta-Häme,2018,33256,3692,937000000,1396000000,175.1,20.8,1382.9,156.4,364.3,485,152.6,71.6,88.5,85.1,768.5,225.6,148.3,380.1,230.2,545.7,150.3,8.3,99918.54545454546,10327,29931,43507,27458,44573,54183,169721,899,6600,12721
5,Kanta-Häme,2019,34667.5,3835,972000000,1394000000,181.4,9.9,1403.6,182.1,391.9,519,156.8,81,88,80.5,794.7,227,156.5,392.4,244.1,559.3,162.6,8.7,98284.36363636365,10572,30226,42826,27131,44232,55088,169277,882,5959,12669
5,Kanta-Häme,2020,35522.7,3781,1003000000,1316000000,183.1,6.8,1491.2,172.4,395.4,496.6,155.6,66.1,104.1,83.6,840.6,223.4,167.2,421.4,244.8,577.1,166,9.4,96910,10891,30438,42142,27055,43878,55915,168990,876,5952,12548
5,Kanta-Häme,2021,37967,3925,1131000000,1829000000,189.3,7,1858.1,196,370.4,527.7,149.9,69.5,100,88.4,852.4,226.8,195,460.8,260.1,617.4,171.6,8.5,95123.27272727272,11171,30825,41468,26963,43387,56724,168542,887,6313,12892
5,Kanta-Häme,2022,38841.6,3988,1096000000,1913000000,204.7,6.9,1757.5,213.3,349.9,531,167.9,84.9,98.4,115.8,894,242.7,220.8,439.9,273.1,657.3,177.4,8.2,88439.81818181818,11450,30921,40742,26717,42974,57368,167801,903,6276,12998
5,Kanta-Häme,2023,,,1094000000,1791000000,219.7,,,,,,,,,,,,,,,,,,,11844,31125,40443,26613,42783,57804,167643,909,5698,12858
5,Kanta-Häme,2024,,,1175000000,1832000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Kanta-Häme,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Pirkanmaa,2000,24923.3,5644,,,270.1,19.7,6121.9,202.2,644.5,637.7,475.9,121.2,453.5,196.2,942.2,289.3,148.5,449.4,523,735.1,217.1,3.4,,,,,,,,,,,
6,Pirkanmaa,2001,27338.9,5920,,,258.6,16.7,7059.2,238.8,622,697.4,496.8,144.8,558,215.4,1052,352.2,180.4,476.5,565.6,802.9,247.2,3.7,,,,,,,,,,,
6,Pirkanmaa,2002,28117.4,6154,,,262.5,17.3,6946.3,331.3,584.6,809.5,521.7,158.3,551.8,193.5,1096.4,355.9,243.2,495.8,603.5,847.7,259.4,4.2,,,,,,,,,,,
6,Pirkanmaa,2003,28831.7,6496,,,259,16.3,,,668.6,859,479.5,155.1,581,187.7,,346.9,218,531.3,632.7,916.4,272.1,5.1,59653.608695652176,,,,,,,,,,
6,Pirkanmaa,2004,30063.5,6860,,,248.8,12.1,6886.8,413.8,691.6,1044.2,482.4,174.7,574.8,188.3,1260.3,399.1,257.1,556.6,672,977.1,298.9,7.6,65284.34782608696,,,,,,,,,,
6,Pirkanmaa,2005,31234.4,7143,,,238,13.2,7133.4,332.1,817.6,1113.1,502.4,191.9,558.5,207.9,1273.9,429.6,292.5,614.8,727.5,1057.2,312.7,8.5,72437.78260869565,,,,,,,,,,
6,Pirkanmaa,2006,31899.4,7502,,,237.2,19.3,7522.3,334.2,898.6,1018.8,487.6,197.8,606.3,228,1363.2,438.2,335,560,728.8,1108.2,315.5,8.2,78352.04347826086,,,,,,,,,,
6,Pirkanmaa,2007,34830.6,8048,,,341.1,27.6,8534.9,361.9,984.2,1020.4,574.7,217.6,652.8,250.6,1464.7,487.1,452.3,582.4,782.2,1193.9,332.1,8.6,82731.47826086957,,,,,,,,,,
6,Pirkanmaa,2008,36086.9,8284,,,312.9,24.5,8452,451.2,1019,1302.6,574,221.9,662.1,282.1,1527.9,546.9,461.3,624.7,838.9,1311.3,343.6,9.3,85025.82608695653,,,,,,,,,,
