Region,Municipality,Year,#Unemployed jobseekers,#Vacancies
17,785,2018,158,8
17,785,2019,136,10
17,785,2020,164,23
17,785,2021,147,24
17,785,2022,131,30
17,785,2023,140,33
17,785,2024,146,35
17,785,2025,153,30
17,791,2008,213,0
17,791,2009,295,7
17,791,2010,229,11
17,791,2011,227,16
17,791,2012,281,20
17,791,2013,280,16
17,791,2014,284,15
17,791,2015,311,20
17,791,2016,272,20
17,791,2017,268,22
17,791,2018,231,23
17,791,2019,211,26
17,791,2020,238,24
17,791,2021,211,38
17,791,2022,177,42
17,791,2023,207,25
17,791,2024,196,15
17,791,2025,195,18
17,832,2008,286,15
17,832,2009,352,15
17,832,2010,351,14
17,832,2011,307,35
17,832,2012,277,9
17,832,2013,299,15
17,832,2014,292,16
17,832,2015,321,13
17,832,2016,305,15
17,832,2017,276,12
17,832,2018,227,12
17,832,2019,211,23
17,832,2020,254,23
17,832,2021,220,33
17,832,2022,180,38
17,832,2023,194,20
17,832,2024,220,15
17,832,2025,217,9
17,859,2008,212,13
17,859,2009,271,8
17,859,2010,223,5
17,859,2011,230,7
17,859,2012,262,12
17,859,2013,312,10
17,859,2014,333,3
17,859,2015,352,7
17,859,2016,335,12
17,859,2017,299,10
17,859,2018,241,20
17,859,2019,210,24
17,859,2020,283,24
17,859,2021,234,40
17,859,2022,184,50
17,859,2023,206,18
17,859,2024,235,8
17,859,2025,265,13
17,889,2008,149,1
17,889,2009,162,3
17,889,2010,141,2
17,889,2011,140,3
17,889,2012,134,7
17,889,2013,139,4
17,889,2014,156,5
17,889,2015,179,4
17,889,2016,179,6
17,889,2017,152,3
17,889,2018,115,9
17,889,2019,99,34
17,889,2020,131,10
17,889,2021,122,18
17,889,2022,94,16
17,889,2023,101,9
17,889,2024,119,8
17,889,2025,133,6
17,977,2008,516,50
17,977,2009,725,50
17,977,2010,690,60
17,977,2011,621,78
17,977,2012,628,76
17,977,2013,757,62
17,977,2014,876,66
17,977,2015,913,63
17,977,2016,884,71
17,977,2017,796,123
17,977,2018,641,144
17,977,2019,607,148
17,977,2020,873,159
17,977,2021,680,227
17,977,2022,523,282
17,977,2023,583,344
17,977,2024,674,188
17,977,2025,713,260
18,105,2008,186,3
18,105,2009,196,9
18,105,2010,181,4
18,105,2011,159,7
18,105,2012,162,6
18,105,2013,178,5
18,105,2014,194,3
18,105,2015,199,14
18,105,2016,176,8
18,105,2017,143,8
18,105,2018,119,7
18,105,2019,100,11
18,105,2020,109,12
18,105,2021,97,23
18,105,2022,90,24
18,105,2023,92,11
18,105,2024,87,29
18,105,2025,85,13
18,205,2008,2221,222
18,205,2009,2590,202
18,205,2010,2384,185
18,205,2011,2225,200
18,205,2012,2204,210
18,205,2013,2612,223
18,205,2014,2867,238
18,205,2015,2794,286
18,205,2016,2505,320
18,205,2017,2115,302
18,205,2018,1839,414
18,205,2019,1623,554
18,205,2020,1951,572
18,205,2021,1669,813
18,205,2022,1483,856
18,205,2023,1500,675
18,205,2024,1668,425
18,205,2025,1898,292
18,290,2008,728,42
18,290,2009,796,30
18,290,2010,707,24
18,290,2011,632,30
18,290,2012,652,26
18,290,2013,766,26
18,290,2014,771,20
18,290,2015,779,21
18,290,2016,719,28
18,290,2017,579,36
18,290,2018,466,47
18,290,2019,421,51
18,290,2020,448,62
18,290,2021,386,86
18,290,2022,362,80
18,290,2023,318,47
18,290,2024,325,35
18,290,2025,354,29
18,578,2008,267,2
18,578,2009,230,7
18,578,2010,131,7
18,578,2011,76,2
18,578,2012,70,13
18,578,2013,158,4
18,578,2014,292,4
18,578,2015,246,4
18,578,2016,225,5
18,578,2017,213,8
18,578,2018,192,12
18,578,2019,170,14
18,578,2020,186,18
18,578,2021,171,25
18,578,2022,134,27
18,578,2023,126,9
18,578,2024,120,12
18,578,2025,122,13
18,620,2008,217,5
18,620,2009,217,8
18,620,2010,199,4
18,620,2011,172,4
18,620,2012,174,4
18,620,2013,185,12
18,620,2014,194,7
18,620,2015,211,7
18,620,2016,187,9
18,620,2017,163,23
18,620,2018,147,27
18,620,2019,139,16
18,620,2020,161,11
18,620,2021,150,15
18,620,2022,134,13
18,620,2023,154,13
18,620,2024,160,11
18,620,2025,148,7
18,697,2008,78,2
18,697,2009,82,0
18,697,2010,70,0
18,697,2011,54,0
18,697,2012,54,0
18,697,2013,68,1
18,697,2014,86,2
18,697,2015,82,3
18,697,2016,80,0
18,697,2017,63,1
18,697,2018,53,2
18,697,2019,53,3
18,697,2020,58,5
18,697,2021,51,4
18,697,2022,46,6
18,697,2023,44,2
18,697,2024,47,1
18,697,2025,42,0
18,765,2008,446,86
18,765,2009,537,48
18,765,2010,489,71
18,765,2011,484,77
18,765,2012,481,83
18,765,2013,590,49
18,765,2014,684,39
18,765,2015,648,64
18,765,2016,602,77
18,765,2017,494,70
18,765,2018,413,114
18,765,2019,354,170
18,765,2020,432,194
18,765,2021,349,167
18,765,2022,261,191
18,765,2023,257,246
18,765,2024,314,124
18,765,2025,317,101
18,777,2008,585,20
18,777,2009,659,23
18,777,2010,614,28
18,777,2011,501,19
18,777,2012,546,18
18,777,2013,630,18
18,777,2014,686,18
18,777,2015,716,22
18,777,2016,633,20
18,777,2017,563,22
18,777,2018,471,28
18,777,2019,443,30
18,777,2020,435,38
18,777,2021,383,60
18,777,2022,316,65
18,777,2023,312,34
18,777,2024,356,25
18,777,2025,369,26
19,047,2008,187,20
19,047,2009,204,10
19,047,2010,174,13
19,047,2011,168,11
19,047,2012,162,17
19,047,2013,171,11
19,047,2014,172,12
19,047,2015,181,10
19,047,2016,165,19
19,047,2017,160,19
19,047,2018,147,20
19,047,2019,127,29
19,047,2020,164,16
19,047,2021,142,32
19,047,2022,111,50
19,047,2023,105,46
19,047,2024,89,63
19,047,2025,88,48
19,148,2008,429,70
19,148,2009,481,55
19,148,2010,464,46
19,148,2011,439,47
19,148,2012,490,54
19,148,2013,551,67
19,148,2014,580,82
19,148,2015,568,100
19,148,2016,516,161
19,148,2017,474,250
19,148,2018,386,267
19,148,2019,381,250
19,148,2020,603,88
19,148,2021,501,189
19,148,2022,383,275
19,148,2023,359,231
19,148,2024,335,185
19,148,2025,340,148
19,240,2008,1219,206
19,240,2009,1564,159
19,240,2010,1521,159
19,240,2011,1379,139
19,240,2012,1395,148
19,240,2013,1637,123
19,240,2014,1774,157
19,240,2015,1817,180
19,240,2016,1716,178
19,240,2017,1583,228
19,240,2018,1343,184
19,240,2019,1241,213
19,240,2020,1485,255
19,240,2021,1274,500
19,240,2022,1170,697
19,240,2023,1170,524
19,240,2024,1147,317
19,240,2025,1243,287
19,241,2008,409,61
19,241,2009,511,19
19,241,2010,452,54
19,241,2011,395,51
19,241,2012,411,20
19,241,2013,514,17
19,241,2014,562,20
19,241,2015,552,26
19,241,2016,512,26
19,241,2017,455,33
19,241,2018,363,51
19,241,2019,318,82
19,241,2020,396,62
19,241,2021,335,94
19,241,2022,296,106
19,241,2023,274,74
19,241,2024,274,43
19,241,2025,297,35
19,261,2008,275,195
19,261,2009,338,116
19,261,2010,336,136
19,261,2011,324,164
19,261,2012,345,154
19,261,2013,418,131
19,261,2014,469,119
19,261,2015,480,138
19,261,2016,449,159
19,261,2017,404,191
19,261,2018,345,178
19,261,2019,326,268
19,261,2020,591,115
19,261,2021,440,263
19,261,2022,328,405
19,261,2023,297,396
19,261,2024,289,358
19,261,2025,301,368
19,273,2008,224,93
19,273,2009,274,64
19,273,2010,277,57
19,273,2011,286,49
19,273,2012,295,50
19,273,2013,323,42
19,273,2014,353,48
19,273,2015,351,45
19,273,2016,316,68
19,273,2017,277,72
19,273,2018,236,97
19,273,2019,206,93
19,273,2020,334,53
19,273,2021,243,128
19,273,2022,196,192
19,273,2023,182,195
19,273,2024,183,114
19,273,2025,181,88
19,320,2008,566,41
19,320,2009,625,44
19,320,2010,608,29
19,320,2011,590,24
19,320,2012,616,38
19,320,2013,664,34
19,320,2014,701,42
19,320,2015,636,78
19,320,2016,572,64
19,320,2017,488,64
19,320,2018,395,63
19,320,2019,380,69
19,320,2020,479,67
19,320,2021,438,84
19,320,2022,406,120
19,320,2023,415,61
19,320,2024,369,56
19,320,2025,367,97
19,498,2008,143,47
19,498,2009,175,34
19,498,2010,176,18
19,498,2011,159,25
19,498,2012,152,19
19,498,2013,179,11
19,498,2014,188,21
19,498,2015,193,21
19,498,2016,195,29
19,498,2017,163,22
19,498,2018,150,74
19,498,2019,128,26
19,498,2020,183,17
19,498,2021,170,34
19,498,2022,134,64
19,498,2023,108,69
19,498,2024,115,48
19,498,2025,103,51
19,583,2008,81,2
19,583,2009,92,5
19,583,2010,88,3
19,583,2011,85,9
19,583,2012,78,10
19,583,2013,89,7
19,583,2014,105,4
19,583,2015,98,2
19,583,2016,95,8
19,583,2017,87,34
19,583,2018,69,31
19,583,2019,60,25
19,583,2020,80,18
19,583,2021,59,45
19,583,2022,45,76
19,583,2023,44,48
19,583,2024,38,35
19,583,2025,38,16
19,614,2008,209,35
19,614,2009,268,24
19,614,2010,251,25
19,614,2011,250,24
19,614,2012,269,6
19,614,2013,279,9
19,614,2014,284,7
19,614,2015,306,9
19,614,2016,310,9
19,614,2017,261,14
19,614,2018,200,14
19,614,2019,183,14
19,614,2020,214,16
19,614,2021,191,20
19,614,2022,177,26
19,614,2023,165,14
19,614,2024,131,21
19,614,2025,142,14
19,683,2008,241,8
19,683,2009,274,4
19,683,2010,238,6
19,683,2011,226,9
19,683,2012,240,8
19,683,2013,282,5
19,683,2014,281,7
19,683,2015,276,7
19,683,2016,272,12
19,683,2017,234,14
19,683,2018,215,21
19,683,2019,189,14
19,683,2020,213,19
19,683,2021,178,28
19,683,2022,162,30
19,683,2023,150,28
19,683,2024,124,39
19,683,2025,137,26
19,698,2008,3402,412
19,698,2009,3967,394
19,698,2010,3796,422
19,698,2011,3507,420
19,698,2012,3725,385
19,698,2013,4256,358
19,698,2014,4489,415
19,698,2015,4638,435
19,698,2016,4645,494
19,698,2017,4001,681
19,698,2018,3477,731
19,698,2019,3193,1002
19,698,2020,4462,893
19,698,2021,3841,1363
19,698,2022,3028,2061
19,698,2023,2959,1784
19,698,2024,2960,1254
19,698,2025,3420,1512
19,732,2008,375,32
19,732,2009,391,30
19,732,2010,365,32
19,732,2011,352,33
19,732,2012,352,35
19,732,2013,346,37
19,732,2014,350,41
19,732,2015,362,40
19,732,2016,315,32
19,732,2017,293,34
19,732,2018,222,49
19,732,2019,192,40
19,732,2020,227,33
19,732,2021,219,44
19,732,2022,196,53
19,732,2023,182,40
19,732,2024,170,38
19,732,2025,177,40
19,742,2008,90,4
19,742,2009,102,1
19,742,2010,101,1
19,742,2011,90,0
19,742,2012,99,1
19,742,2013,108,0
19,742,2014,112,0
19,742,2015,106,2
19,742,2016,97,2
19,742,2017,82,1
19,742,2018,68,4
19,742,2019,76,5
19,742,2020,88,11
19,742,2021,79,7
19,742,2022,70,9
19,742,2023,61,4
19,742,2024,57,43
19,742,2025,63,6
19,751,2008,162,2
19,751,2009,204,5
19,751,2010,186,2
19,751,2011,174,0
19,751,2012,169,4
19,751,2013,214,4
19,751,2014,219,2
19,751,2015,220,3
19,751,2016,205,6
19,751,2017,170,3
19,751,2018,125,7
19,751,2019,107,8
19,751,2020,135,9
19,751,2021,106,14
19,751,2022,109,18
19,751,2023,127,21
19,751,2024,107,14
19,751,2025,110,10
19,758,2008,489,91
19,758,2009,528,61
19,758,2010,469,98
19,758,2011,405,88
19,758,2012,399,93
19,758,2013,492,46
19,758,2014,561,39
19,758,2015,593,75
19,758,2016,566,65
19,758,2017,466,79
19,758,2018,363,96
19,758,2019,290,123
19,758,2020,425,91
19,758,2021,357,138
19,758,2022,261,215
19,758,2023,239,188
19,758,2024,241,112
19,758,2025,253,82
19,845,2008,158,12
19,845,2009,187,5
19,845,2010,161,5
19,845,2011,149,7
19,845,2012,168,8
19,845,2013,184,5
19,845,2014,228,5
19,845,2015,234,6
19,845,2016,212,8
19,845,2017,195,14
19,845,2018,156,25
19,845,2019,152,28
19,845,2020,161,26
19,845,2021,143,55
19,845,2022,122,66
19,845,2023,116,27
19,845,2024,104,25
19,845,2025,126,19
19,851,2008,1147,289
19,851,2009,1398,137
19,851,2010,1289,232
19,851,2011,1198,161
19,851,2012,1241,109
19,851,2013,1458,152
19,851,2014,1591,209
19,851,2015,1652,250
19,851,2016,1572,215
19,851,2017,1340,232
19,851,2018,1070,208
19,851,2019,997,276
19,851,2020,1181,235
19,851,2021,1021,321
19,851,2022,842,483
19,851,2023,779,353
19,851,2024,792,257
19,851,2025,898,277
19,854,2008,245,23
19,854,2009,269,9
19,854,2010,234,12
19,854,2011,219,15
19,854,2012,216,16
19,854,2013,228,15
19,854,2014,252,14
19,854,2015,263,22
19,854,2016,240,16
19,854,2017,209,10
19,854,2018,181,10
19,854,2019,155,18
19,854,2020,173,20
19,854,2021,151,31
19,854,2022,137,36
19,854,2023,127,17
19,854,2024,123,22
19,854,2025,126,13
19,890,2008,60,19
19,890,2009,59,9
19,890,2010,63,11
19,890,2011,54,15
19,890,2012,51,15
19,890,2013,56,16
19,890,2014,70,18
19,890,2015,71,11
19,890,2016,65,18
19,890,2017,56,30
19,890,2018,40,18
19,890,2019,39,20
19,890,2020,64,16
19,890,2021,62,19
19,890,2022,47,27
19,890,2023,45,35
19,890,2024,40,20
19,890,2025,45,11
19,976,2008,244,11
19,976,2009,277,6
19,976,2010,251,12
19,976,2011,229,9
19,976,2012,237,12
19,976,2013,267,13
19,976,2014,294,9
19,976,2015,310,10
19,976,2016,288,11
19,976,2017,228,19
19,976,2018,199,22
19,976,2019,196,38
19,976,2020,224,27
19,976,2021,205,38
19,976,2022,184,41
19,976,2023,170,26
19,976,2024,167,22
19,976,2025,175,15
21,035,2008,10,3
21,035,2009,7,2
21,035,2010,7,3
21,035,2011,7,1
21,035,2012,9,0
21,035,2013,3,2
21,035,2014,6,3
21,035,2015,6,0
21,035,2016,11,1
21,035,2017,10,2
21,035,2018,7,3
21,035,2019,5,2
21,035,2020,12,0
21,035,2021,9,1
21,035,2022,7,3
21,035,2023,5,4
21,035,2024,7,1
21,035,2025,8,6
21,043,2008,10,17
21,043,2009,19,9
21,043,2010,23,8
21,043,2011,21,6
21,043,2012,20,7
21,043,2013,20,5
21,043,2014,18,4
21,043,2015,21,13
21,043,2016,21,14
21,043,2017,21,8
21,043,2018,17,17
21,043,2019,18,11
21,043,2020,54,7
21,043,2021,35,7
21,043,2022,22,12
21,043,2023,21,12
21,043,2024,24,6
21,043,2025,23,12
21,060,2008,24,12
21,060,2009,34,14
21,060,2010,42,8
21,060,2011,39,8
21,060,2012,42,9
21,060,2013,47,8
21,060,2014,45,6
21,060,2015,46,6
21,060,2016,44,8
21,060,2017,46,12
21,060,2018,51,14
21,060,2019,48,18
21,060,2020,100,11
21,060,2021,81,5
21,060,2022,56,14
21,060,2023,49,15
21,060,2024,54,7
21,060,2025,65,12
21,062,2008,0,3
21,062,2009,1,6
21,062,2010,5,4
21,062,2011,8,3
21,062,2012,9,3
21,062,2013,5,3
21,062,2014,6,1
21,062,2015,2,4
21,062,2016,1,2
21,062,2017,2,4
21,062,2018,0,3
21,062,2019,2,7
21,062,2020,11,2
21,062,2021,5,2
21,062,2022,6,3
21,062,2023,6,2
21,062,2024,7,2
21,062,2025,6,2
21,065,2008,4,1
21,065,2009,8,1
21,065,2010,8,1
21,065,2011,8,4
21,065,2012,6,0
21,065,2013,10,4
21,065,2014,11,4
21,065,2015,12,7
21,065,2016,9,4
21,065,2017,12,0
21,065,2018,12,4
21,065,2019,10,12
21,065,2020,18,5
21,065,2021,18,5
21,065,2022,12,13
21,065,2023,7,7
21,065,2024,10,6
21,065,2025,12,6
21,076,2008,11,2
21,076,2009,17,1
21,076,2010,16,0
21,076,2011,18,0
21,076,2012,21,1
21,076,2013,25,0
21,076,2014,30,0
21,076,2015,29,0
21,076,2016,24,0
21,076,2017,24,0
21,076,2018,27,1
21,076,2019,32,2
21,076,2020,67,0
21,076,2021,50,4
21,076,2022,36,4
21,076,2023,36,3
21,076,2024,38,2
21,076,2025,34,3
21,170,2008,24,18
21,170,2009,38,11
21,170,2010,41,10
21,170,2011,30,16
21,170,2012,43,17
21,170,2013,49,29
21,170,2014,59,25
21,170,2015,63,20
21,170,2016,67,31
21,170,2017,69,29
21,170,2018,60,30
21,170,2019,50,35
21,170,2020,195,18
21,170,2021,144,16
21,170,2022,82,29
21,170,2023,73,32
21,170,2024,80,30
21,170,2025,101,28
21,295,2008,0,2
21,295,2009,1,0
21,295,2010,2,0
21,295,2011,4,0
21,295,2012,1,0
21,295,2013,4,0
21,295,2014,7,1
21,295,2015,7,2
21,295,2016,4,0
21,295,2017,2,1
21,295,2018,3,0
21,295,2019,1,1
21,295,2020,6,0
21,295,2021,7,0
21,295,2022,2,2
21,295,2023,0,3
21,295,2024,0,2
21,295,2025,1,3
21,318,2008,0,6
21,318,2009,3,4
21,318,2010,1,5
21,318,2011,1,7
21,318,2012,0,8
21,318,2013,4,2
21,318,2014,4,3
21,318,2015,4,4
21,318,2016,3,5
21,318,2017,4,4
21,318,2018,3,3
21,318,2019,0,2
21,318,2020,9,0
21,318,2021,10,2
21,318,2022,8,4
21,318,2023,2,1
21,318,2024,2,2
21,318,2025,10,2
21,417,2008,12,2
21,417,2009,19,1
21,417,2010,19,1
21,417,2011,19,2
21,417,2012,19,2
21,417,2013,21,1
21,417,2014,22,3
21,417,2015,25,5
21,417,2016,22,3
21,417,2017,23,5
21,417,2018,21,3
21,417,2019,21,4
21,417,2020,81,3
21,417,2021,52,2
21,417,2022,27,4
21,417,2023,27,10
21,417,2024,32,4
21,417,2025,42,8
21,438,2008,0,0
21,438,2009,0,0
21,438,2010,3,1
21,438,2011,0,0
21,438,2012,2,0
21,438,2013,2,0
21,438,2014,2,0
21,438,2015,2,1
21,438,2016,1,0
21,438,2017,0,0
21,438,2018,0,0
21,438,2019,0,1
21,438,2020,12,0
21,438,2021,7,1
21,438,2022,3,0
21,438,2023,2,0
21,438,2024,2,0
21,438,2025,0,0
21,478,2008,148,174
21,478,2009,190,141
21,478,2010,216,110
21,478,2011,205,146
21,478,2012,236,142
21,478,2013,264,132
21,478,2014,312,130
21,478,2015,283,150
21,478,2016,268,160
21,478,2017,286,156
21,478,2018,283,184
21,478,2019,288,197
21,478,2020,720,132
21,478,2021,527,226
21,478,2022,344,272
21,478,2023,337,252
21,478,2024,364,260
21,478,2025,402,200
21,736,2008,15,0
21,736,2009,17,2
21,736,2010,19,0
21,736,2011,21,0
21,736,2012,21,3
21,736,2013,22,1
21,736,2014,29,0
21,736,2015,26,1
21,736,2016,29,1
21,736,2017,26,2
21,736,2018,22,5
21,736,2019,19,4
21,736,2020,57,2
21,736,2021,37,6
21,736,2022,26,9
21,736,2023,26,7
21,736,2024,27,2
21,736,2025,35,2
21,766,2008,0,0
21,766,2009,0,0
21,766,2010,0,0
21,766,2011,0,0
21,766,2012,0,0
21,766,2013,0,0
21,766,2014,0,0
21,766,2015,0,0
21,766,2016,0,0
21,766,2017,0,0
21,766,2018,0,2
21,766,2019,0,0
21,766,2020,0,0
21,766,2021,0,0
21,766,2022,0,0
21,766,2023,0,0
21,766,2024,0,0
21,766,2025,0,0
21,771,2008,9,6
21,771,2009,14,4
21,771,2010,16,2
21,771,2011,11,6
21,771,2012,15,2
21,771,2013,17,5
21,771,2014,22,3
21,771,2015,25,12
21,771,2016,21,8
21,771,2017,18,14
21,771,2018,19,22
21,771,2019,21,14
21,771,2020,42,5
21,771,2021,30,9
21,771,2022,21,10
21,771,2023,19,11
21,771,2024,19,10
21,771,2025,27,9
21,941,2008,5,2
21,941,2009,5,1
21,941,2010,4,0
21,941,2011,2,2
21,941,2012,1,0
21,941,2013,2,1
21,941,2014,6,2
21,941,2015,1,0
21,941,2016,1,0
21,941,2017,2,0
21,941,2018,1,2
21,941,2019,5,1
21,941,2020,17,0
21,941,2021,15,1
21,941,2022,9,1
21,941,2023,8,2
21,941,2024,10,4
21,941,2025,11,3
