Region,Municipality,Year,#Unemployed jobseekers,#Vacancies
01,018,2008,110,9
01,018,2009,166,6
01,018,2010,164,6
01,018,2011,162,6
01,018,2012,157,10
01,018,2013,170,11
01,018,2014,208,8
01,018,2015,241,8
01,018,2016,228,35
01,018,2017,181,20
01,018,2018,169,15
01,018,2019,161,20
01,018,2020,228,11
01,018,2021,213,19
01,018,2022,162,21
01,018,2023,145,16
01,018,2024,165,21
01,018,2025,185,18
01,049,2008,5555,1628
01,049,2009,7717,899
01,049,2010,8031,1029
01,049,2011,7108,1437
01,049,2012,7687,1367
01,049,2013,10132,1409
01,049,2014,12236,1409
01,049,2015,14149,1676
01,049,2016,14555,1897
01,049,2017,13062,1818
01,049,2018,11447,1959
01,049,2019,11092,2528
01,049,2020,17680,2033
01,049,2021,16103,2786
01,049,2022,12893,3467
01,049,2023,13541,2491
01,049,2024,15901,1262
01,049,2025,18296,1207
01,078,2008,268,80
01,078,2009,558,40
01,078,2010,537,47
01,078,2011,411,53
01,078,2012,454,53
01,078,2013,562,48
01,078,2014,562,45
01,078,2015,556,50
01,078,2016,527,71
01,078,2017,404,69
01,078,2018,361,91
01,078,2019,356,116
01,078,2020,487,86
01,078,2021,396,105
01,078,2022,341,227
01,078,2023,345,139
01,078,2024,322,88
01,078,2025,366,140
01,091,2008,18365,5619
01,091,2009,23795,3646
01,091,2010,25155,3981
01,091,2011,23664,5471
01,091,2012,24726,5608
01,091,2013,30125,5498
01,091,2014,35641,5704
01,091,2015,40439,6235
01,091,2016,41948,6749
01,091,2017,37675,6809
01,091,2018,32857,8860
01,091,2019,31260,10308
01,091,2020,49702,8027
01,091,2021,46081,10158
01,091,2022,36650,13460
01,091,2023,37752,8516
01,091,2024,41744,4243
01,091,2025,48210,3230
01,092,2008,6374,1580
01,092,2009,8770,919
01,092,2010,9437,1027
01,092,2011,8878,1540
01,092,2012,9144,1597
01,092,2013,10686,1604
01,092,2014,11859,1565
01,092,2015,13345,1657
01,092,2016,13758,2135
01,092,2017,12108,2215
01,092,2018,10478,2678
01,092,2019,10065,3155
01,092,2020,17624,2439
01,092,2021,17472,3475
01,092,2022,14012,4276
01,092,2023,14073,2743
01,092,2024,16439,1500
01,092,2025,18657,1028
01,106,2008,1320,351
01,106,2009,1792,200
01,106,2010,1876,205
01,106,2011,1737,277
01,106,2012,1787,313
01,106,2013,2191,343
01,106,2014,2506,332
01,106,2015,2719,297
01,106,2016,2572,271
01,106,2017,2200,320
01,106,2018,1906,461
01,106,2019,1826,562
01,106,2020,2803,448
01,106,2021,2620,601
01,106,2022,2226,798
01,106,2023,2260,519
01,106,2024,2484,292
01,106,2025,2816,252
01,149,2008,118,12
01,149,2009,140,6
01,149,2010,150,8
01,149,2011,124,15
01,149,2012,136,14
01,149,2013,157,17
01,149,2014,195,17
01,149,2015,228,20
01,149,2016,222,38
01,149,2017,195,15
01,149,2018,166,22
01,149,2019,149,21
01,149,2020,221,14
01,149,2021,199,26
01,149,2022,154,27
01,149,2023,144,31
01,149,2024,138,23
01,149,2025,158,19
01,186,2008,1068,179
01,186,2009,1522,147
01,186,2010,1585,149
01,186,2011,1418,188
01,186,2012,1403,191
01,186,2013,1673,222
01,186,2014,1957,236
01,186,2015,2236,227
01,186,2016,2273,222
01,186,2017,2019,267
01,186,2018,1862,350
01,186,2019,1729,435
01,186,2020,2699,320
01,186,2021,2363,434
01,186,2022,2082,592
01,186,2023,2310,387
01,186,2024,2683,196
01,186,2025,2937,268
01,224,2008,229,79
01,224,2009,393,23
01,224,2010,399,32
01,224,2011,366,44
01,224,2012,365,34
01,224,2013,460,32
01,224,2014,535,35
01,224,2015,530,27
01,224,2016,494,37
01,224,2017,433,31
01,224,2018,373,43
01,224,2019,366,53
01,224,2020,498,40
01,224,2021,442,68
01,224,2022,372,83
01,224,2023,426,60
01,224,2024,493,38
01,224,2025,518,36
01,235,2008,112,46
01,235,2009,163,22
01,235,2010,165,26
01,235,2011,145,33
01,235,2012,160,41
01,235,2013,225,29
01,235,2014,272,25
01,235,2015,310,19
01,235,2016,327,29
01,235,2017,278,38
01,235,2018,251,50
01,235,2019,245,55
01,235,2020,418,43
01,235,2021,358,52
01,235,2022,265,69
01,235,2023,263,60
01,235,2024,314,38
01,235,2025,374,41
01,245,2008,725,188
01,245,2009,1170,131
01,245,2010,1308,135
01,245,2011,1166,165
01,245,2012,1206,194
01,245,2013,1511,189
01,245,2014,1781,191
01,245,2015,2057,236
01,245,2016,2066,203
01,245,2017,1775,228
01,245,2018,1660,360
01,245,2019,1592,421
01,245,2020,2450,305
01,245,2021,2319,464
01,245,2022,1795,535
01,245,2023,1908,376
01,245,2024,2231,244
01,245,2025,2423,191
01,257,2008,859,136
01,257,2009,1198,85
01,257,2010,1224,105
01,257,2011,1104,112
01,257,2012,1112,120
01,257,2013,1423,109
01,257,2014,1676,116
01,257,2015,1899,122
01,257,2016,2020,175
01,257,2017,1728,154
01,257,2018,1466,188
01,257,2019,1335,224
01,257,2020,2054,196
01,257,2021,1768,221
01,257,2022,1372,302
01,257,2023,1506,231
01,257,2024,1836,141
01,257,2025,2141,176
01,407,2008,94,13
01,407,2009,109,7
01,407,2010,118,7
01,407,2011,108,6
01,407,2012,108,7
01,407,2013,108,8
01,407,2014,134,3
01,407,2015,156,10
01,407,2016,151,14
01,407,2017,120,10
01,407,2018,99,16
01,407,2019,103,18
01,407,2020,139,19
01,407,2021,150,25
01,407,2022,115,27
01,407,2023,100,16
01,407,2024,101,10
01,407,2025,104,6
01,434,2008,453,134
01,434,2009,652,73
01,434,2010,698,97
01,434,2011,670,85
01,434,2012,651,96
01,434,2013,730,88
01,434,2014,824,67
01,434,2015,968,75
01,434,2016,930,98
01,434,2017,756,96
01,434,2018,691,109
01,434,2019,644,100
01,434,2020,950,98
01,434,2021,895,91
01,434,2022,702,171
01,434,2023,672,173
01,434,2024,725,117
01,434,2025,798,109
01,444,2008,1186,229
01,444,2009,1800,156
01,444,2010,1953,160
01,444,2011,1749,215
01,444,2012,1800,214
01,444,2013,2280,231
01,444,2014,2721,296
01,444,2015,2929,230
01,444,2016,2813,209
01,444,2017,2346,197
01,444,2018,1893,300
01,444,2019,1688,392
01,444,2020,2472,349
01,444,2021,2178,382
01,444,2022,1797,473
01,444,2023,1943,373
01,444,2024,2093,227
01,444,2025,2386,189
01,504,2008,64,1
01,504,2009,79,1
01,504,2010,86,3
01,504,2011,83,0
01,504,2012,86,4
01,504,2013,103,1
01,504,2014,116,0
01,504,2015,130,1
01,504,2016,122,10
01,504,2017,111,1
01,504,2018,98,0
01,504,2019,98,3
01,504,2020,120,4
01,504,2021,112,5
01,504,2022,83,12
01,504,2023,77,9
01,504,2024,88,7
01,504,2025,109,5
01,505,2008,404,119
01,505,2009,574,60
01,505,2010,620,67
01,505,2011,532,76
01,505,2012,490,97
01,505,2013,562,73
01,505,2014,680,66
01,505,2015,809,63
01,505,2016,820,84
01,505,2017,694,81
01,505,2018,567,102
01,505,2019,561,123
01,505,2020,904,125
01,505,2021,772,170
01,505,2022,644,216
01,505,2023,690,153
01,505,2024,796,106
01,505,2025,943,99
01,543,2008,654,217
01,543,2009,953,143
01,543,2010,1033,151
01,543,2011,898,225
01,543,2012,854,245
01,543,2013,1067,172
01,543,2014,1427,158
01,543,2015,1644,156
01,543,2016,1577,160
01,543,2017,1374,162
01,543,2018,1226,218
01,543,2019,1241,268
01,543,2020,2206,188
01,543,2021,1989,280
01,543,2022,1528,389
01,543,2023,1622,283
01,543,2024,1816,185
01,543,2025,2096,152
01,611,2008,75,7
01,611,2009,119,4
01,611,2010,124,6
01,611,2011,112,7
01,611,2012,120,10
01,611,2013,152,7
01,611,2014,168,5
01,611,2015,200,6
01,611,2016,191,18
01,611,2017,161,6
01,611,2018,117,8
01,611,2019,121,11
01,611,2020,227,13
01,611,2021,199,17
01,611,2022,148,24
01,611,2023,170,31
01,611,2024,191,14
01,611,2025,216,10
01,616,2008,49,0
01,616,2009,57,2
01,616,2010,57,0
01,616,2011,51,0
01,616,2012,54,4
01,616,2013,68,0
01,616,2014,79,2
01,616,2015,89,1
01,616,2016,88,7
01,616,2017,91,5
01,616,2018,85,15
01,616,2019,79,0
01,616,2020,98,11
01,616,2021,98,4
01,616,2022,80,15
01,616,2023,71,12
01,616,2024,89,2
01,616,2025,99,0
01,638,2008,1411,270
01,638,2009,1912,176
01,638,2010,2003,233
01,638,2011,1899,247
01,638,2012,1903,248
01,638,2013,2102,259
01,638,2014,2361,305
01,638,2015,2574,354
01,638,2016,2593,366
01,638,2017,2289,466
01,638,2018,2038,444
01,638,2019,1959,718
01,638,2020,2940,522
01,638,2021,2814,775
01,638,2022,2342,721
01,638,2023,2265,851
01,638,2024,2366,521
01,638,2025,2582,330
01,710,2008,792,0
01,710,2009,1153,77
01,710,2010,1139,70
01,710,2011,962,111
01,710,2012,1021,113
01,710,2013,1266,104
01,710,2014,1391,101
01,710,2015,1538,97
01,710,2016,1484,109
01,710,2017,1296,113
01,710,2018,1130,127
01,710,2019,1070,148
01,710,2020,1436,110
01,710,2021,1373,174
01,710,2022,1123,264
01,710,2023,1076,230
01,710,2024,1069,139
01,710,2025,1124,124
01,753,2008,311,76
01,753,2009,429,48
01,753,2010,459,56
01,753,2011,403,70
01,753,2012,392,74
01,753,2013,493,62
01,753,2014,562,49
01,753,2015,652,70
01,753,2016,692,83
01,753,2017,624,95
01,753,2018,573,123
01,753,2019,584,135
01,753,2020,1051,99
01,753,2021,980,157
01,753,2022,747,158
01,753,2023,730,136
01,753,2024,835,102
01,753,2025,913,69
01,755,2008,94,23
01,755,2009,140,10
01,755,2010,137,20
01,755,2011,126,19
01,755,2012,134,20
01,755,2013,156,22
01,755,2014,204,26
01,755,2015,221,24
01,755,2016,207,26
01,755,2017,181,19
01,755,2018,172,30
01,755,2019,173,33
01,755,2020,261,38
01,755,2021,226,40
01,755,2022,160,46
01,755,2023,170,38
01,755,2024,191,30
01,755,2025,232,32
01,858,2008,547,197
01,858,2009,946,127
01,858,2010,1019,141
01,858,2011,920,176
01,858,2012,951,181
01,858,2013,1203,201
01,858,2014,1408,209
01,858,2015,1622,208
01,858,2016,1617,228
01,858,2017,1407,252
01,858,2018,1224,281
01,858,2019,1152,379
01,858,2020,1976,286
01,858,2021,1711,418
01,858,2022,1307,491
01,858,2023,1439,317
01,858,2024,1738,206
01,858,2025,1981,241
01,927,2008,540,101
01,927,2009,956,75
01,927,2010,1018,69
01,927,2011,933,82
01,927,2012,944,84
01,927,2013,1179,122
01,927,2014,1447,117
01,927,2015,1587,95
01,927,2016,1482,121
01,927,2017,1239,102
01,927,2018,1077,159
01,927,2019,1044,195
01,927,2020,1526,187
01,927,2021,1325,220
01,927,2022,1031,242
01,927,2023,1078,171
01,927,2024,1219,115
01,927,2025,1376,107
02,019,2008,92,18
02,019,2009,144,5
02,019,2010,145,5
02,019,2011,136,8
02,019,2012,137,9
02,019,2013,183,5
02,019,2014,199,5
02,019,2015,193,4
02,019,2016,182,9
02,019,2017,135,10
02,019,2018,113,22
02,019,2019,112,20
02,019,2020,163,20
02,019,2021,133,26
02,019,2022,105,37
02,019,2023,116,20
02,019,2024,130,33
02,019,2025,146,21
02,202,2008,607,64
02,202,2009,922,42
02,202,2010,1019,51
02,202,2011,926,56
02,202,2012,972,58
02,202,2013,1227,48
02,202,2014,1370,66
02,202,2015,1453,53
02,202,2016,1519,65
02,202,2017,1291,93
02,202,2018,1079,103
02,202,2019,939,176
02,202,2020,1504,128
02,202,2021,1172,193
02,202,2022,911,290
02,202,2023,970,246
02,202,2024,1169,187
02,202,2025,1402,142
02,284,2008,42,6
02,284,2009,67,6
02,284,2010,74,1
02,284,2011,71,8
02,284,2012,73,2
02,284,2013,92,2
02,284,2014,86,3
02,284,2015,94,3
02,284,2016,104,6
02,284,2017,80,8
02,284,2018,61,7
02,284,2019,62,12
02,284,2020,96,10
02,284,2021,79,15
02,284,2022,62,14
02,284,2023,61,10
02,284,2024,69,13
02,284,2025,82,8
02,304,2008,29,3
02,304,2009,25,0
02,304,2010,27,1
02,304,2011,22,8
02,304,2012,22,7
02,304,2013,32,10
02,304,2014,38,3
02,304,2015,38,3
02,304,2016,40,1
02,304,2017,36,4
02,304,2018,36,3
02,304,2019,30,15
02,304,2020,38,10
02,304,2021,32,19
02,304,2022,34,30
02,304,2023,29,19
02,304,2024,36,8
02,304,2025,36,9
02,322,2008,140,0
02,322,2009,199,23
02,322,2010,215,15
02,322,2011,187,19
02,322,2012,241,23
02,322,2013,283,26
02,322,2014,288,24
02,322,2015,281,20
02,322,2016,277,27
02,322,2017,257,38
02,322,2018,230,46
02,322,2019,216,41
02,322,2020,292,37
02,322,2021,247,48
02,322,2022,210,74
02,322,2023,186,53
02,322,2024,194,30
02,322,2025,199,23
02,400,2008,191,76
02,400,2009,300,38
02,400,2010,270,48
02,400,2011,240,52
02,400,2012,237,60
02,400,2013,249,72
02,400,2014,258,67
02,400,2015,268,50
02,400,2016,287,56
02,400,2017,242,117
02,400,2018,179,140
02,400,2019,194,144
02,400,2020,391,261
02,400,2021,314,146
02,400,2022,282,251
02,400,2023,271,94
02,400,2024,285,72
02,400,2025,273,64
02,423,2008,288,52
02,423,2009,469,24
02,423,2010,545,27
02,423,2011,516,44
02,423,2012,498,40
02,423,2013,690,48
02,423,2014,795,40
02,423,2015,818,46
02,423,2016,784,60
02,423,2017,658,83
02,423,2018,502,102
02,423,2019,454,112
02,423,2020,804,100
02,423,2021,587,182
02,423,2022,472,249
02,423,2023,491,184
02,423,2024,615,109
02,423,2025,677,78
02,430,2008,469,77
02,430,2009,716,66
02,430,2010,672,64
02,430,2011,596,69
02,430,2012,581,53
02,430,2013,718,58
02,430,2014,740,68
02,430,2015,810,63
02,430,2016,782,79
02,430,2017,676,87
02,430,2018,584,109
02,430,2019,554,116
02,430,2020,753,89
02,430,2021,605,145
02,430,2022,546,173
02,430,2023,568,147
02,430,2024,691,95
02,430,2025,706,69
02,445,2008,303,11
02,445,2009,417,38
02,445,2010,453,68
02,445,2011,386,79
02,445,2012,378,59
02,445,2013,422,45
02,445,2014,510,42
02,445,2015,544,56
02,445,2016,525,59
02,445,2017,485,69
02,445,2018,409,90
02,445,2019,340,121
02,445,2020,545,95
02,445,2021,454,135
02,445,2022,377,179
02,445,2023,389,123
02,445,2024,400,78
02,445,2025,406,72
02,480,2008,42,1
02,480,2009,63,0
02,480,2010,70,1
02,480,2011,65,2
02,480,2012,60,3
02,480,2013,86,1
02,480,2014,103,0
02,480,2015,111,0
02,480,2016,93,1
02,480,2017,78,0
02,480,2018,63,5
02,480,2019,64,5
02,480,2020,91,13
02,480,2021,68,15
02,480,2022,54,12
02,480,2023,59,10
02,480,2024,69,5
02,480,2025,83,2
02,481,2008,145,20
02,481,2009,252,10
02,481,2010,287,8
02,481,2011,264,17
02,481,2012,242,16
02,481,2013,313,15
02,481,2014,391,10
02,481,2015,371,13
02,481,2016,379,12
02,481,2017,301,19
02,481,2018,250,22
02,481,2019,225,23
02,481,2020,400,22
02,481,2021,300,34
02,481,2022,221,63
02,481,2023,233,45
02,481,2024,253,19
02,481,2025,305,15
02,503,2008,158,19
02,503,2009,250,4
02,503,2010,300,5
02,503,2011,266,9
02,503,2012,246,6
02,503,2013,299,7
02,503,2014,349,10
02,503,2015,390,8
02,503,2016,387,10
02,503,2017,301,18
02,503,2018,238,25
02,503,2019,223,20
02,503,2020,320,20
02,503,2021,266,34
02,503,2022,221,41
02,503,2023,243,29
02,503,2024,269,23
02,503,2025,306,21
02,529,2008,404,106
02,529,2009,588,81
02,529,2010,655,104
02,529,2011,599,98
02,529,2012,589,118
02,529,2013,733,117
02,529,2014,926,112
02,529,2015,985,88
02,529,2016,900,125
02,529,2017,749,134
02,529,2018,666,133
02,529,2019,598,161
02,529,2020,924,164
02,529,2021,718,204
02,529,2022,592,318
02,529,2023,610,188
02,529,2024,702,137
02,529,2025,792,76
02,538,2008,88,6
02,538,2009,132,4
02,538,2010,152,5
02,538,2011,132,4
02,538,2012,123,4
02,538,2013,156,2
02,538,2014,211,5
02,538,2015,228,6
02,538,2016,220,3
02,538,2017,166,4
02,538,2018,133,8
02,538,2019,112,10
02,538,2020,196,22
02,538,2021,136,24
02,538,2022,118,28
02,538,2023,116,17
02,538,2024,131,6
02,538,2025,152,3
02,561,2008,39,2
02,561,2009,51,1
02,561,2010,54,2
02,561,2011,45,3
02,561,2012,44,3
02,561,2013,53,0
02,561,2014,64,0
02,561,2015,57,1
02,561,2016,49,4
02,561,2017,42,2
02,561,2018,38,3
02,561,2019,38,4
02,561,2020,47,1
02,561,2021,34,7
02,561,2022,40,4
02,561,2023,45,5
02,561,2024,49,0
02,561,2025,53,1
02,577,2008,147,43
02,577,2009,251,23
02,577,2010,286,28
02,577,2011,275,32
02,577,2012,266,32
02,577,2013,338,33
02,577,2014,367,30
02,577,2015,419,35
02,577,2016,451,34
02,577,2017,358,49
02,577,2018,221,57
02,577,2019,216,94
02,577,2020,389,175
02,577,2021,308,131
02,577,2022,226,204
02,577,2023,240,85
02,577,2024,308,45
02,577,2025,355,132
02,631,2008,58,4
02,631,2009,83,0
02,631,2010,90,0
02,631,2011,81,3
02,631,2012,79,2
02,631,2013,86,3
02,631,2014,100,0
02,631,2015,104,0
02,631,2016,86,2
02,631,2017,68,2
02,631,2018,54,8
02,631,2019,53,7
02,631,2020,88,7
02,631,2021,79,8
02,631,2022,66,11
02,631,2023,69,4
02,631,2024,68,2
02,631,2025,74,2
02,636,2008,180,29
02,636,2009,286,16
02,636,2010,284,14
02,636,2011,270,28
02,636,2012,281,30
02,636,2013,352,21
02,636,2014,403,18
02,636,2015,415,12
02,636,2016,376,16
02,636,2017,325,22
02,636,2018,283,30
02,636,2019,271,40
02,636,2020,380,38
02,636,2021,306,75
02,636,2022,275,101
02,636,2023,298,56
02,636,2024,318,27
02,636,2025,341,28
02,680,2008,584,86
02,680,2009,898,50
02,680,2010,1121,63
02,680,2011,1025,62
02,680,2012,961,76
02,680,2013,1155,75
02,680,2014,1353,79
02,680,2015,1447,72
02,680,2016,1412,84
02,680,2017,1155,111
02,680,2018,910,168
02,680,2019,791,182
02,680,2020,1298,125
02,680,2021,994,232
02,680,2022,818,305
02,680,2023,865,221
02,680,2024,1032,110
02,680,2025,1254,82
02,704,2008,110,4
02,704,2009,182,1
02,704,2010,181,5
02,704,2011,166,6
02,704,2012,153,6
02,704,2013,184,5
02,704,2014,209,7
02,704,2015,236,6
02,704,2016,226,10
02,704,2017,183,20
02,704,2018,147,21
02,704,2019,127,31
02,704,2020,237,15
02,704,2021,160,35
02,704,2022,122,59
02,704,2023,129,45
02,704,2024,145,21
02,704,2025,179,8
02,734,2008,1726,558
02,734,2009,2811,197
02,734,2010,2968,246
02,734,2011,2838,316
02,734,2012,3388,326
02,734,2013,4031,322
02,734,2014,3988,307
02,734,2015,4079,255
02,734,2016,4042,258
02,734,2017,3464,257
02,734,2018,2777,324
02,734,2019,2446,325
02,734,2020,3162,266
02,734,2021,2635,616
02,734,2022,2168,613
02,734,2023,2115,440
02,734,2024,2310,237
02,734,2025,2731,217
02,738,2008,41,4
02,738,2009,63,2
02,738,2010,76,2
02,738,2011,72,3
02,738,2012,73,2
02,738,2013,101,0
02,738,2014,115,1
02,738,2015,117,2
02,738,2016,125,3
02,738,2017,101,5
02,738,2018,76,7
02,738,2019,71,10
02,738,2020,85,83
02,738,2021,68,12
02,738,2022,46,19
02,738,2023,65,9
02,738,2024,88,4
02,738,2025,88,4
02,761,2008,247,31
02,761,2009,366,22
02,761,2010,398,20
02,761,2011,362,26
02,761,2012,376,31
02,761,2013,425,31
02,761,2014,459,30
02,761,2015,485,22
02,761,2016,460,24
02,761,2017,349,24
02,761,2018,284,37
02,761,2019,262,28
02,761,2020,326,35
02,761,2021,287,61
02,761,2022,252,80
02,761,2023,287,51
02,761,2024,335,35
02,761,2025,377,11
02,833,2008,30,1
02,833,2009,49,0
02,833,2010,60,1
02,833,2011,56,3
02,833,2012,59,4
02,833,2013,58,3
02,833,2014,70,4
02,833,2015,79,3
02,833,2016,74,2
02,833,2017,63,5
02,833,2018,52,6
02,833,2019,50,9
02,833,2020,69,8
02,833,2021,55,14
02,833,2022,56,23
02,833,2023,62,7
02,833,2024,76,7
02,833,2025,79,7
02,853,2008,7805,1283
02,853,2009,10092,843
02,853,2010,11356,967
02,853,2011,11068,1246
02,853,2012,11390,1249
02,853,2013,12936,1185
02,853,2014,14211,1260
02,853,2015,15258,1420
02,853,2016,15169,1607
02,853,2017,13282,2038
02,853,2018,11513,2666
02,853,2019,10580,2974
02,853,2020,14706,2352
02,853,2021,13266,3735
02,853,2022,11825,5042
02,853,2023,11633,3415
02,853,2024,13076,1758
02,853,2025,15060,1379
02,895,2008,528,86
02,895,2009,705,67
02,895,2010,764,70
02,895,2011,699,146
02,895,2012,726,110
02,895,2013,836,134
02,895,2014,731,305
02,895,2015,688,169
02,895,2016,681,207
02,895,2017,498,531
02,895,2018,428,614
02,895,2019,520,389
02,895,2020,888,304
02,895,2021,586,636
02,895,2022,597,364
02,895,2023,681,208
02,895,2024,696,102
02,895,2025,747,93
02,918,2008,47,4
02,918,2009,68,1
02,918,2010,75,1
02,918,2011,66,3
02,918,2012,59,3
02,918,2013,76,2
02,918,2014,92,2
02,918,2015,86,5
02,918,2016,103,2
02,918,2017,91,3
02,918,2018,68,6
02,918,2019,68,5
02,918,2020,91,5
02,918,2021,63,13
02,918,2022,71,20
02,918,2023,82,24
02,918,2024,95,9
02,918,2025,100,4
04,050,2008,317,66
04,050,2009,388,56
04,050,2010,414,64
04,050,2011,372,67
04,050,2012,390,106
04,050,2013,408,63
04,050,2014,450,93
04,050,2015,502,78
04,050,2016,468,109
04,050,2017,398,134
04,050,2018,357,73
04,050,2019,345,78
04,050,2020,471,82
04,050,2021,385,104
04,050,2022,332,109
04,050,2023,333,131
04,050,2024,358,287
04,050,2025,370,48
04,051,2008,297,117
04,051,2009,391,98
04,051,2010,381,69
04,051,2011,364,72
04,051,2012,362,56
04,051,2013,427,51
04,051,2014,456,44
04,051,2015,468,126
04,051,2016,435,201
04,051,2017,356,250
04,051,2018,262,194
04,051,2019,239,208
04,051,2020,362,125
04,051,2021,292,153
04,051,2022,255,140
04,051,2023,258,107
04,051,2024,271,77
04,051,2025,297,90
04,079,2008,296,65
04,079,2009,373,30
04,079,2010,382,48
04,079,2011,359,65
04,079,2012,347,63
04,079,2013,366,52
04,079,2014,384,42
04,079,2015,398,59
04,079,2016,396,62
04,079,2017,362,66
04,079,2018,322,79
04,079,2019,294,96
04,079,2020,350,77
04,079,2021,306,142
04,079,2022,266,158
04,079,2023,275,108
04,079,2024,313,89
04,079,2025,331,56
04,102,2008,335,65
04,102,2009,406,58
04,102,2010,397,52
04,102,2011,371,56
04,102,2012,361,62
04,102,2013,368,81
04,102,2014,385,74
04,102,2015,456,72
04,102,2016,429,67
04,102,2017,376,65
04,102,2018,314,74
04,102,2019,292,88
04,102,2020,406,103
04,102,2021,312,130
04,102,2022,269,132
04,102,2023,280,147
04,102,2024,340,74
04,102,2025,377,53
04,181,2008,92,5
04,181,2009,109,4
04,181,2010,98,1
04,181,2011,85,2
04,181,2012,87,4
04,181,2013,76,4
04,181,2014,90,2
04,181,2015,95,3
04,181,2016,83,2
04,181,2017,66,2
04,181,2018,61,2
04,181,2019,55,4
04,181,2020,81,8
04,181,2021,60,17
04,181,2022,49,12
04,181,2023,49,5
04,181,2024,50,6
04,181,2025,65,5
04,214,2008,654,62
04,214,2009,825,51
04,214,2010,805,60
04,214,2011,621,78
04,214,2012,601,70
04,214,2013,662,55
04,214,2014,725,47
04,214,2015,792,47
04,214,2016,753,54
04,214,2017,651,62
04,214,2018,554,67
04,214,2019,566,79
04,214,2020,733,77
04,214,2021,539,167
04,214,2022,482,172
04,214,2023,510,131
04,214,2024,580,77
04,214,2025,651,71
04,230,2008,126,8
04,230,2009,159,3
04,230,2010,143,6
04,230,2011,128,9
04,230,2012,119,3
04,230,2013,131,2
04,230,2014,129,7
04,230,2015,144,4
04,230,2016,134,8
04,230,2017,128,3
04,230,2018,106,9
04,230,2019,88,9
04,230,2020,111,9
04,230,2021,90,11
04,230,2022,70,9
04,230,2023,78,10
04,230,2024,79,7
04,230,2025,71,2
04,271,2008,277,51
04,271,2009,382,55
04,271,2010,366,30
04,271,2011,352,32
04,271,2012,369,31
04,271,2013,415,26
04,271,2014,440,24
04,271,2015,468,26
04,271,2016,443,27
04,271,2017,387,31
04,271,2018,330,42
04,271,2019,296,49
04,271,2020,354,36
04,271,2021,288,46
04,271,2022,242,101
04,271,2023,234,53
04,271,2024,277,30
04,271,2025,319,21
04,484,2008,181,17
04,484,2009,194,11
04,484,2010,189,1
04,484,2011,170,3
04,484,2012,167,2
04,484,2013,168,5
04,484,2014,179,3
04,484,2015,200,4
04,484,2016,206,5
04,484,2017,181,9
04,484,2018,138,6
04,484,2019,130,8
04,484,2020,145,11
04,484,2021,132,12
04,484,2022,102,24
04,484,2023,110,22
04,484,2024,129,16
04,484,2025,143,15
04,531,2008,240,11
04,531,2009,306,8
04,531,2010,270,13
04,531,2011,254,12
04,531,2012,264,11
04,531,2013,296,8
04,531,2014,319,6
04,531,2015,329,8
04,531,2016,334,11
04,531,2017,271,13
04,531,2018,204,21
04,531,2019,203,17
04,531,2020,258,16
04,531,2021,188,22
04,531,2022,155,34
04,531,2023,163,14
04,531,2024,174,11
04,531,2025,223,14
04,608,2008,112,2
04,608,2009,134,0
04,608,2010,129,1
04,608,2011,124,0
04,608,2012,138,0
04,608,2013,132,1
04,608,2014,131,3
04,608,2015,144,2
04,608,2016,142,5
04,608,2017,113,8
04,608,2018,84,10
04,608,2019,76,8
04,608,2020,98,7
04,608,2021,78,8
04,608,2022,61,15
04,608,2023,59,7
04,608,2024,79,18
04,608,2025,92,101
04,609,2008,4277,574
04,609,2009,4873,489
04,609,2010,4947,446
04,609,2011,4878,568
04,609,2012,4883,665
04,609,2013,5454,610
04,609,2014,5952,444
04,609,2015,6541,546
04,609,2016,6813,502
04,609,2017,5682,754
04,609,2018,4527,827
04,609,2019,4553,741
04,609,2020,5827,644
04,609,2021,4853,930
04,609,2022,4203,1152
04,609,2023,4409,858
04,609,2024,4839,530
04,609,2025,5413,594
04,684,2008,1641,368
04,684,2009,2140,254
04,684,2010,2055,192
04,684,2011,1938,274
04,684,2012,1971,183
04,684,2013,2193,161
04,684,2014,2416,215
04,684,2015,2546,205
04,684,2016,2419,223
04,684,2017,1964,324
04,684,2018,1623,430
04,684,2019,1500,422
04,684,2020,2042,371
04,684,2021,1744,539
04,684,2022,1564,629
04,684,2023,1544,434
04,684,2024,1658,323
04,684,2025,1810,314
04,747,2008,105,2
04,747,2009,112,0
04,747,2010,98,0
04,747,2011,94,0
04,747,2012,90,0
04,747,2013,91,2
04,747,2014,96,1
04,747,2015,96,0
04,747,2016,103,1
04,747,2017,84,0
04,747,2018,69,0
04,747,2019,65,0
04,747,2020,76,0
04,747,2021,60,4
04,747,2022,53,3
04,747,2023,55,1
04,747,2024,53,0
04,747,2025,66,0
04,783,2008,151,53
04,783,2009,198,27
04,783,2010,220,41
04,783,2011,200,53
04,783,2012,204,50
04,783,2013,229,33
04,783,2014,275,39
04,783,2015,278,39
04,783,2016,280,53
04,783,2017,217,47
04,783,2018,174,70
04,783,2019,174,78
04,783,2020,245,103
04,783,2021,210,70
04,783,2022,174,88
04,783,2023,161,58
04,783,2024,188,44
04,783,2025,219,44
04,886,2008,527,38
04,886,2009,662,19
04,886,2010,657,22
04,886,2011,597,30
04,886,2012,593,30
04,886,2013,688,19
04,886,2014,724,28
04,886,2015,816,20
04,886,2016,868,25
04,886,2017,698,34
04,886,2018,531,50
